gene	PC1	PC2	PC3	PC4
SLC8A2	0.039287457	-0.020328763	-0.0038976388	-0.0085148286
SLC9A4	0.017941708	0.0026905945	0.0058968214	0.013644456
SLCO1A2	0.027580422	-0.0090168382	-0.0053747921	0.0039275666
SLCO1B3	0.011712255	0.00078752201	-0.011734026	0.016001044
SLCO2B1	0.029672055	0.04619605	-0.0095694882	-0.010094823
SLCO3A1	0.013758107	0.00098178503	0.0037087557	-0.0018071928
SLIT1	0.032246152	-0.01251503	0.0020484797	0.00080116487
SLIT3	0.033604967	0.0090057306	0.0037185631	0.0049049685
SLITRK1	0.030319385	-0.010921499	-0.0064831945	0.0039198025
SLITRK6	0.010894735	0.0055156954	0.008547449	-0.014705565
SLURP2	0.0066821718	-0.0021231205	-0.023697721	0.016156924
SMIM10	0.016097931	0.0090789731	0.0037395247	0.0075673469
SMOC2	0.020834065	0.022706999	0.013197788	0.027393238
SMPDL3B	-0.006901042	-0.015976087	0.024178184	0.017437039
SNAP25	0.072904539	-0.053531722	-0.023792178	-0.028492833
SNAP91	0.039557125	-0.021073349	-0.0024918953	-0.0044586157
SNCA	0.046216998	-0.024101685	-0.0055592667	-0.012265657
SNCB	0.049495773	-0.028137191	-0.0044664541	-0.014653931
SNCG	0.0020899074	-0.029206305	-0.0067061067	-0.04280025
SNPH	0.029639936	-0.011700402	-0.00044433614	0.0095438701
SNTB1	-0.0050425393	-0.0091471682	0.055642478	0.021499873
SNX10	0.018933751	-0.00047092919	-0.015858754	-0.011022515
SOCS1	0.0063798594	0.029775938	0.016060693	-0.00018245737
SOCS2	0.013252111	0.010131651	0.020576295	0.014589905
SOCS3	0.0013497074	0.039225389	-0.0060051428	0.013334817
SORBS1	0.036630358	-0.0038394389	-3.6188212e-06	-0.01167793
SORCS2	0.015939317	-0.0058780268	0.020846428	0.00082109211
SORCS3	0.02742766	-0.0075816344	-0.0019116699	0.0059651627
SORD	-0.0034573729	-0.0075165993	-0.0025983533	0.034407654
SOWAHA	0.027965349	-0.0037100932	0.0042234402	0.0086499517
SOWAHC	-0.0026462169	-0.0026447325	-0.023432531	0.006392411
SOX10	0.03633458	-0.0017350206	0.0015842624	-0.0007760712
SOX14	0.012965936	0.002152713	0.0068494821	0.014132272
SOX8	0.027987116	-0.0034329613	0.0052196783	-0.0023932613
SP5	0.010421683	-0.0059884234	0.020825304	0.015776431
SPDEF	-0.002090754	-0.0019922989	0.043337605	0.023300752
SPEG	0.01653615	-0.0045032138	0.008859112	-0.023358174
SPHKAP	0.024719721	-0.0082779398	0.0068156123	0.00061877405
SPINK1	-0.013519062	-0.028296835	0.051356164	0.10185571
SPINK13	0.011233761	0.0030932553	0.013379623	0.00044745406
SPINK2	0.0090550548	0.005911426	0.0099477301	-0.0065661575
SPINK5	0.011346787	0.005999065	0.0072001885	0.011463877
SPOCD1	0.01698813	0.0065647288	0.0068382031	-0.0097193041
SPOCK1	0.045301033	-0.0085234518	-0.0080077777	-0.013767363
SPOCK3	0.0334334	-0.00935167	0.0025307195	0.0076881886
SPON1	0.027429173	0.028295132	0.0039510487	0.0053476234
SPP1	0.0047565322	-0.0052623548	-0.10961812	0.036446062
SPRR1A	0.012345314	0.0032082799	-0.0071599482	0.010273117
SPRR1B	-0.0046637624	0.00084390587	-0.010637902	-0.032385582
SPRR2A	0.008144915	0.0053818294	-0.006234596	0.0071411268
SPRR2B	0.0025206417	0.0024479252	-0.0017840084	-0.015542482
SPRR2E	0.0070078947	0.0036798491	-0.0037993501	-0.003319178
SPRR2F	0.014347155	-0.0010183438	-0.00043499411	0.014765187
SPRR3	0.013832781	0.00090559685	-0.0096654219	0.002886007
SPRY4	-0.00091105161	0.013527195	0.029053187	-0.036175176
SPTB	-0.0037708753	-0.010205978	0.047850476	-0.057036443
SPTBN4	0.022890403	-0.011208635	-0.0029868216	-0.0035012258
SQLE	-0.0022836376	-0.015707745	-0.0017752035	-0.0073482025
SRC	-0.018746294	-0.014060513	-0.012881305	0.014711853
SRPX2	-0.0014071862	0.017096567	0.0040161734	-0.023807363
SRRM5	0.014897485	0.0067997114	0.0056998314	0.011775534
SRXN1	-0.020224964	-0.031198978	-0.053129979	0.047778059
SST	0.021522574	-0.020569054	-0.002941477	0.0023200343
SSX5	0.019146513	-0.00025461792	8.8332741e-06	0.0069678442
ST3GAL4	-0.00084146513	-0.0038380459	-0.033824487	0.022827495
ST6GALNAC1	-0.0064193487	-0.016486684	0.032689732	0.043650497
ST6GALNAC2	9.2232383e-05	-0.00092884595	-0.020715157	-0.00077309872
ST6GALNAC5	0.020646743	-0.0005497692	0.0076976753	-0.0095300036
ST8SIA3	0.032732456	-0.010200546	-0.0033241149	-0.00040715005
STEAP2	-0.00020817699	0.0048971529	-0.02642036	0.019960653
STEAP3	-0.01440104	-0.0032836275	-0.0030551779	-0.018276333
STEAP4	-0.019126278	-0.012211704	0.063042155	0.032493583
STK32B	0.01894019	0.0020505462	0.0097112348	0.018951797
STMN2	0.049197441	-0.028362531	-0.0023550373	-0.01406291
STMN4	0.037590202	-0.015723527	-0.0041351937	-0.0029225497
STOM	-0.0040336333	0.016236687	-0.028947369	-0.0060117824
STRC	0.014510197	0.0083248624	0.002499214	0.0084435457
STRIP2	0.0018565508	-0.00093913214	-0.0059732197	-0.022077484
STUM	0.022855873	-0.017391162	0.024026686	0.022421241
STX1A	0.0097041131	-0.027801988	-0.013851305	-0.033095705
STXBP1	0.024809359	-0.048978509	0.031205181	-0.046078059
STXBP5L	0.029878389	-0.013983462	-0.0011123456	0.0036319405
SUCNR1	0.013724818	0.0042960419	-0.0027795753	0.0080574883
SULF1	0.017317825	0.05911283	0.014216592	0.0074174853
SULF2	0.026772315	0.027599948	-0.0096375409	0.0043379008
SULT1C2	0.011564212	0.003689298	0.02430888	0.0081031211
SULT2B1	-0.0011532697	-0.0096011556	-0.018673277	0.0017992192
SULT4A1	0.035436672	-0.021245101	-0.013844216	-0.010255243
SUPT5H	-0.018426119	-0.0071340827	-0.0073822807	-0.034537003
SUSD2	0.012262479	0.0034842062	0.029662553	-0.01475226
SUSD4	0.016981779	-0.011038381	-0.0047201764	0.0038881166
SV2A	0.03928776	-0.019001766	0.0041151833	-0.011382406
SV2B	0.040244332	-0.021371229	-0.004359181	-0.0069927244
SVEP1	0.022164483	0.020489152	0.0092758916	0.015700501
SYBU	0.010211464	-0.029434392	0.016588449	0.025607208
SYN1	0.043754962	-0.023924923	-0.0069961137	-0.0066212827
SYN2	0.045359157	-0.03102134	-0.0086190653	-0.013677557
SYNGR1	0.037216567	-0.012289689	-0.015070443	-0.00068383713
SYNGR3	0.028658905	-0.014998559	0.0052233872	-0.015983125
SYNM	0.028146602	0.00045385722	-0.0084185804	-0.0065569723
SYNPR	0.033047558	-0.0087218958	0.0060798137	-0.0025072684
SYP	0.049821985	-0.038271473	-0.0054073857	-0.011703483
SYT1	0.046322241	-0.038994073	-0.01691681	-0.021543226
SYT11	0.050462899	-0.017072597	-0.00074266932	-0.0049849144
SYT12	-0.00072820132	-0.0011260988	0.0073084663	-0.029239367
SYT13	0.027461631	-0.021370826	-0.0078845164	0.01227996
SYT4	0.030326954	-0.011624139	0.00094037171	0.0041350251
SYT5	0.036437892	-0.013825638	-0.0057287832	-0.0040748247
SYT8	0.0026663169	0.0051987817	-0.011889078	-0.00019326106
TAC1	0.023188742	-0.003601002	0.0061524419	0.0037555399
TACC2	-0.021645345	-0.037800234	0.019887772	0.040632704
TAGAP	0.017357537	0.037324513	-0.00032191986	0.0088015385
TARP	0.013746828	0.020647455	0.0084502642	0.011224658
TBC1D10C	0.023060911	0.031180586	-0.0041219957	0.006832794
TBC1D8	-0.0031187592	-0.00361022	-0.0063620656	0.031626712
TBR1	0.029390127	-0.0070284391	0.0023945287	0.0014635989
TBX1	0.0050879991	0.0067897427	0.014060832	-0.0080979741
TC2N	-0.0052709824	-0.01448066	0.0076877142	0.04517523
TCEAL1	0.0059583737	-0.0044122536	0.0086077855	-0.032641943
TCEAL2	0.033813124	-0.0058660642	-0.0016181579	-0.005956281
TCEAL5	0.031948297	-0.011411146	0.010258113	-0.0018447029
TCEAL7	0.029893102	-0.0081308189	-0.0021686707	-0.0020021499
TCF21	0.017932366	0.014109443	0.0079008372	0.010155729
TCF4	0.038772588	0.035033392	3.60115e-05	0.0068290891
TCF7	0.017930929	0.02114579	-0.0029786191	0.014983361
TCN1	0.0061628056	-0.0053591574	0.0020457883	0.0053551186
TDP2	-0.0043750412	-0.007132984	-0.028938643	0.025591105
TDRKH	0.00085977762	-0.008480378	0.014983218	0.0025967278
TENM1	0.01750235	-0.010688105	0.030677228	0.026353558
TENM4	0.020006529	0.0026423238	0.0093414262	0.0046419846
TENT5C	0.011194645	0.058774854	0.040794709	0.0025410819
TESC	0.0017047845	-0.016883484	0.046081149	0.047094452
TF	0.040102618	-0.016895329	0.0071046332	0.012070722
TFAP2A	-0.0058710068	0.004185658	-0.03662396	0.013125998
TFCP2L1	-0.021663649	-0.028995636	0.047994265	0.029848957
TFF1	0.0059301626	0.0035780837	0.0083110301	0.035914321
TFF3	0.005755608	-0.018167099	0.068936164	0.058236673
TFPI	-0.030285485	0.01066898	0.011367165	-0.0077174841
TFPI2	-0.024808227	-0.0055218892	0.0097171654	-0.037629184
TFRC	-0.018636873	0.014060877	-0.063692528	-0.0037395239
TGFB3	0.019443036	0.022553989	0.0050953681	0.004519423
TGFBI	-0.0035373584	0.044423649	-0.026728813	-0.031678552
TGFBR1	-0.0050952148	0.013083337	-0.018042862	0.028082102
TGM1	0.013283627	0.0083613218	-0.0088604622	0.0092736225
THBD	0.0011701257	0.017169305	-0.047969806	0.0019591504
THBS2	0.023900538	0.071270436	-0.0034664234	0.0091140844
THRA	0.023089802	-0.023090057	0.0066902521	0.00143598
THY1	0.05945701	0.035388683	-0.014785405	-0.028197138
TIMM50	-0.010460286	-0.0068069399	-0.01177261	-0.028974513
TINAG	0.0045060697	-0.0013484684	-0.00035540105	-0.0067206099
TINAGL1	0.00035523025	0.011371708	-0.018645951	0.0083493885
TIPARP	-0.0054633197	0.012124354	0.012473937	-0.057672392
TLR2	0.012936453	0.03806298	0.0080633352	-0.012478949
TM4SF19	0.0046745687	0.0011261522	-0.018211608	0.0034841099
TM4SF20	0.018236951	0.0016611933	-0.00042379559	0.012610919
TMED6	0.010414184	0.0046433509	0.022690211	0.030786941
TMEFF2	0.031678584	-0.012195063	-0.0060590245	-0.0075607166
TMEM100	0.0090477634	0.0029642869	0.015598383	-0.025630861
TMEM101	-0.014056548	-0.0073694737	0.0074874099	0.011157227
TMEM119	0.022334903	0.030008114	0.0090792775	0.014977427
TMEM130	0.038506171	-0.023856109	0.0060890947	-0.0047550559
TMEM144	0.02221274	-0.01806631	-0.017147733	0.0059789727
TMEM151A	0.03419384	-0.013672378	0.00074931457	0.0010822756
TMEM158	0.022604394	0.009826865	-0.0065122025	-0.0061653013
TMEM176A	0.0094805937	0.021430942	0.021110368	0.019045173
TMEM178A	0.030426411	-0.0085109377	0.0058830979	0.0013549569
TMEM178B	0.021680494	-0.015736262	-0.010085699	0.011647198
TMEM35A	0.026355537	-0.0047916512	0.0043102365	-0.0028598895
TMEM40	0.010038292	0.0058728866	-0.024147673	0.012828679
TMEM45A	0.0067220395	0.017567607	-0.025869322	0.013024543
TMEM45B	-0.014038515	-0.014847821	0.029276391	-0.0041741776
TMEM54	-0.027293335	-0.027294872	-0.014243443	0.0044451512
TMEM59L	0.041748487	-0.03921197	0.030925679	0.0081827189
TMEM80	0.0039751869	0.00089977819	0.020334177	0.019107172
TMEM86A	0.021536409	0.0065712781	0.011846571	0.013590363
TMEM98	0.0071347988	0.0037113802	0.030587998	-0.0012377569
TMIGD3	0.024451519	0.015335961	0.0037921116	0.0033772272
TMOD1	0.022137593	-0.0062687119	-0.0048539806	0.013798074
TMOD2	0.034811246	-0.0088185334	-0.0060675822	-0.0089567744
TMPRSS11E	0.0032094377	0.00038548782	0.0097757137	0.00063351009
TMPRSS15	0.020136871	0.0078832225	-0.0024378062	0.0074295042
TMPRSS2	-0.0079025803	-0.012180795	0.061334094	0.0062725472
TMPRSS4	-0.029514203	-0.019033862	0.017437259	0.044015129
TNFRSF10C	0.0020547243	0.00031425764	0.02281897	0.011398873
TNFRSF11B	0.012679016	0.011056062	0.0081095568	0.0087423953
TNFRSF17	0.020863817	0.032792981	0.0085213839	0.015150401
TNFRSF19	0.010470038	0.0070730105	0.039560374	0.029979274
TNFSF10	-0.011212669	0.025932824	-0.013413733	0.021722956
TNFSF14	0.013517919	0.0084436926	-0.0041648535	0.021416676
TNMD	0.01230154	-0.0045119212	0.018860515	-0.022951498
TNNC2	0.0029780564	-0.00065870628	0.024500616	-0.032629069
TNNI2	0.014149121	0.0058855698	-0.0087753733	0.001500487
TNNT1	-0.0061536677	-0.0071509171	-0.015099163	-0.038601845
TNS4	-0.0038498975	-0.0068614014	-0.050343126	0.033310884
TNXB	0.014591433	0.017826636	0.0041739551	0.0074269037
TOB1	-0.024141218	-0.02729897	-0.013261355	0.045782044
TOP2A	-0.02871976	-0.0061794132	-0.020294219	-0.029033082
TOX3	0.0094200846	-0.014201621	0.037616729	0.022784392
TP53I3	-0.019735395	-0.0085364712	-0.02488753	0.025661803
TP53INP1	0.0043848857	0.043856208	0.036901335	0.014819634
TP63	0.0037002428	0.002576607	-0.034246208	0.012950227
TPD52L1	0.0063395453	-0.017383639	-0.032522069	0.027074438
TPPP	0.035449742	-0.031591225	0.0097805452	-0.005488591
TPPP3	0.028003277	-0.008596135	0.020856237	0.018974983
TPSAB1	0.011674358	0.048644747	0.0097047073	0.0098540203
TPTE	0.016221979	0.0090388833	0.0082050504	0.016951289
TPX2	-0.017397661	-0.00027217746	-0.03318907	-0.018519808
TRABD2A	0.012978138	0.0093020662	0.010208802	-0.00018377865
TRAC	0.01921936	0.055098244	-0.0052035087	0.0011141434
TRBC1	0.019525849	0.066383448	-0.0045168782	0.0075017536
TREM1	-0.0046649944	0.0012510854	0.063898464	0.0079823709
TRIM16L	-0.011419154	-0.015235078	-0.041036157	0.030430117
TRIM2	0.0071036317	-0.040267835	0.037302369	-0.037462605
TRIM29	-0.0038020861	-0.0029765181	-0.066323758	0.034667456
TRIM31	0.0061491702	-0.00095282679	-0.0053644517	0.033116083
TRIM36	0.021802055	0.0017171258	0.0030477471	0.0029070489
TRIM38	-0.0038536024	0.012089598	-0.0083811165	-0.002724778
TRIM9	0.03589823	-0.019414005	0.002581923	-0.0054627945
TRNP1	-0.007210102	-0.022498314	0.005060534	-0.036525511
TRNT1	0.0030130825	-5.95686e-05	-0.0046765842	-0.0015631678
TRPC6	0.013942683	0.0082555333	0.017553429	0.003724003
TRPM4	-0.0077083282	-0.001400156	-0.0092428299	0.0069118017
TRPM5	0.011125375	0.0068512386	0.014373921	0.0062804492
TRPM8	0.013266896	0.0031803362	0.019799403	0.025285205
TSC22D3	0.010605865	0.038229058	0.013942275	0.0017967579
TSKU	-0.020146487	-0.001298813	-0.060509794	0.046845572
TSN	-0.016539678	-0.010548967	-0.013167248	-0.02611204
TSNAX	0.0068915999	-0.017316493	0.0066439406	0.0068676414
TSPAN1	-0.016407368	-0.021996547	-0.011401568	0.036281086
TSPAN11	0.00010655916	-0.0014448843	0.031431532	0.025129268
TSPAN4	-0.0026022681	0.022836409	0.013541445	-0.033180149
TSPAN7	0.048574664	-0.040289012	-0.030610984	0.0072571649
TSPAN8	-0.0018462156	-0.014624254	0.017443515	0.038279584
TSPY1	0.019971198	0.0063819834	0.009898963	0.013738938
TSPYL1	0.020168714	-0.0053449685	-0.014165471	-0.01040653
TTC9	-0.010077622	-0.017672505	-0.0038785362	-0.0040143348
TTC9B	0.029206908	-0.0085437382	-0.0002189926	0.0040283174
TTLL7	0.03341213	-0.012719981	-0.0028105517	0.0031111346
TTLL8	0.023810438	-0.0024013763	0.0060412088	0.0088556483
TTYH1	0.047118036	-0.020714424	-0.0040276102	-0.0096444516
TUBB2A	0.034320443	-0.047571418	-0.011401387	-0.045809905
TUBB2B	0.044774088	-0.033312129	0.017576274	0.0037965207
TUBB4A	0.060541631	-0.04045201	-0.01827614	-0.031675536
TUSC3	0.005561969	-0.022336012	-0.0089621459	0.015668449
TWIST2	0.015227275	0.023277728	-0.0066354798	0.00059173233
TXNDC11	-0.007890726	0.025076195	0.034815506	0.022861571
UBD	-0.0051564238	0.045394507	-0.034733452	0.020475736
UBE2C	-0.027715959	-0.010464587	-0.019765264	-0.035174141
UBE2Q2L	0.013395565	0.015963621	0.0026506712	0.014209005
UBE2QL1	0.026793992	-0.016459166	-0.00079502444	8.5554698e-05
UBE2T	-0.015157148	-0.016469144	-0.0088254298	-0.023909605
UCHL1	0.024997267	-0.069689126	-0.054487848	-0.025939943
UCP2	-0.010263731	0.019175059	0.032283899	0.01813909
UGCG	-0.0073216211	0.017673973	-0.020313156	0.0040005072
UGDH	-0.028743059	-0.028206829	-0.03747124	0.028029103
UGT8	0.01976789	-0.0092771216	0.007717826	-0.0048324152
UNC13A	0.030975488	-0.012999994	0.0012446702	-0.0018418786
UPK1B	0.013121928	-0.0011327591	-0.022802764	0.033284749
UPK3BL1	-0.020335174	0.0033500071	-0.0027465185	0.0046517011
VAMP2	0.030637704	-0.021760374	-0.0018778707	-0.0045255135
VAT1L	0.029226275	0.0020326227	0.0065559815	0.0031072933
VCAM1	0.013879386	0.038054602	-0.0118253	0.005690097
VCAN	0.018399247	0.057443168	-0.0019140948	0.023580824
VEGFC	0.013894408	0.013760855	-0.020128097	0.0053327625
VEPH1	0.013380241	0.00016598838	0.013320828	0.013211193
VGF	0.019439937	-0.025018625	-0.010110516	-0.0095072303
VGLL1	0.014315224	0.0039337121	-0.0079493416	0.0067257668
VGLL3	0.010973571	0.032595166	-0.019450924	0.017297865
VIL1	0.0068695306	-0.012979136	0.025059107	0.038858131
VMO1	0.015447791	0.014276623	0.014260222	0.019514401
VNN1	0.015906111	0.0029703608	-0.012051133	0.023409586
VSIG1	-0.0013767552	-0.0044929012	0.01753468	-0.05611013
VSIG2	0.013183543	0.00040482	0.033787476	0.024281485
VSIG4	0.027395542	0.044262213	-0.011084708	-0.013774388
VSNL1	0.047615161	-0.028107882	-0.01722765	-0.013329469
VSTM2B	0.033971315	-0.014217026	-0.00066005287	-0.0012259261
VSTM2L	-0.0036843154	-0.029939609	0.054095268	-0.027919217
VSTM4	0.015756102	0.012421204	0.022678823	-0.0057790541
VTCN1	0.014479292	0.0044922008	-0.0031433285	0.010990259
VTN	0.020085061	0.0054950123	-0.0024615917	0.0098988941
VWF	0.035208247	0.047223483	-0.0038181652	0.0060130438
VXN	0.028707289	-0.01234894	0.0082043059	-0.004730977
WARS1	-1.8535864e-05	0.01849164	0.010813871	-0.020988641
WASF1	0.028110596	-0.0095461966	-0.0057057915	-0.018934819
WASF3	0.030005102	-0.012574625	-0.0015771324	0.0029478988
WDFY4	0.012077311	0.016263401	0.025170399	0.022818576
WIF1	0.020153101	-0.007974882	0.018940373	0.019710106
WNT1	0.01418874	0.0047739067	-0.0028739212	0.014160849
WNT5A	0.01066401	-0.0019847515	-0.023600001	0.015096229
WNT7B	-0.00615584	-0.006350178	-0.023397685	-0.0068526221
WTIP	0.0056864781	0.0069715687	0.017453262	-0.027382228
WWC1	0.00016272016	-0.010777939	-0.0085003727	0.01700456
XKRX	-0.0083956782	-0.014075289	0.035838412	-0.022967045
ZBP1	0.021012463	0.032710092	0.0065043438	0.013245334
ZBTB10	-0.013469401	-0.01315939	0.022492301	-0.013137407
ZBTB16	0.021302235	-0.0084072616	0.045042725	0.0097075338
ZCCHC12	0.019964308	-0.0048391377	0.016649294	-0.027131581
ZFAND2A	-0.0020064556	-0.0026376353	-0.010333079	-0.024075821
ZIC1	0.026898922	0.019426508	-0.0012977196	0.010967189
ZNF100	0.0030421181	0.0096008692	0.029144831	-0.029353571
ZNF117	-0.0076256864	0.001161084	0.029833833	0.0072297393
ZNF208	-0.007317113	-0.0052703378	0.027254149	-0.023196327
ZNF217	-0.025684866	0.0091448232	0.0033734237	-0.0058117278
ZNF273	0.016628647	-0.0023885478	0.0049172008	0.0018259794
ZNF365	0.030349519	-0.0049890405	-0.0043891653	-0.0048685071
ZNF385B	0.014231275	-0.0057363122	0.031306351	0.010245465
ZNF415	0.018575717	0.0028963255	0.0034068824	-0.00088162382
ZNF704	0.011181414	-0.012271056	0.013582753	0.022705985
ZNF710	-0.0052104113	-0.0064718317	0.038349607	0.009833403
ZNRF3	0.0081741253	-0.0090224718	0.00083348707	0.0050152506
