gene	PC1	PC2	PC3	PC4
HSD17B2	0.011529411	-0.0021333802	-0.0088326804	0.020255065
HSPA12A	0.031637266	-0.0097943888	-0.014728719	-0.00018622354
HSPA2	0.028011635	-0.0075810285	0.0072686419	0.00064396264
HTRA1	0.049405275	0.027579409	-0.0057807624	-0.0202847
HTRA3	0.017301675	0.041243838	0.0010361534	0.018791792
HYAL1	0.0084005072	-0.0025636548	-0.012756462	0.03256694
ICAM5	0.022576131	-0.0090093138	0.016313826	-0.013427321
ID2	0.022103422	0.019067882	0.0092859383	0.020550416
ID4	0.033225584	-0.0091351403	0.012985925	0.010923304
IDO1	0.0070311332	0.024738863	0.010293681	0.012268291
IFI44	0.001344242	0.021445315	0.019750699	-0.041185316
IFI44L	0.0053318391	0.014519986	0.023540698	-0.048415516
IFI6	-0.003024902	0.0015622455	0.040595839	-0.042956578
IFIT1	0.013309136	0.0026379727	0.022653374	-0.026102019
IFITM2	-0.013865911	0.0051988945	0.0036564584	0.0021129132
IFNL3	0.017747302	0.0057051028	0.0039424757	-0.0014544837
IFNL4	0.01205362	0.013480679	0.006670334	0.0015443371
IFT57	-0.0093720103	-0.0025206267	0.025299763	-0.031173427
IGF2	0.012315109	0.019393069	-0.016973155	0.0085053657
IGF2BP3	0.0037151692	-0.0051944929	-0.023371792	0.0016468232
IGFBP1	0.012219533	-0.0023456449	-0.011485618	0.02001205
IGFBP2	-0.0014493358	0.0084729115	0.025739582	0.043492673
IGFBP3	-0.0073461006	0.016420839	-0.045163147	0.043869856
IGFBP5	0.025055618	0.037573118	0.030614379	0.055358531
IGFBP6	0.0095340552	0.010970199	0.0039046504	-0.034782183
IGHM	0.020877806	0.13655688	0.0058194088	0.022548633
IGKC	0.010667587	0.23556945	0.047864913	0.059480245
IGSF11	0.027300848	-0.0077413132	-0.0024105212	0.003161704
IGSF8	0.008412105	-0.022801836	-0.0082763922	-0.0021457836
IL17RB	0.014188395	-0.0020174933	0.004993236	0.0010998369
IL1A	0.010034676	0.0018835066	-0.016930138	0.0057372485
IL1B	0.013678042	0.01588334	-0.0028347401	0.01420189
IL1R2	0.0090897921	0.0036970126	-0.0091024598	0.019725215
IL1RAP	-0.0015511192	0.0029648838	-0.019655415	-0.0065136764
IL1RAPL2	0.015847776	0.0030081283	0.0027897909	0.013278908
IL1RN	0.0096587623	0.0090785104	-0.0094806357	0.017160093
IL20RB	0.0021293451	0.0001660489	-0.025836394	0.01752361
IL2RG	0.019153622	0.053412746	0.0012070055	0.012571308
IL33	0.021239371	0.015224281	0.0098074365	0.014020644
IL36G	0.016147313	0.0015321935	0.010460931	0.0042664747
IL37	-0.0015800415	-0.0080853324	0.03052102	-0.045642987
IL6	0.013084137	0.020365908	0.00021834321	0.0061455859
IL7R	0.021345912	0.069824754	0.0033712584	0.010112757
IMPA2	-0.02557628	-0.024932539	0.010055536	0.039778733
INA	0.028748207	-0.0074652659	-0.002897736	0.0016373225
INHA	0.0037839976	-0.0024110308	0.015866699	0.025994561
INHBA	0.016385121	0.047267631	-0.0011983263	0.0058337819
INMT	0.0090266103	0.013144365	0.024722855	0.024126287
INPP5F	0.023528402	-0.011049277	-0.0081841742	-0.02762337
INSM1	0.015002572	-0.0011698469	0.0083392267	0.024491884
IP6K3	0.015357907	-0.0049311268	0.021938486	0.020690768
IQSEC3	0.029105471	-0.0073036433	0.00038330802	0.0003737196
IRF6	-0.016579808	-0.01819298	-0.014572537	0.015961852
IRF8	0.01654926	0.040899916	-0.0022187245	0.0064667916
IRX1	0.012579904	0.0060141262	0.018305487	0.0089518251
IRX2	0.0014366739	-0.0025682372	0.047900354	0.0047242077
ISG15	-0.012146254	0.0012001709	0.0090093866	-0.033731649
ISLR	0.023916753	0.050331553	0.0011974003	0.011080702
ITGA11	0.022741867	0.032308827	0.003488029	0.01076454
ITGA2	-0.032220665	0.0083815702	-0.011262493	-0.071741026
ITGA4	0.019819105	0.053633299	-0.0012579958	0.0016319993
ITGA6	0.0049270044	0.018385828	-0.049151589	-0.01418794
ITGA7	0.028157728	0.011194239	-0.0038219569	-0.011140894
ITGB3	0.006782925	0.0076424906	-0.0022565736	-0.024588611
ITGB6	-0.015402606	-0.018192062	0.0048886734	0.0090314754
ITGB8	0.0032833611	-0.015710809	-0.016786365	-0.028588075
ITGBL1	0.025113335	0.045335621	0.0012915543	0.01068267
ITIH4	0.012599992	0.0069524161	0.013291299	0.024349815
ITPKA	-0.004602826	-0.01645299	0.0078653917	-0.07116688
ITPR1	0.023737196	0.00021220824	0.001909196	0.017070422
IVL	0.0084083864	0.0026633925	0.010734797	0.0011965925
JAG1	0.0010559738	0.013400424	-0.040528637	-0.0036702561
JAML	0.018132643	0.036588779	-0.0015375214	0.0036514987
JCHAIN	0.031890142	0.15142505	0.034866282	0.022718112
JPH3	0.025186016	-0.0099755267	0.0053145837	0.0056030719
KATNBL1	0.015942763	-0.0039573983	0.0051346447	0.012931344
KAZN	0.01885966	-0.010808837	-0.020335528	0.0060949019
KCNA3	0.017557243	0.025036902	0.019694536	-0.0032244958
KCNAB2	0.034872319	0.010882981	-0.015290411	-0.013721491
KCNC1	0.026333643	-0.005937762	0.00060299892	0.0043812135
KCNE3	0.0088060913	0.011144328	0.010170246	0.026949287
KCNE4	0.016960065	0.007571795	0.018262784	0.030978717
KCNG1	0.021790162	-0.0026193261	-0.0080046514	0.0020038363
KCNH2	0.011467523	-0.0047390406	0.0081536719	0.021890808
KCNH6	0.019308279	-0.0027413999	0.0105845	0.015281154
KCNJ15	0.0093089471	0.0060938946	0.024850627	0.018368116
KCNJ3	0.025573045	-0.00843482	0.0030280237	0.0048103754
KCNJ8	0.018116755	0.012511794	0.0083552471	0.014921822
KCNMA1	0.024163565	0.011231267	0.012214917	0.0014614662
KCNN4	-0.010067055	0.014933352	-0.0058185133	-0.043125495
KCNQ2	0.031394276	-0.018736628	-0.005174351	-0.0017756474
KCNT1	0.029171512	-0.0072335018	0.0064458313	0.0052320689
KCTD5	-0.0098646969	-0.0017354991	0.0052597297	-0.029709109
KCTD8	0.020776149	-0.00050356992	0.003401405	0.004755668
KDM5D	0.022893618	0.0079749707	0.013813243	0.01841542
KDR	0.011081238	0.019153819	0.03215398	-0.0098922553
KIAA0513	0.028579823	-0.010271928	0.0028648308	-0.0031155603
KIAA1324	0.012436055	-0.011829417	0.040631802	0.04081351
KIAA1549L	0.030376214	-0.01189015	-0.010134783	-0.00058326797
KIF1A	0.043404777	-0.032865312	-0.0018904594	0.0065906335
KIF26B	0.013443987	0.0036595971	0.020581925	0.025073843
KIF3C	0.027231088	-0.025463602	-0.0099654538	-0.01118059
KIF5A	0.048500458	-0.032426718	-0.0052243682	-0.012337448
KIF5C	0.050243767	-0.029906971	-0.0062983158	-0.0032882512
KISS1R	0.0056979911	-0.0036645818	0.020049476	-0.01837714
KIT	0.00808336	-0.0088366384	0.040299261	0.036089338
KITLG	-0.002404827	-0.0077413661	0.016660281	0.0080669292
KLB	0.020465479	0.0055115288	0.0027948734	0.014635253
KLF10	-0.0042004021	0.0090996774	-0.018127958	0.006965958
KLHDC7B	0.014588863	0.015963396	-0.0063747207	0.004327337
KLK10	0.0067265892	-0.009191715	-0.0047604119	0.03410973
KLK11	0.0074259073	-0.012022728	0.043829526	0.049469785
KLK12	0.0068788181	-0.0066524839	0.043834555	0.055908112
KLK13	0.011881696	-0.0030256316	0.017244738	0.035330646
KLK14	0.012007381	0.0058884948	0.028719579	0.034105877
KLK2	0.010981325	0.012587253	-0.013916925	0.014632585
KLK5	0.014589162	0.0080355356	-0.011992712	0.0099727952
KLK6	0.01238365	-0.0074274755	-0.036227979	0.012668736
KLK7	0.020883088	-0.0067316372	-0.0088472857	0.009250324
KLK8	0.0041219953	-0.0064614477	-0.030798848	0.027169708
KRT10	0.013483251	0.0015868959	-0.0056982862	0.0085103974
KRT13	0.013617136	0.0067332071	-0.011231625	0.0028435776
KRT14	0.014370161	-0.0060265057	-0.021541807	0.010669834
KRT15	-0.0088083569	-0.015139862	-0.0054613648	-0.023358311
KRT16	-0.0143079	-0.019011403	-0.030418565	0.00020949823
KRT17	-0.012446996	-0.0041023313	-0.10994099	0.036596188
KRT20	0.019399973	-0.0025563145	0.00098396418	0.017669088
KRT23	0.013486682	-0.0022178433	-0.013350409	0.0064311101
KRT24	0.018104006	-0.0013923251	0.0049948254	0.011451692
KRT5	-0.0012825652	0.0059061463	-0.080662095	0.018115508
KRT6A	-0.015961475	0.00094391421	-0.10267252	0.022408786
KRT81	0.0032601537	-0.0024369403	-0.009008831	0.020183716
KRTAP10-7	0.0084569406	0.016157097	0.015613097	0.013794175
KRTAP12-2	0.0085549597	0.018718033	0.008757836	0.014690841
KRTAP19-5	0.016918764	0.0042654061	0.001020597	0.0062721151
KRTAP9-3	0.016304285	0.0031744014	0.010962762	0.010955774
KRTAP9-6	0.0098452821	0.017033333	0.018613142	0.018486445
KYNU	-0.021961151	-0.0032988622	-0.072496583	0.076384444
L1CAM	0.031383896	-0.011639534	-0.0061075874	-0.015523141
LAMA2	0.029420261	0.029569999	-0.00072742775	0.0093557922
LAMA3	-0.015275099	-0.015076222	-0.0067639146	0.025284706
LAMA4	0.022557443	0.047312566	-0.007888982	0.0080702217
LAMC2	-0.039938372	-0.022698757	-0.038189005	-0.018651559
LAMC3	0.022787404	0.017283998	-0.0014540867	-0.0045072018
LAMP3	-0.0029957249	0.0068992581	0.031203437	-0.02061728
LAMP5	0.028238853	0.0030621985	-0.00082797152	0.0055080045
LANCL1	0.015571847	-0.021980347	-0.026721299	0.0083830025
LBP	0.014042455	0.0059154055	-0.0044019322	0.01294174
LCE2D	-0.0032904814	-0.0038724144	0.0050204078	0.0051386116
LCK	0.017024763	0.033836324	0.0033318784	0.014439302
LCN10	0.015306107	0.0042631566	0.0063562589	0.01364842
LCN15	0.018041988	0.00047482417	0.0036097024	0.0099732172
LCN2	-0.032918867	-0.033273681	4.5554377e-05	0.067996816
LCP1	0.010682787	0.069738278	-0.0043548054	-0.0056883969
LDB2	0.030778381	0.021673412	0.0018721887	0.0048239136
LDB3	0.026048525	0.00068958356	0.0081562392	0.0052491058
LEFTY1	0.014006903	8.8974002e-06	0.012915357	0.013816861
LEPR	0.012837097	0.0073334924	0.021669029	0.014298854
LGALS4	0.010967597	0.001348636	0.0081676489	0.023250421
LGI4	0.030654229	0.00014870504	0.00036707345	-0.0014081633
LGSN	-0.0043084955	-0.01585228	0.011375708	0.058931008
LHX8	0.018577108	-0.0008068782	-0.0046785813	0.012194481
LIFR	0.0043348362	-0.021293838	0.01873456	-0.010468515
LILRB4	0.019606066	0.060258212	-0.0075509334	-0.0013798007
LINGO1	0.032190183	-0.0067785852	0.0050152907	-0.00086864604
LMLN2	0.011104033	0.0010378708	0.016306962	0.019120827
LMO2	0.026873021	0.017069228	-0.0047549146	0.00087329043
LMO3	0.0085983745	-0.03353433	0.073562954	-0.052017898
LOX	0.010759441	0.030074306	-0.0088067785	0.00039543698
LOXL4	0.010075096	0.0022787321	0.0063261635	0.0031466308
LPAR1	0.018114082	-0.0019267434	-0.0096739918	0.037283128
LPCAT1	-0.024987224	-0.018119529	0.071771012	-0.032256547
LPIN2	-0.0092734144	-0.011826436	0.054736425	-0.018385095
LPL	0.019069997	0.016246731	0.036851699	0.024989272
LRFN1	0.017001591	0.0050000431	-0.0083962133	-0.0047103456
LRP11	-0.01085026	-0.02106487	-0.026328613	-0.0048855728
LRP2	0.013824551	0.0011517949	0.023553497	0.017032276
LRP5	-0.02497236	-0.018058104	0.019365943	0.026446246
LRP8	0.0087222417	-0.0091535802	-0.021041156	0.0047403184
LRRC4B	0.033536145	-0.0078698128	-0.00063502438	-0.010259443
LRRC4C	0.029725128	-0.0034518052	0.0037679692	0.0040335185
LRRC7	0.032075761	-0.006768797	-0.0025808037	-0.0011519376
LRRK2	0.0087242792	0.0037532639	0.036688835	0.0045205637
LRRN1	0.015792872	0.0016622797	0.012754949	-0.0039797045
LRRN4	0.0025762539	-0.0089330173	0.043447524	-0.022417791
LRRTM2	0.028153288	-0.0060986904	0.0036088425	0.0069405283
LSAMP	0.039006932	-0.0077590182	-0.0018731544	-0.0024576252
LSP1	0.013283006	0.074576082	-0.0064219543	0.0025664098
LTB	0.014933849	0.050723697	0.013772553	0.015084858
LXN	0.010047538	0.026128868	-0.016400839	0.032506206
LY6D	-0.0062701805	-0.011454817	-0.050256723	0.011989261
LY6H	0.043449051	-0.025373885	-0.0041757272	-0.011478728
LY6K	-0.0069417136	-0.003254288	-0.028693988	-0.019550792
LYNX1	0.029827888	-0.014247909	-0.0031144559	-0.00053922606
LYPD3	-0.0030572941	-0.0012659284	-0.041478638	0.030854256
LYVE1	0.024674324	0.022298688	-0.003518231	0.0095353407
LZTS1	0.027986141	0.01164652	-0.0064129675	-0.00023572268
MACC1	-0.00093561426	-0.014726493	0.023690725	-0.0045370967
MACROD2	0.01946821	-0.0025913304	0.020785222	0.0073587447
MAD1L1	0.0014779176	0.0015111873	0.0075727901	-0.0022085062
MAG	0.038517939	-0.0073758623	-0.0062397042	-0.0031151768
MAGEA1	0.0096725431	8.0601874e-05	-0.0062165395	0.030608016
MAGEB2	0.016149523	0.0087427117	-0.0024816374	0.013747067
MAGED4	0.02629077	-0.0032750282	0.018321894	0.010971165
MAGEE1	0.029225458	-0.0051855419	0.002810288	-0.00017341836
MAGI2	0.025951601	-0.0059803784	-0.0010675804	0.0047393364
MAL	0.03118313	-0.0021178922	0.0011183564	0.0019091822
MAMLD1	0.0090702746	-0.00079339514	0.0056429461	-0.029463618
MAOA	-0.012852596	-0.034048458	0.024268438	0.059555709
MAOB	0.039040974	-0.0060629203	-0.0045471129	0.0047389323
MAP1A	0.049789022	-0.024971245	-0.010818346	-0.0040538851
MAP1B	0.048275619	-0.026224937	-0.028258947	-0.024872329
MAP2	0.038020129	-0.044760713	-0.0066991901	-0.0025713719
MAP6	0.03328906	-0.013723748	0.0099012754	-0.0052965353
MAPK10	0.036533427	-0.015506997	-0.0062325338	-0.0041037988
MAPK4	0.029088624	-0.0023750727	-0.0019356628	0.01049595
MAPK8IP1	0.031009867	-0.017638743	0.0071790203	-0.00033110609
MAPK8IP2	0.026935684	-0.024189323	-0.0047557376	-0.0038333817
MAPRE2	0.036472535	-0.0089717052	0.001428291	0.007799706
MAPRE3	0.02008884	-0.028231763	-0.011955897	-0.011143787
MAPT	0.040588467	-0.028934439	-0.0096800539	-0.011968236
MARCO	0.018952325	0.015000435	0.0075527154	0.0022483155
MARVELD1	-0.0042396447	0.013025092	-0.029908204	0.010416722
MAST1	0.029315795	-0.013223354	-0.0038338276	-0.0077812665
MAST3	0.027014791	-0.0037015425	-0.0038255843	-0.0095885689
MATN2	0.0084933144	-0.0076739782	0.0010729975	0.013528234
MBIP	-0.014514049	-0.016983279	0.052743432	-0.036167173
MBP	0.065102032	-0.049235715	-0.02380819	-0.022954958
MCAM	0.016123195	0.031440726	-0.019822228	-0.017111481
MCM7	-0.024926266	-0.008845331	-0.02834156	-0.010768758
MCOLN3	0.015573148	0.0105834	0.0019856807	0.0027453325
MDFI	-0.0087394496	0.004895961	-0.012620507	0.014643156
MDGA2	0.018143358	-0.008273271	-0.0040731632	0.0066347052
MED29	-0.0040005975	-0.0029682039	-0.0021548122	-0.023239953
MEGF6	-0.0039690203	0.012998498	0.0095053138	-0.0020259696
MEGF9	0.0035261225	-0.022601325	0.0088104044	-0.011790449
MEIS3	0.024731824	-0.002278929	-0.0045483202	-0.0027870252
MELK	-0.0064931018	-0.0035109632	-0.016292234	-0.017900534
MELTF	-0.0050048633	0.001227462	-0.016511103	-0.034963551
MET	-0.037716902	-0.021082812	-0.015775561	-0.044901423
METTL7B	0.00014445107	-0.0055153724	0.0081498955	-0.022020495
MFAP2	0.015508431	0.032981572	0.0039845799	0.0098597574
MFAP4	0.02604541	0.040782266	0.0054250255	0.019820792
MFAP5	0.01818456	0.015769507	-0.00068242097	0.0082085526
MFSD12	-0.0056438711	0.0087863509	-0.019023703	-0.0087392707
MFSD4A	0.014809508	-0.01685563	0.019558368	-0.022366488
MGAT4A	0.01358596	0.0044518346	0.011476726	0.014827625
MGP	0.023981438	0.10194636	0.020397703	0.022176983
MIA	0.015295918	0.0059175935	0.0035282024	0.0054605887
MICALCL	0.01198574	-0.0028051266	0.018240867	0.012653847
MILR1	0.0084258822	0.01757185	-0.0033929912	0.011679086
MISP	-0.017155269	-0.02850095	-0.0058220139	0.027892325
MLC1	0.033760999	-0.0093501307	0.00089034037	0.0053451881
MLLT11	0.03016631	-0.025796313	0.00022162635	-0.0063444609
MME	0.0036458901	0.012217165	-0.022295097	0.019094413
MMP1	0.0026465306	0.023299362	0.0031445021	0.0075261442
MMP12	0.0029608247	0.031775266	-0.0058170091	-0.018412305
MMP13	0.0011778102	-0.0020005238	0.012735157	-0.0066245657
MMP2	0.025096826	0.095136353	0.0081123613	0.01250141
MMP28	0.0090369784	0.004505506	0.013093814	-0.015233463
MMP3	0.018506029	0.011909914	0.0086103534	0.0094331604
MMP7	-0.0027464277	-0.0050927124	-0.0144103	0.02177547
MMP8	0.0055126958	-0.00044563609	-0.00052702211	0.038465976
MMP9	0.010002552	0.058897363	0.00081657999	-0.00029855578
MOBP	0.033725809	-0.017287971	0.006049724	0.0086134231
MOG	0.03193192	-0.0079720765	0.0078549989	0.0053094039
MOXD1	0.024397823	0.023260775	0.009766623	0.0084832555
MPP7	-0.010200561	-0.017904487	0.035897614	-0.0046265608
MRAS	0.022592883	-0.0025152441	0.00196082	-0.0052515412
MRC1	0.019048225	0.056437443	0.0077409826	-0.024761264
MROH2A	0.015899072	0.0034098525	0.013603304	0.023173841
MROH6	-0.0069926352	-0.0078256676	-0.0066589868	-0.0056444175
MS4A1	0.02188587	0.01372571	9.3205541e-06	0.010528087
MS4A15	0.015117187	0.00058199176	0.02025372	0.0067164533
MS4A4A	0.021700409	0.035749432	-0.0050782901	-0.0017966418
MS4A7	0.024187625	0.03631251	-0.0043693947	0.0085489848
MSC	0.018800651	0.02062112	0.0085972841	0.010312879
MSLN	-0.020078901	-0.014929464	0.012297442	0.07308097
MSMB	0.012060167	-0.016275145	0.028679829	0.058211436
MSR1	0.019856364	0.051159112	-0.012063695	-0.0074163895
MSRB1	-0.016179322	-0.012579499	-0.015055197	0.0025418123
MST1R	-0.018385485	-0.014218921	-0.0053598268	-0.0087736407
MT1A	0.0066237866	0.0085754646	-0.016280753	-0.031539034
MT1E	0.0034041321	0.0083369784	0.00037407533	-0.10451352
MT1F	0.0062584448	0.00023815683	-0.01204907	-0.015978523
MT1G	0.012044858	0.0088652151	-0.0052624117	-0.0060047165
MT1HL1	0.0026558195	0.0068950877	0.0028947521	-0.030689243
MT1M	0.004317869	0.011131628	-0.021320079	-0.042000345
MT1X	0.0021156561	0.0086725807	-0.04742348	-0.043288645
MT2A	-0.0015145454	0.03920832	-0.04525832	-0.079003618
MT3	0.064117928	-0.039506935	-0.011346408	-0.019953314
MTARC1	0.0039142325	-0.0097670533	0.010136166	0.029697818
MTMR7	0.021996323	-0.0062885152	0.0083746591	0.011215725
MTRNR2L1	-0.0061310032	-0.027809133	0.011637965	0.01038132
MTRNR2L10	0.0059381311	-0.00011830882	0.016673223	0.017489916
MTRR	-0.0093340608	-0.0047495433	0.0081504311	-0.0019235312
MTSS1	0.0084916764	0.00027186628	0.00076706883	0.0027479761
MTURN	0.034755037	-0.035059934	0.01308657	-0.0072474465
MUC12	0.01430421	0.0068454799	0.0038775911	0.013367441
MUC13	-0.0036212386	-0.020882666	0.00089886728	0.080004909
MUC16	-0.0098697901	-0.0041591537	-0.025846038	-0.00028959114
MUC2	0.01703392	0.0062013205	0.00074600356	0.014251658
MUC20	-0.018406854	-0.0055158451	-0.0024592509	0.029758174
MUC21	-0.002433927	-0.0065565565	0.031376081	-0.024734358
MUC3A	0.0064395412	0.0039964663	0.017017257	0.02334461
MUC4	-0.016789511	-0.020185409	0.042968648	0.025039395
MUC5B	-0.01514883	-0.024182375	0.039096751	0.094671222
MX1	-0.0045801618	0.014099141	0.020554606	-0.023785754
MX2	-0.00095235775	0.0042012456	0.030320424	0.00025651514
MXRA5	0.018014587	0.057524978	-0.014848674	0.0092091924
MYB	0.012729671	0.0062724036	-0.0028148021	0.0043812002
MYBL2	-0.021403648	-0.004207085	-0.029718631	-0.026768827
MYBPC1	0.016188803	-0.0044656376	0.0022673571	0.013416702
MYBPH	0.0061270728	0.01230662	0.018430986	-0.048962854
MYEOV	-0.0019583671	-0.0083897854	-0.015424793	0.0033393101
MYO1F	0.017696321	0.039942974	0.0037429365	0.011902992
MYO6	-0.021977303	-0.019098282	0.036404145	-0.028933398
MYOD1	0.016255845	0.0037099018	0.0084316028	0.017626125
MYT1	0.016917453	-0.00090183736	0.018053087	0.015952467
MYT1L	0.034144716	-0.012138981	0.001019469	-0.00075043698
MZB1	0.033080005	0.097409954	0.0086262051	0.024307451
NAALADL2	-0.0056919391	-0.014607758	0.0087859495	0.02194631
NACAD	0.03138972	-0.011582888	0.0062424972	0.00073219169
NALCN	0.03443457	-0.0026245894	0.0028648318	0.0064025551
NAMPT	-0.045515833	-0.012862608	-0.057464913	0.016303798
NAP1L2	0.033658407	-0.0094427699	-0.0013894917	0.00090244537
NAP1L3	0.037127926	-0.011998175	-0.0029507968	-0.0054767537
NAP1L5	0.030969233	-0.003517101	-0.0010940961	0.00023313303
NAPB	0.030439806	-0.02734456	-0.0034979968	-0.0041947084
NAV3	0.027607739	-0.0017797929	0.0020474054	0.0028742596
NAXE	-0.023564978	-0.032033708	-0.0033834319	0.0026377632
NBEA	0.024097228	-0.012055934	0.0088121602	-0.00092742065
NCAM1	0.041767975	-0.022031318	-0.0032011903	-0.0032668747
NCAM2	0.041086738	-0.011444849	-0.0042967861	-0.007377548
NCAN	0.030450021	-0.0089892653	-0.00013802971	0.0028872864
NCCRP1	0.0067668361	0.0049727716	-0.02565225	0.0076239522
NCDN	0.028288253	-0.020360316	-0.008776602	-0.0075714673
NCF1	0.014310625	0.056130727	0.0059509022	0.011782401
NCS1	0.038806765	-0.021845102	-0.011314705	-0.022215703
NDFIP2	0.0094463224	-0.022027533	-0.024127815	0.001351178
NDN	0.027265136	0.001607999	0.0075507679	0.00038768222
NDNF	-0.0064858664	-0.0066416941	0.052042932	-0.01421122
NDRG1	-0.031633393	-0.018495526	-0.031204328	-0.014878929
NDRG2	0.048480175	-0.020976576	-0.022200223	-0.015482766
NDRG4	0.033811965	-0.021631608	-0.00339868	-0.0066806043
NDUFA4L2	0.018031394	0.025719991	-0.023343984	0.01916279
NEB	0.012681576	0.00049838132	0.0040879256	0.019008803
NECAB1	0.036408145	-0.015694048	-0.0028204747	-0.0025178819
NECTIN1	0.0045614856	-0.015386073	-0.026240751	-0.008326332
NEFH	0.019509711	-0.0073578643	-0.010174414	-0.0013606511
NEFL	0.039136844	-0.030098384	-0.0097145142	-0.0028009589
NEFM	0.034623155	-0.017629657	-0.0037926422	0.0008863035
NEIL1	0.016319022	0.00062800548	0.012234381	0.01255885
NELL2	0.043140926	-0.0051474997	-0.0084984841	-0.0097535555
NET1	-0.032134889	-0.024650739	0.0029231967	-0.035691267
NETO1	0.031785831	-0.0053819397	0.0024208536	-0.0047623259
NEURL1	0.027643965	-0.016500728	0.00080501621	0.003661692
NEURL1B	0.0049368817	-0.0021874676	0.015451325	-0.0065951266
NEUROD2	0.02881627	-0.010611416	0.0012618945	0.0049927697
NFIL3	0.0052898068	0.0085761608	-0.008575104	0.0010959168
NFYB	0.0040585728	0.00068740051	0.0018322817	0.0035602495
NGEF	0.022684476	-0.015028048	9.0530605e-05	-0.015224098
NGFR	0.014862666	0.010069243	-0.015383555	0.010263512
NIBAN3	0.018689845	0.010817764	0.0044860488	0.012391572
NID1	0.014990155	0.03865595	0.015764903	-0.0014993432
NIPSNAP3A	0.016259792	0.00082828603	0.0071600632	0.0083573055
NKAIN2	0.03148115	-0.011467825	-0.0027411315	0.0037328319
NKX1-1	-0.002794991	0.013821074	0.017719669	0.036699913
NKX1-2	0.019805792	-0.0050103246	0.0037502089	0.015884737
NKX2-2	0.019678786	0.003352895	0.010050028	0.010075286
NKX6-3	0.01446323	0.00039221381	0.0076513135	0.01294791
NLRC3	0.017107686	0.024665498	0.0059618464	0.015522708
NMB	0.00071460843	-0.0088812692	-0.030497597	0.024865754
NMU	-0.0071242505	-0.0090626046	0.029037226	-0.025206545
NNAT	0.026155386	-0.014267322	0.016582155	0.014392458
NNMT	-0.013072	0.046771695	0.0080939955	0.10185424
NOD2	0.012498627	0.017390305	0.0074142638	0.0076418833
NOS3	0.0085654825	-0.001482374	0.022979694	0.026811774
NOTCH4	0.022181158	0.025103289	0.0088132614	0.0067163513
NOTUM	0.0097114444	0.0057929222	0.015405574	0.01490454
NOVA1	0.023383367	-0.0092920691	0.0011175037	-0.0014536853
NPAS3	0.018092847	-0.0039899927	0.024967121	0.016735029
NPBWR1	0.016815992	0.0041115273	0.0091637437	0.014274422
NPIPB2	0.013979242	0.0060489457	0.018227276	0.013314402
NPM2	0.017014788	-0.0057718867	0.010839545	0.0082108709
NPNT	-0.0051891588	-0.0073538872	0.020784754	0.011531571
NPTX1	0.038701973	-0.035586833	0.010483311	-0.013645259
NPTX2	0.029086704	-0.0085178066	-0.011918105	0.00070532769
NPTXR	0.037661994	-0.023730292	-0.015980667	-0.011262333
NPY	0.030149898	-0.019847302	-0.0022222084	-0.0063567769
NPY1R	0.017025825	-0.0054087776	-0.021985044	0.018519496
NQO1	-0.028958272	-0.049311059	-0.029075538	0.050910934
NR0B2	0.014710832	0.0058713224	0.0088905925	0.017130497
NR4A1	-0.0019068408	0.0083827397	0.024884776	0.042051349
NR4A2	0.006107111	-0.00090540796	0.0056558947	0.017759368
NR4A3	0.023070547	0.016391706	0.00089290417	0.0058562789
NRARP	0.0064499839	0.0074149165	-0.021735304	0.026957356
NRBP2	0.00078353559	-0.022707406	0.0069535814	0.018977874
NRCAM	0.039141469	-0.024865302	-0.030280734	0.0022763116
NRGN	0.052030853	-0.03961481	0.018810428	-0.043136535
NRK	0.0075122097	0.0030998274	0.015367179	-0.028646764
NRN1	0.032016597	-0.011462263	-0.0021125415	-0.0088644476
NRXN1	0.035901709	-0.01810216	-0.004304318	-0.00076577292
NRXN2	0.040439638	-0.017279105	-0.0046218855	-0.0064791579
NRXN3	0.030386107	-0.011994934	0.012172712	0.0067177035
NSF	0.0097834767	-0.033439562	-0.0068493037	-0.016689888
NSG1	0.029022661	-0.0038592809	0.0020723704	-0.0021845979
NSG2	0.041508378	-0.029042518	-0.0062252945	-0.0074931317
NSUN6	0.010694688	-0.0021847683	0.0087873877	0.0024977248
NT5DC3	0.0084508468	-0.023100303	0.0048117407	-0.021783188
NT5E	-0.0085042446	0.0041597813	0.0087918932	-0.035903157
NT5M	0.015744463	-0.0052449858	0.0094641055	0.0070573544
NTM	0.031617287	0.0049399966	0.0024207376	-0.0041926377
NTNG2	0.026039681	-0.0032279652	0.0092958011	0.007471198
NTRK2	0.056344112	-0.025702406	-0.020099406	-0.01518011
NTS	0.0054714284	-0.016962273	-0.02627364	0.053743969
NUP62CL	0.0071814527	0.00071772459	-0.0014883307	0.0069741137
NUPR1	0.0084619199	0.035701313	0.015247482	0.011972821
NUPR2	0.012441061	0.00661143	0.0047580148	0.010330207
OBP2A	0.0072359661	-0.0025820564	0.013404443	0.017364
OBP2B	0.016198289	0.0024170614	0.023765629	0.020236809
OBSL1	-0.0066645466	-0.013111569	0.026117389	0.028399524
ODC1	-0.025020919	-0.016873998	0.026614307	0.031096511
ODF4	0.017328824	-0.0010250144	0.011534298	0.011956587
OGDHL	0.021724655	-0.0089354999	0.0018072914	0.0026719282
