gene	var_patient	var_site	var_compartment	var_dsp_run	var_residual	highly_variable	converged	method	mean_log2	detected_in_n_aoi
IRF2BP2	0.047432807	0.040571634	0.41899374	0.096852966	0.39614885	False	True	lbfgs	7.5820761	106
IRF2BPL	0.18101164	0.00051951246	0.043638239	0.23329405	0.54153656	False	True	lbfgs	6.6338697	81
IRF3	0.070208585	6.0595256e-09	0.3758718	0.16967345	0.38424616	False	True	powell	6.7937984	92
IRF4	0.050680432	0.4732319	0.23745134	0.039901345	0.19873499	False	True	lbfgs	5.9375181	27
IRF5	0.18901629	5.0999573e-11	0.30710698	5.086329e-11	0.50387673	False	True	powell	5.4332535	15
IRF6	0.41556813	3.9272012e-11	0.22446876	3.6779704e-11	0.35996312	True	True	powell	6.1270278	45
IRF7	0.22523042	0.092685274	0.24567061	0.00085622212	0.43555748	False	True	lbfgs	6.7807755	90
IRF8	0.029698807	0.076047487	0.54334136	0.025120438	0.3257919	True	True	lbfgs	6.0195608	36
IRF9	0.062508976	0.10666689	0.28549793	0.018296914	0.52702929	False	True	lbfgs	7.2813633	109
IRGC	0.014308997	0.0031356544	0.14245875	0.23713518	0.60296142	False	True	lbfgs	5.5401364	4
IRGM	0.088759093	0.18428043	0.14714021	0.13172312	0.44809714	False	True	lbfgs	5.5153577	3
IRGQ	0.19470749	0.00083975802	0.037292754	0.34232782	0.42483218	False	True	powell	6.1231297	48
IRS1	0.21742775	1.5800545e-07	0.037513675	0.0024279144	0.7426305	False	True	powell	5.6988411	16
IRS2	0.35016058	0.018461648	6.3454016e-11	6.3428615e-11	0.63137777	False	True	powell	6.6590578	78
IRS4	0.142465	0.0039733052	0.25281444	0.068942483	0.53180478	False	True	lbfgs	4.5738284	0
IRX1	0.14661841	0.00083898322	0.16878377	0.18050227	0.50325657	True	True	lbfgs	5.3045089	4
IRX2	0.44688663	0.0047233386	5.5603548e-11	0.010486664	0.53790337	True	True	powell	6.0793368	36
IRX3	0.15811315	5.9916722e-11	0.26688545	5.7558731e-11	0.5750014	False	True	powell	6.7404693	69
IRX4	0.23098773	0.018286787	0.092934199	0.20004791	0.45774338	False	True	lbfgs	4.9897678	1
IRX5	0.3306508	5.6497488e-11	0.083524802	0.049004081	0.53682032	False	True	powell	5.7778588	28
IRX6	0.11941204	0.0032049877	0.17318713	0.19559875	0.50859709	False	True	powell	5.2439342	4
ISCA1	0.022472102	0.1349697	0.28568818	5.7045729e-11	0.55687001	False	True	powell	5.9534989	31
ISCA2	0.26497665	6.11714e-11	0.074702026	0.049492332	0.61082899	False	True	powell	6.3139186	66
ISCU	0.37121213	0.033179841	0.055635707	5.4395991e-11	0.53997232	False	True	powell	7.3229634	112
ISG15	0.47711022	0.065786117	4.226919e-11	0.052920659	0.404183	True	True	powell	7.2068927	103
ISG20	0.089928412	3.9348883e-11	0.51890113	3.9155389e-11	0.39117046	False	True	powell	6.5641385	76
ISG20L2	0.18814525	0.051218874	0.1429623	0.061849672	0.5558239	False	True	lbfgs	6.313742	67
ISL1	0.017738298	4.4086346e-09	0.32819897	0.23322601	0.42083672	False	True	powell	5.1686627	1
ISL2	8.8563622e-05	0.0003863435	0.35926971	0.19461754	0.44563784	False	True	lbfgs	5.6387163	9
ISLR	5.503307e-11	4.2744681e-10	0.62920027	0.01478594	0.35601379	True	True	powell	6.0318804	35
ISLR2	0.10017987	0.0022962608	0.45753767	0.14961045	0.29037575	False	True	lbfgs	5.6845182	10
ISM1	0.1449931	1.6435767e-08	0.15536126	0.1193486	0.58029702	False	True	powell	5.8584058	22
ISM2	0.17082946	0.0048272013	0.19669549	0.12916492	0.49848294	False	True	powell	5.0267568	0
ISOC1	0.4372102	6.2363404e-11	5.6324438e-11	5.6345425e-11	0.56278979	False	True	powell	6.4923973	90
ISOC2	0.11427504	0.045835634	0.07361243	0.22604132	0.54023558	False	True	lbfgs	6.6924744	90
IST1	0.059972177	0.018787702	0.20986566	0.043279788	0.66809468	False	True	powell	6.8401537	96
ISX	0.075676867	0.094317755	0.16399565	0.16722189	0.49878783	False	True	lbfgs	5.1342853	1
ISY1	0.20649609	6.6223148e-11	0.12274394	0.010302974	0.66045701	False	True	powell	6.4557958	78
ISYNA1	0.025374347	0.0077022561	0.045648005	0.2272545	0.69402089	False	True	lbfgs	6.149957	55
ITCH	0.13668851	0.0057750799	0.19296634	0.35544191	0.30912816	False	True	lbfgs	7.3445597	110
ITFG1	0.071736077	0.0049825903	0.61072575	0.005723033	0.30683255	False	True	powell	7.2487035	117
ITFG2	0.060041979	5.4838398e-11	0.39678733	0.026925508	0.51624518	False	True	powell	6.3829269	82
ITGA1	0.15453853	5.244044e-11	0.31675977	0.010117265	0.51858444	False	True	powell	5.9316919	33
ITGA10	0.058189269	0.07290446	0.28568885	0.013092249	0.57012518	False	True	lbfgs	5.8667967	21
ITGA11	4.7790288e-11	3.1085755e-10	0.52094406	0.0086671271	0.47038881	True	True	powell	5.6885056	17
ITGA2	0.3139902	0.070954088	0.10890916	0.045365606	0.46078095	True	True	lbfgs	6.5366368	60
ITGA2B	0.21799106	5.7552273e-11	0.12450199	0.097991514	0.55951544	False	True	powell	5.6453861	8
ITGA3	0.18544521	0.00015954567	0.49508337	0.15643992	0.16287195	False	True	lbfgs	7.8154148	90
ITGA4	0.042942868	0.052422864	0.7439966	0.00034653363	0.16029114	True	True	lbfgs	6.2477422	53
ITGA5	0.23398837	0.02740355	0.37070714	0.044755229	0.32314571	False	True	lbfgs	6.5460093	66
ITGA6	0.47491805	6.1593613e-11	0.058798194	4.7001367e-11	0.46628375	True	True	powell	6.5205038	64
ITGA7	0.081912532	0.012430644	0.50583339	4.7656337e-10	0.39982343	True	True	powell	5.6376044	18
ITGA8	0.02393105	2.6090087e-05	0.47551364	0.089534027	0.41099519	False	True	powell	5.4052912	4
ITGA9	0.37919371	5.5306937e-11	0.09946464	5.311244e-11	0.52134165	False	True	powell	5.6065725	15
ITGAD	0.00036079094	0.0074578822	0.23691679	0.16333742	0.59192712	False	True	lbfgs	5.3865236	0
ITGAE	0.0052646768	0.11826587	0.29625449	0.043371136	0.53684383	False	True	lbfgs	5.7027861	10
ITGAL	0.056177266	0.057682259	0.6088896	0.034861238	0.24238964	False	True	lbfgs	5.7673024	29
ITGAM	0.069876677	0.0026429945	0.4669526	0.10095543	0.35957229	False	True	lbfgs	6.1708917	48
ITGAV	0.26338504	0.17460272	0.012650003	0.036204521	0.51315772	False	True	lbfgs	7.2979617	109
ITGAX	0.010210896	0.15564558	0.43277015	5.7062188e-10	0.40137337	False	True	powell	6.8122978	103
ITGB1	0.1122622	2.9326248e-10	0.4575528	0.18333836	0.24684663	False	True	powell	8.8757813	111
ITGB1BP1	0.31139091	0.031523094	0.0049823399	0.10859776	0.5435059	False	True	lbfgs	6.6541014	94
ITGB1BP2	0.11273006	7.2975377e-11	0.22405867	0.011901399	0.65130988	False	True	powell	5.5248753	2
ITGB2	0.08010895	0.051572567	0.56246451	5.0460529e-11	0.30585398	False	True	powell	6.8164745	78
ITGB3	0.23765265	0.0080971607	0.025661056	7.9999929e-11	0.72858914	True	True	powell	5.5835467	17
ITGB3BP	0.043869434	0.014944879	0.26196787	0.044947514	0.6342703	False	True	lbfgs	5.8909754	31
ITGB4	0.27715264	0.018250964	0.13880582	0.13164078	0.43414979	False	True	lbfgs	7.3004151	89
ITGB5	0.18016629	4.7084627e-11	0.28199595	0.10366174	0.43417602	False	True	powell	6.5496647	77
ITGB6	0.23443742	0.0048501352	0.16964793	6.0336893e-11	0.59106451	True	True	powell	6.0512465	42
ITGB7	0.10998564	0.03470298	0.36523787	0.075949397	0.41412411	False	True	lbfgs	5.7282722	18
ITGB8	0.34449318	6.3417649e-11	0.06255415	6.0214655e-11	0.59295267	True	True	powell	5.8626444	32
ITGBL1	0.00067731645	0.00071304624	0.6283516	0.094531375	0.27572666	True	True	lbfgs	5.5787813	18
ITIH1	0.20941511	0.0029217876	0.14437486	0.18620741	0.45708083	False	True	lbfgs	5.5491724	3
ITIH2	0.056458587	0.0092899155	0.44072148	0.20662044	0.28690958	False	True	powell	5.4237534	7
ITIH3	0.2048717	4.2986915e-11	0.34589113	0.045976987	0.40326018	False	True	powell	5.362658	1
ITIH4	0.26535463	0.029254299	0.12987678	0.12134471	0.45416958	True	True	lbfgs	5.8366689	28
ITIH5	0.23891398	0.0062947244	0.12733457	0.15938428	0.46807244	False	True	lbfgs	4.9142066	4
ITIH6	0.00016418698	0.0015252142	0.21829638	0.16841944	0.61159478	False	True	lbfgs	5.5142161	3
ITK	0.054227335	0.024845569	0.44243252	0.056436786	0.42205779	False	True	lbfgs	5.6534537	17
ITLN1	0.063150051	0.0094717679	0.18328524	0.1754506	0.56864233	False	True	lbfgs	5.6491563	7
ITLN2	0.30750447	4.2327719e-11	0.20164663	0.070487528	0.42036137	False	True	powell	5.7641598	15
ITM2A	0.043557008	0.00077280852	0.58190808	0.081722118	0.29203999	False	True	lbfgs	5.8766839	30
ITM2B	0.25419067	0.0061582588	0.050242868	6.9165895e-11	0.6894082	False	True	powell	9.2496769	120
ITM2C	0.13317483	0.00061379059	0.5646455	4.375434e-09	0.30156587	False	True	powell	7.5519709	109
ITPA	0.23890801	0.010996996	0.24958218	0.064726447	0.43578636	False	True	lbfgs	6.9216338	100
ITPK1	0.093570608	0.0090264158	0.53664303	0.027877613	0.33288233	False	True	powell	6.602099	89
ITPKA	0.39236113	8.5189285e-10	1.6124449e-10	1.4136501e-10	0.60763887	True	True	powell	6.0103069	35
ITPKB	0.15693801	0.021049737	0.3106349	0.0030999934	0.50827736	False	True	lbfgs	6.5200768	80
ITPKC	0.30335053	6.3819749e-11	0.079966599	6.3395091e-11	0.61668287	False	True	powell	6.8731221	108
ITPR1	0.10118013	0.010436245	0.15394419	0.33048489	0.40395455	True	True	lbfgs	5.6920637	12
ITPR2	0.22359236	0.011089394	0.2689005	0.0030387829	0.49337897	False	True	powell	6.5981414	85
ITPR3	0.11681944	0.0065574615	0.62951653	0.00054592465	0.24656064	False	True	lbfgs	6.9744501	89
ITPRID1	0.0002668797	0.0029525648	0.13145525	0.25208349	0.61324182	False	True	lbfgs	4.7441604	0
ITPRID2	0.14912768	0.041325653	0.22797613	0.031985837	0.5495847	False	True	lbfgs	7.5008473	116
ITPRIP	0.14869865	0.00459072	0.41296203	0.050274637	0.38347397	False	True	lbfgs	5.4848649	8
ITPRIPL1	0.036808939	8.4006575e-10	0.27089397	0.19719757	0.49509952	False	True	powell	5.6302569	6
ITPRIPL2	0.1499712	0.0029115457	0.41350909	0.043398205	0.39020996	False	True	lbfgs	6.5120879	76
ITSN1	0.082267347	0.0081539202	0.37807255	0.019656579	0.51184961	False	True	lbfgs	6.1603456	54
ITSN2	0.27905152	0.00011220193	0.047705046	0.15760385	0.51552738	False	True	lbfgs	6.0993946	48
IVD	0.34232195	0.0053302496	0.024497018	0.065889757	0.56196103	False	True	lbfgs	6.2186592	58
IVL	0.13146979	0.039360804	0.10214343	0.090578212	0.63644776	True	True	lbfgs	5.4408287	9
IVNS1ABP	0.12996658	0.041840597	0.25454115	0.066607059	0.50704462	False	True	lbfgs	6.9529039	98
IWS1	0.29450477	6.1030504e-11	0.13931348	5.703527e-11	0.56618175	False	True	powell	6.2476043	59
IYD	0.19667342	5.1074813e-11	0.14870435	0.14788846	0.50673376	False	True	powell	5.4253495	6
IZUMO1	0.094772987	0.00050859622	0.28519162	0.27940921	0.34011758	False	True	lbfgs	5.6387494	3
IZUMO1R	0.13162102	0.00011070098	0.22814439	0.26933307	0.37079081	False	True	lbfgs	5.8499887	15
IZUMO2	0.028194301	0.01086409	0.16667309	0.11651743	0.67775108	False	True	lbfgs	5.7740842	13
IZUMO3	7.3148828e-11	0.054939145	0.22006603	0.059581794	0.66541303	False	True	powell	5.3197558	2
IZUMO4	0.30769632	0.030183665	0.074660172	0.016491376	0.57096847	False	True	lbfgs	5.8310402	20
JADE1	0.21807999	7.1038748e-11	0.096421202	6.8685007e-11	0.68549881	False	True	powell	6.7652077	112
JADE2	0.099550499	0.058576626	0.056162261	8.0344462e-11	0.78571061	False	True	powell	6.1079477	54
JADE3	0.075425162	7.6354597e-11	0.15087323	0.013509821	0.76019178	False	True	powell	5.2605829	0
JAG1	0.062926149	1.0517427e-10	0.01994282	1.0088688e-10	0.91713103	True	True	powell	6.6718729	77
JAG2	0.47598315	0.0033523017	0.023439859	0.12360875	0.37361594	False	True	lbfgs	6.5528847	76
JAGN1	0.11972197	1.9769865e-09	0.0069222527	0.13473625	0.73861952	False	True	powell	6.3419531	68
JAK1	0.080016962	0.055401215	0.11696552	0.11499981	0.6326165	False	True	lbfgs	6.8080415	99
JAK2	0.14436512	0.039402265	0.37165759	0.048939324	0.39563571	False	True	lbfgs	5.4795831	5
JAK3	0.090244909	0.061343169	0.5417384	4.8583338e-11	0.30667352	False	True	powell	6.4242164	69
JAKMIP1	0.11420368	2.5576157e-11	0.60304454	0.033824329	0.24892746	False	True	powell	5.2658172	6
JAKMIP2	0.051720109	0.0063948728	0.35042199	0.15782422	0.43363881	False	True	powell	5.0067556	1
JAKMIP3	0.21842092	0.01619	0.3581406	0.024586322	0.38266215	False	True	lbfgs	5.3320835	4
JAM2	0.0040334921	0.0013303272	0.67941537	0.098767529	0.21645328	False	True	lbfgs	5.8826174	22
JAM3	0.11129187	0.0017463153	0.45702565	0.10276232	0.32717385	False	True	lbfgs	6.1005696	40
JAML	0.056387429	0.072658892	0.55619018	0.011168172	0.30359533	True	True	lbfgs	5.747246	22
JARID2	0.12170665	5.4948346e-11	0.23424906	0.11386685	0.53017744	False	True	powell	6.6690344	97
JAZF1	0.1041718	0.0033071401	0.19029719	0.20814766	0.49407622	False	True	lbfgs	6.0247391	39
JCAD	0.13921395	0.028667355	0.33052485	0.0010412656	0.50055257	False	True	lbfgs	5.9544404	31
JCHAIN	0.094675704	0.08690773	0.6051486	0.0064596958	0.20680827	True	True	lbfgs	7.2085494	59
JDP2	0.12712803	0.0090403031	0.1637644	0.13714297	0.5629243	False	True	lbfgs	5.8418258	26
JHY	0.10194187	0.11455109	0.18245458	0.020836958	0.5802155	False	True	lbfgs	4.9388513	0
JKAMP	0.11764992	6.8059382e-11	0.12953912	0.092203907	0.66060705	False	True	powell	6.398449	74
JMJD1C	0.17520313	0.00051179997	0.060107563	0.173355	0.5908225	False	True	lbfgs	6.7030909	91
JMJD4	0.15079609	0.041156437	0.14251326	0.007986515	0.6575477	False	True	lbfgs	5.9560242	41
JMJD6	0.23655659	0.0033694277	0.11565504	0.243717	0.40070194	False	True	lbfgs	6.5524701	87
JMJD7	0.10270211	2.0511351e-10	0.20943378	2.4442923e-10	0.68786411	False	True	powell	6.1358799	51
JMJD8	9.5892626e-10	6.2270827e-10	0.16040874	0.13121694	0.70837433	False	True	powell	6.5726865	77
JMY	0.17742482	8.3271232e-11	0.036772975	9.0367188e-11	0.7858022	False	True	powell	6.4775403	81
JOSD1	0.24227594	0.042653593	0.012122458	0.042390471	0.66055754	False	True	lbfgs	6.3231487	65
JOSD2	0.11699798	6.4723728e-11	0.26891087	8.2667453e-11	0.61409115	False	True	powell	7.9651489	118
JPH1	0.12047798	0.024307267	5.760839e-11	0.27937898	0.57583577	False	True	powell	5.814996	22
JPH2	0.063361346	4.8973564e-11	0.23674405	0.21853663	0.48135798	False	True	powell	5.6138566	9
JPH3	0.051574795	0.024841117	0.50331957	0.09073788	0.32952664	True	True	lbfgs	5.8652002	25
JPH4	0.044066074	2.3066935e-11	0.73482321	2.3909342e-11	0.22111072	False	True	powell	6.0416655	41
JPT1	0.21828789	0.016395306	0.34108966	0.16368328	0.26054387	False	True	lbfgs	7.4523705	99
JPT2	0.12855786	0.010485632	0.53123637	0.098308553	0.23141158	False	True	lbfgs	7.0584412	92
JRK	0.063305741	0.33968889	0.055809371	0.062665448	0.47853055	False	True	lbfgs	5.6702831	14
JRKL	0.045978994	1.3700904e-05	0.034809962	0.31033649	0.60886085	False	True	lbfgs	5.7858117	21
JSRP1	0.072766829	5.5588983e-09	0.29616275	0.20849469	0.42257572	False	True	powell	5.9587424	32
JTB	0.15625545	0.00086322692	0.40737491	0.12668487	0.30882155	False	True	lbfgs	7.9106004	113
JUN	0.32897863	0.00073530575	6.7329352e-11	0.029056579	0.64122949	False	True	powell	7.1482414	106
JUNB	0.23426779	0.03526062	0.31897277	0.06727742	0.3442214	False	True	lbfgs	8.1672662	114
JUND	0.28529913	7.1144713e-11	0.013769645	7.3142296e-11	0.70093122	False	True	powell	7.6198601	116
JUP	0.12289058	0.0091084361	0.64629915	0.011332453	0.21036938	False	True	lbfgs	7.4376408	93
KAAG1	4.7112246e-11	0.011848796	0.23234477	0.3029518	0.45285464	False	True	powell	5.1764994	0
KALRN	0.076232051	4.797402e-11	0.38021837	0.10639103	0.43715856	False	True	powell	5.8580346	22
KANK1	0.24741221	0.015788642	0.019137314	0.12773757	0.58992427	False	True	lbfgs	6.135476	48
KANK2	0.076326138	0.026216569	0.37858844	0.035215274	0.48365358	False	True	lbfgs	6.1389344	48
KANK3	0.041452705	0.00043578561	0.63606325	0.095535117	0.22651315	False	True	lbfgs	8.2824367	119
KANK4	0.054636126	0.0291736	0.1973053	0.39516206	0.32372291	False	True	lbfgs	5.4669976	3
KANSL1	0.16631803	0.02840077	0.13643598	0.074603248	0.59424198	False	True	lbfgs	6.7786587	96
KANSL1L	0.22281545	0.035988939	6.2916806e-11	0.11202757	0.62916805	False	True	powell	5.9848164	33
KANSL2	0.086979424	0.052402458	0.0076542491	8.5317267e-11	0.85296387	False	True	powell	6.3251106	72
KANSL3	0.093570579	9.0669324e-11	9.0719798e-11	9.6171946e-11	0.90642942	False	True	powell	6.0943389	47
KARS1	0.0063722313	1.5455288e-09	0.29822728	0.18864927	0.50675122	False	True	powell	6.5505325	77
KAT14	0.14564065	0.010029376	0.11801539	0.26681333	0.45950125	False	True	lbfgs	5.9385676	27
KAT2A	0.3594635	6.0034333e-11	0.063513289	2.389122e-09	0.5770232	False	True	powell	6.5084791	82
KAT2B	0.12861449	0.052544357	0.39177516	0.11067375	0.31639225	False	True	lbfgs	6.0526751	51
KAT5	0.16108153	0.059778042	0.014813696	0.063030781	0.70129595	False	True	lbfgs	6.4239796	76
KAT6A	0.26286959	5.5905124e-11	0.17904119	5.5942165e-11	0.55808922	False	True	powell	6.3464154	72
KAT6B	0.22273916	0.006259642	0.074101609	0.023042554	0.67385703	False	True	lbfgs	6.0608718	42
KAT7	0.11809164	7.0904676e-11	0.12352072	0.063661287	0.69472635	False	True	powell	7.0282285	110
KAT8	0.28314402	6.8659306e-11	0.051784033	6.6567004e-11	0.66507195	False	True	powell	6.0483093	45
KATNA1	0.031296057	7.0013531e-11	0.21635621	0.065863045	0.68648468	False	True	powell	6.0222232	43
KATNAL1	0.16946125	0.028646747	0.27939574	0.062378737	0.46011752	False	True	lbfgs	5.6587929	12
KATNAL2	0.052219733	0.015687306	0.35119285	0.19977911	0.38112099	False	True	lbfgs	5.4049204	1
KATNB1	0.069475873	0.015648876	0.020719688	0.13085688	0.76329868	False	True	powell	6.1106692	50
KATNBL1	0.26947057	0.16194691	0.073295272	0.085865719	0.40942153	True	True	lbfgs	5.5324297	8
KAZALD1	0.17338506	0.029498865	0.18023379	0.16453031	0.45235198	False	True	lbfgs	5.5454405	6
KAZN	0.18360687	6.5605431e-11	0.41464419	0.065427403	0.33632154	True	True	powell	5.7680889	23
KBTBD11	0.175631	0.0045676716	0.45432235	0.067470986	0.29800799	False	True	lbfgs	5.8377535	16
KBTBD12	0.079725686	0.019475056	0.03467994	0.12085284	0.74526648	False	True	lbfgs	5.6959732	13
KBTBD13	0.15021771	0.007748695	0.15304799	0.16830622	0.52067938	False	True	lbfgs	5.1196187	0
KBTBD2	0.21450022	0.017213869	0.26785664	5.6065855e-10	0.50042927	False	True	powell	6.7394879	94
KBTBD3	0.11057187	0.0020194474	0.30115078	0.17148315	0.41477475	False	True	lbfgs	5.4408211	1
KBTBD4	0.00033843679	0.0030198955	0.21997024	0.13842389	0.63824754	False	True	lbfgs	5.7226394	14
KBTBD6	0.08525472	0.016395709	0.40462012	0.082928167	0.41080129	False	True	lbfgs	5.6826314	11
KBTBD7	0.14046331	0.022216221	0.23232477	0.16348425	0.44151145	False	True	lbfgs	5.5942721	6
KBTBD8	0.040986632	0.012592232	0.30271147	0.22377273	0.41993694	False	True	lbfgs	5.3947992	1
KCMF1	0.23871036	7.7677751e-10	0.27099781	0.081006214	0.40928561	False	True	powell	7.0225679	109
KCNA1	0.035390969	0.0088332768	0.38166658	0.31710906	0.25700011	False	True	lbfgs	5.6313157	3
KCNA10	0.11877218	0.011528904	0.28040716	0.23071417	0.35857758	False	True	lbfgs	5.2246504	1
KCNA2	3.73475e-06	0.00013666626	0.58826839	0.13129011	0.2803011	False	True	lbfgs	5.4189467	3
KCNA3	0.26579011	0.0076655463	0.27917376	0.0230514	0.42431919	True	True	lbfgs	5.8026792	31
KCNA4	0.10417903	0.0071495963	0.32306183	0.21504648	0.35056306	False	True	lbfgs	5.2459097	2
KCNA5	0.003161798	0.043572011	0.15783748	0.24947187	0.54595685	False	True	lbfgs	5.2729311	1
KCNA6	0.072765161	0.010408875	0.29482125	0.098871199	0.52313351	False	True	lbfgs	5.4610336	1
KCNA7	0.081855053	4.5854177e-11	0.29092884	0.2398191	0.387397	False	True	powell	5.5027025	3
KCNAB1	0.083895894	0.0020175429	0.54857213	0.051971598	0.31354284	False	True	lbfgs	5.4406941	2
KCNAB2	0.050913259	3.3399609e-10	0.78556697	2.8129411e-09	0.16351977	True	True	powell	5.8855654	32
KCNAB3	0.00065925488	0.0032553793	0.097302092	0.16810732	0.73067595	False	True	lbfgs	6.618061	96
KCNB1	0.02210778	0.014401672	0.5437557	0.14766654	0.27206831	False	True	lbfgs	5.3635752	6
KCNB2	0.05349495	0.012333861	0.28873956	0.29443378	0.35099785	False	True	lbfgs	5.3703053	1
KCNC1	0.016202488	1.0746973e-10	0.38289502	0.080606961	0.52029553	True	True	powell	5.1763173	2
KCNC2	0.06859866	0.010040614	0.50698151	0.12778599	0.28659322	False	True	lbfgs	5.799512	12
KCNC3	0.2157849	0.04570112	7.3923364e-11	7.4504922e-11	0.73851398	False	True	powell	6.3909236	66
KCNC4	0.044196268	7.5257995e-10	0.34055912	0.028304617	0.58693999	False	True	powell	5.8719584	25
KCND1	0.066474702	1.490133e-09	0.19624953	0.18634644	0.55092932	False	True	powell	5.2398173	0
KCND2	0.019881005	0.010412121	0.26014325	0.13439075	0.57517288	False	True	lbfgs	5.3104489	8
KCND3	0.051746896	0.0012297858	0.3976703	0.11327837	0.43607464	False	True	lbfgs	5.5888543	8
KCNE1	0.00033092075	0.00055510791	0.22355862	0.22430805	0.5512473	False	True	lbfgs	5.9524897	36
KCNE2	0.047377779	0.023935383	0.33959146	0.27898096	0.31011441	False	True	lbfgs	5.6679083	6
KCNE3	0.4609836	4.4554173e-11	0.12573843	4.1424073e-11	0.41327797	True	True	powell	5.7900716	21
KCNE4	0.42581672	7.5586299e-11	0.10989899	1.788759e-08	0.46428427	True	True	powell	5.943575	29
KCNE5	0.1379345	0.026256841	0.23763839	0.20713258	0.39103769	False	True	lbfgs	5.2371082	1
KCNF1	0.064402824	3.1009115e-11	0.55087923	0.078892257	0.30582569	False	True	powell	5.6235783	10
KCNG1	0.18234784	0.016546226	0.35804428	0.11232055	0.3307411	True	True	lbfgs	5.1708207	3
KCNG2	0.30596037	0.13789762	0.057393821	5.0048763e-11	0.49874819	False	True	powell	6.2548321	70
KCNG3	0.058509702	0.12949802	0.058167807	0.22644959	0.52737488	False	True	lbfgs	5.6050178	9
KCNG4	0.11370266	0.0072371984	0.34992709	0.24877182	0.28036123	False	True	lbfgs	5.6218546	4
KCNH1	0.037071461	6.4211036e-09	0.24730016	0.36490491	0.35072346	False	True	lbfgs	5.3459382	2
KCNH2	0.54273684	0.058748817	0.0062922209	2.6468934e-05	0.39219565	True	True	lbfgs	6.2111776	58
KCNH3	0.13485896	0.0021549155	0.14161139	0.30015383	0.4212209	False	True	lbfgs	6.3175274	73
KCNH4	0.00035288566	0.011661405	0.27345742	0.18916415	0.52536414	False	True	lbfgs	5.5681553	1
KCNH5	0.089540657	0.0021981174	0.24129263	0.14567681	0.52129178	False	True	lbfgs	5.4257887	1
KCNH6	0.40478101	0.0012850035	0.16867396	0.12551329	0.29974673	True	True	lbfgs	5.8380005	13
KCNH7	0.080788695	0.064151124	0.23496575	0.073067298	0.54702714	False	True	lbfgs	5.4393672	0
KCNH8	0.17900806	4.3943832e-10	0.23504258	0.32731857	0.25863079	False	True	powell	5.6082683	4
KCNIP1	0.077819592	0.019695197	0.20352967	0.40277485	0.29618068	False	True	lbfgs	5.7202777	7
KCNIP2	2.7211989e-05	0.00030390727	0.31022361	0.19478473	0.49466053	False	True	lbfgs	5.3588784	2
KCNIP3	0.094878913	3.0976785e-11	0.51394009	0.10243709	0.2887439	False	True	powell	5.5680566	7
KCNIP4	0.035393974	4.7963638e-11	0.43797429	0.086052261	0.44057947	False	True	powell	5.323981	2
KCNJ1	0.097225256	4.6146092e-11	0.2368092	0.26489979	0.40106575	False	True	powell	5.4121781	1
KCNJ10	0.074727692	0.0025622906	0.29644879	0.17907243	0.44718879	False	True	lbfgs	5.5046938	4
KCNJ11	0.24014452	5.7892291e-11	0.18500942	0.020457977	0.55438808	False	True	powell	6.0967097	50
KCNJ12	0.003524574	0.0497698	0.058761243	0.16651471	0.72142967	False	True	lbfgs	6.9372492	105
KCNJ13	0.16726609	0.011929722	0.18330186	0.19654274	0.44095958	False	True	lbfgs	5.4986066	4
KCNJ14	0.024707315	0.016702761	0.11408206	0.24353964	0.60096822	False	True	lbfgs	5.387465	7
KCNJ15	0.32121865	0.00076963864	0.040082664	0.0015972882	0.63633176	True	True	lbfgs	5.4315663	11
KCNJ16	0.074247655	4.0806468e-09	0.3724778	0.14827627	0.40499826	False	True	powell	5.6961532	6
KCNJ2	0.067484059	0.0085043492	0.14458824	0.08736469	0.69205866	False	True	lbfgs	5.502122	9
KCNJ3	0.033427797	1.170712e-09	0.42906336	0.12593228	0.41157656	True	True	powell	5.7241318	14
KCNJ4	0.15791635	3.235367e-11	0.41462161	0.10393385	0.32352819	False	True	powell	5.7765574	24
KCNJ5	0.14897163	0.00012593828	0.31855092	0.11375622	0.41859529	False	True	lbfgs	5.6987932	11
KCNJ6	0.11224827	0.02748489	0.17931949	0.31609537	0.36485199	False	True	lbfgs	5.3733857	5
KCNJ8	0.32556058	9.297818e-05	0.32030817	0.17725754	0.17678074	True	True	lbfgs	5.5118055	8
KCNJ9	0.20451288	0.14264615	0.0080690279	0.12341024	0.5213617	False	True	lbfgs	8.2861725	120
KCNK1	0.20304549	0.028254079	0.44784337	0.0061849244	0.31467213	False	True	lbfgs	6.5829416	73
KCNK10	0.11500467	0.005039239	0.4051895	0.11980632	0.35496026	False	True	lbfgs	5.4090261	1
KCNK12	0.18586772	0.00026148705	0.20746776	0.23098223	0.3754208	False	True	lbfgs	5.8891797	26
KCNK13	0.14716855	0.0049730666	0.27807707	0.10496393	0.46481738	False	True	lbfgs	5.7696981	15
KCNK15	0.078206646	0.039588692	0.02682779	0.0034223232	0.85195455	False	True	powell	5.4442525	11
KCNK16	0.049603145	4.9722295e-11	0.18354548	0.29552629	0.47132509	False	True	powell	5.6543105	5
KCNK17	0.12093109	8.2044387e-06	0.31670348	0.18974409	0.37261314	False	True	lbfgs	5.5317771	5
KCNK18	0.11426337	0.048135111	0.40181202	0.048536812	0.38725268	False	True	lbfgs	5.5251005	1
KCNK2	0.16163918	0.0043491281	0.17159378	0.28246942	0.3799485	False	True	lbfgs	5.5595174	6
