rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence
62	LAMB2_ITGA3_ITGB1	LAMB2 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB2	ITGA3_ITGB1	LAMB2	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.4523809523809524	0.4523809523809524	0.2604047674368854	5	0.625				below_min_n (5 < 6)	LAMB2:22/27	ITGA3:6/8;ITGB1:8/8			True	KEGG: hsa04512
63	LAMA3_ITGA1_ITGB1	LAMA3 - (ITGA1+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA3	ITGA1_ITGB1	LAMA3	ITGA1;ITGB1	LB	TIME-B	exploratory	8	0.4523809523809524	0.4523809523809524	0.2604047674368854	3	0.375				below_min_n (3 < 6)	LAMA3:20/27	ITGA1:5/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
64	LAMB1_ITGA6_ITGB4	LAMB1 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB1	ITGA6_ITGB4	LAMB1	ITGA6;ITGB4	TIME-B	LB	exploratory	8	0.4523809523809524	0.4523809523809524	0.2604047674368854	3	0.375				below_min_n (3 < 6)	LAMB1:8/8	ITGA6:15/27;ITGB4:22/27			True	KEGG: hsa04512
65	CSPG4_ITGA2_ITGB1	CSPG4 - (ITGA2+ITGB1)	CSPG4	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CSPG4	ITGA3_ITGB1	CSPG4	ITGA3;ITGB1	TIME-B	LB	exploratory	8	-0.4523809523809524	0.4523809523809524	0.2604047674368854	6	0.75	0.028571428571428574	0.9571545189504373	0.48095238095238096	fitted	CSPG4:6/8	ITGA3:26/27;ITGB1:26/27		True	True	PMID: 30213051
66	THY1_ITGAX_ITGB2	THY1 - (ITGAX+ITGB2)	THY1	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	THY1	ITGAX_ITGB2	THY1	ITGAX;ITGB2	TIME-L	L	exploratory	13	0.4505494505494505	0.4505494505494505	0.12233188767803567	8	0.6153846153846154	0.11904761904761905	0.7788857260523796	-0.33150183150183143	fitted	THY1:15/15	ITGAX:30/30;ITGB2:19/30		True	True	PMID: 15850796
67	JAM1_ITGAL_ITGB2	JAM1 - (ITGAL+ITGB2)	JAM	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	F11R	ITGAL_ITGB2	F11R	ITGAL;ITGB2	L	TIME-L	exploratory	13	0.43956043956043955	0.43956043956043955	0.1328602441569298	12	0.9230769230769231	0.49650349650349657	0.10060263183225476	0.05694305694305701	fitted	F11R:30/30	ITGAL:14/15;ITGB2:15/15		True	True	PMID: 11812992
68	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A3	ITGA3_ITGB1	COL6A3	ITGA3;ITGB1	TIME-B	LB	exploratory	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	8	1.0	0.4285714285714286	0.2894032248467902	0.0	fitted	COL6A3:8/8	ITGA3:26/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
69	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A1	ITGA2_ITGB1	COL4A1	ITGA2;ITGB1	TIME-B	LB	exploratory	8	-0.4285714285714286	0.4285714285714286	0.2894032248467902	4	0.5				below_min_n (4 < 6)	COL4A1:8/8	ITGA2:15/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
70	LAMC1_ITGA3_ITGB1	LAMC1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMC1	ITGA3_ITGB1	LAMC1	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.4285714285714286	0.4285714285714286	0.2894032248467902	6	0.75	-0.08571428571428573	0.8717434402332361	-0.5142857142857143	fitted	LAMC1:26/27	ITGA3:6/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
71	POSTN_ITGAV_ITGB5	POSTN - (ITGAV+ITGB5)	PERIOSTIN	Secreted Signaling	lung	ligand_tumour__receptor_immune	POSTN	ITGAV_ITGB5	POSTN	ITGAV;ITGB5	L	TIME-L	exploratory	13	0.42857142857142855	0.42857142857142855	0.14397143468783602	5	0.38461538461538464				below_min_n (5 < 6)	POSTN:20/30	ITGAV:15/15;ITGB5:11/15			True	PMID: 26721738
72	NAMPT_ITGA5_ITGB1	NAMPT - (ITGA5+ITGB1)	VISFATIN	Secreted Signaling	lung	ligand_tumour__receptor_immune	NAMPT	ITGA5_ITGB1	NAMPT	ITGA5;ITGB1	L	TIME-L	exploratory	13	0.4230769230769231	0.4230769230769231	0.14974854155496803	12	0.9230769230769231	0.4685314685314686	0.12445479118883407	0.045454545454545525	fitted	NAMPT:30/30	ITGA5:14/15;ITGB1:15/15			True	PMID: 28490838
73	LAMA4_ITGA3_ITGB1	LAMA4 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA4	ITGA3_ITGB1	LAMA4	ITGA3;ITGB1	TIME-B	LB	exploratory	8	-0.4071929290505081	0.4071929290505081	0.3167091849161284	7	0.875	-0.36037498507822363	0.4271488085609062	0.04681794397228445	fitted	LAMA4:7/8	ITGA3:26/27;ITGB1:26/27			True	KEGG: hsa04512
74	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A3	ITGA3_ITGB1	COL6A3	ITGA3;ITGB1	TIME-L	L	exploratory	13	-0.40659340659340654	0.40659340659340654	0.1679783461478964	13	1.0	-0.40659340659340654	0.1679783461478964	0.0	fitted	COL6A3:15/15	ITGA3:30/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
75	LAMB3_ITGA1_ITGB1	LAMB3 - (ITGA1+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB3	ITGA1_ITGB1	LAMB3	ITGA1;ITGB1	LB	TIME-B	exploratory	8	0.4047619047619048	0.4047619047619048	0.3198886412288164	4	0.5				below_min_n (4 < 6)	LAMB3:22/27	ITGA1:5/8;ITGB1:8/8			True	KEGG: hsa04512
76	ANGPTL4_ITGA5_ITGB1	ANGPTL4 - (ITGA5+ITGB1)	ANGPTL	Secreted Signaling	brain	ligand_tumour__receptor_immune	ANGPTL4	ITGA5_ITGB1	ANGPTL4	ITGA5;ITGB1	LB	TIME-B	exploratory	8	0.4047619047619048	0.4047619047619048	0.3198886412288164	5	0.625				below_min_n (5 < 6)	ANGPTL4:14/27	ITGA5:8/8;ITGB1:8/8			True	PMID: 30049845
77	TGFB1_ACVR1B_TGFBR2	TGFB1 - (ACVR1B+TGFBR2)	TGFb	Secreted Signaling	lung	ligand_tumour__receptor_immune	TGFB1	ACVR1B_TGFbR2	TGFB1	ACVR1B;TGFBR2	L	TIME-L	exploratory	13	0.38461538461538464	0.38461538461538464	0.19441291997748628	6	0.46153846153846156	0.7142857142857143	0.11078717201166179	0.32967032967032966	fitted	TGFB1:27/30	ACVR1B:8/15;TGFBR2:15/15	growth factor	False	True	PMID: 27449815
78	COL6A1_ITGA2_ITGB1	COL6A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A1	ITGA2_ITGB1	COL6A1	ITGA2;ITGB1	TIME-L	L	exploratory	13	0.38461538461538464	0.38461538461538464	0.19441291997748628	11	0.8461538461538461	0.45454545454545453	0.16014543725525887	0.0699300699300699	fitted	COL6A1:15/15	ITGA2:25/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
79	TNC_ITGAV_ITGB6	TNC - (ITGAV+ITGB6)	TENASCIN	ECM-Receptor	lung	ligand_immune__receptor_tumour	TNC	ITGAV_ITGB6	TNC	ITGAV;ITGB6	TIME-L	L	exploratory	13	0.38461538461538464	0.38461538461538464	0.19441291997748628	7	0.5384615384615384	0.7500000000000002	0.05218140045705777	0.3653846153846156	fitted	TNC:13/15	ITGAV:30/30;ITGB6:19/30	secreted	False	True	KEGG: hsa04512
80	JAM1_ITGAL_ITGB2	JAM1 - (ITGAL+ITGB2)	JAM	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	F11R	ITGAL_ITGB2	F11R	ITGAL;ITGB2	LB	TIME-B	exploratory	8	0.38095238095238104	0.38095238095238104	0.3518125531175649	5	0.625				below_min_n (5 < 6)	F11R:26/27	ITGAL:5/8;ITGB2:8/8		True	True	PMID: 11812992
81	COL9A2_ITGA2_ITGB1	COL9A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL9A2	ITGA2_ITGB1	COL9A2	ITGA2;ITGB1	TIME-B	LB	exploratory	8	-0.38095238095238104	0.38095238095238104	0.3518125531175649	2	0.25				below_min_n (2 < 6)	COL9A2:5/8	ITGA2:15/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
82	FN1_ITGA3_ITGB1	FN1 - (ITGA3+ITGB1)	FN1	ECM-Receptor	brain	ligand_tumour__receptor_immune	FN1	ITGA3_ITGB1	FN1	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.38095238095238104	0.38095238095238104	0.3518125531175649	6	0.75	0.14285714285714288	0.7871720116618076	-0.23809523809523817	fitted	FN1:23/27	ITGA3:6/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
83	IFNA4_IFNAR1_IFNAR2	IFNA4 - (IFNAR1+IFNAR2)	IFN-I	Secreted Signaling	lung	ligand_immune__receptor_tumour	IFNA4	IFNAR1_IFNAR2	IFNA4	IFNAR1;IFNAR2	TIME-L	L	exploratory	13	-0.3736263736263736	0.3736263736263736	0.20855405979520913	5	0.38461538461538464				below_min_n (5 < 6)	IFNA4:12/15	IFNAR1:19/30;IFNAR2:30/30	cytokine	False	True	KEGG: hsa04060
84	LAMB2_ITGA2_ITGB1	LAMB2 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB2	ITGA2_ITGB1	LAMB2	ITGA2;ITGB1	TIME-B	LB	exploratory	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	4	0.5				below_min_n (4 < 6)	LAMB2:8/8	ITGA2:15/27;ITGB1:26/27			True	KEGG: hsa04512
85	MIF_CD74_CXCR4	MIF - (CD74+CXCR4)	MIF	Secreted Signaling	brain	ligand_tumour__receptor_immune	MIF	CD74_CXCR4	MIF	CD74;CXCR4	LB	TIME-B	exploratory	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	8	1.0	0.3571428571428572	0.3851206435562562	0.0	fitted	MIF:27/27	CD74:8/8;CXCR4:8/8			True	PMID: 29637711; PMID: 24760155
86	LAMB1_ITGA6_ITGB4	LAMB1 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB1	ITGA6_ITGB4	LAMB1	ITGA6;ITGB4	LB	TIME-B	exploratory	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	3	0.375				below_min_n (3 < 6)	LAMB1:14/27	ITGA6:7/8;ITGB4:6/8			True	KEGG: hsa04512
87	ITGAV_ITGB1_ADGRE5	(ITGAV+ITGB1) - ADGRE5	ADGRE	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	ITGAV_ITGB1	ADGRE5	ITGAV;ITGB1	ADGRE5	LB	TIME-B	exploratory	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	6	0.75	-0.48571428571428577	0.3287230320699708	-0.842857142857143	fitted	ITGAV:22/27;ITGB1:26/27	ADGRE5:7/8		True	True	PMID: 31462748
88	LAMB2_ITGA6_ITGB1	LAMB2 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB2	ITGA6_ITGB1	LAMB2	ITGA6;ITGB1	LB	TIME-B	exploratory	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	6	0.75	0.5428571428571429	0.26570262390670546	0.18571428571428572	fitted	LAMB2:22/27	ITGA6:7/8;ITGB1:8/8			True	KEGG: hsa04512
89	COL6A1_ITGA3_ITGB1	COL6A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A1	ITGA3_ITGB1	COL6A1	ITGA3;ITGB1	TIME-B	LB	exploratory	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	8	1.0	0.3571428571428572	0.3851206435562562	0.0	fitted	COL6A1:8/8	ITGA3:26/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
90	COL9A2_ITGA3_ITGB1	COL9A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL9A2	ITGA3_ITGB1	COL9A2	ITGA3;ITGB1	TIME-B	LB	exploratory	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	5	0.625				below_min_n (5 < 6)	COL9A2:5/8	ITGA3:26/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
91	FN1_ITGA5_ITGB1	FN1 - (ITGA5+ITGB1)	FN1	ECM-Receptor	lung	ligand_tumour__receptor_immune	FN1	ITGA5_ITGB1	FN1	ITGA5;ITGB1	L	TIME-L	exploratory	13	0.35714285714285715	0.35714285714285715	0.23092986230203388	11	0.8461538461538461	0.46363636363636374	0.1509014992924859	0.10649350649350658	fitted	FN1:29/30	ITGA5:14/15;ITGB1:15/15	secreted	False	True	KEGG: hsa04512
92	COL6A2_ITGA2_ITGB1	COL6A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A2	ITGA2_ITGB1	COL6A2	ITGA2;ITGB1	TIME-L	L	exploratory	13	0.34065934065934067	0.34065934065934067	0.25470646075412506	11	0.8461538461538461	0.3727272727272728	0.258925873684222	0.032067932067932126	fitted	COL6A2:15/15	ITGA2:25/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
93	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A1	ITGA2_ITGB1	COL4A1	ITGA2;ITGB1	TIME-L	L	exploratory	13	0.33516483516483514	0.33516483516483514	0.2629431403593601	11	0.8461538461538461	0.3727272727272728	0.258925873684222	0.037562437562437656	fitted	COL4A1:15/15	ITGA2:25/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
94	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CDH1	ITGA2_ITGB1	CDH1	ITGA2;ITGB1	TIME-L	L	exploratory	13	0.33516483516483514	0.33516483516483514	0.2629431403593601	7	0.5384615384615384	-0.10714285714285716	0.8191508555699912	-0.4423076923076923	fitted	CDH1:9/15	ITGA2:25/30;ITGB1:30/30		True	True	PMID: 12392763
95	BTC_EGFR_ERBB2	BTC - (EGFR+ERBB2)	EGF	Secreted Signaling	brain	ligand_immune__receptor_tumour	BTC	EGFR_ERBB2	BTC	EGFR;ERBB2	TIME-B	LB	exploratory	8	-0.3333333333333334	0.3333333333333334	0.41975308641975323	3	0.375				below_min_n (3 < 6)	BTC:6/8	EGFR:19/27;ERBB2:24/27	growth factor	True	True	KEGG: hsa04012
96	FN1_ITGAV_ITGB1	FN1 - (ITGAV+ITGB1)	FN1	ECM-Receptor	brain	ligand_immune__receptor_tumour	FN1	ITGAV_ITGB1	FN1	ITGAV;ITGB1	TIME-B	LB	exploratory	8	-0.3333333333333334	0.3333333333333334	0.41975308641975323	6	0.75	-0.48571428571428577	0.3287230320699708	-0.15238095238095234	fitted	FN1:8/8	ITGAV:22/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
97	C3_ITGAM_ITGB2	C3 - (ITGAM+ITGB2)	COMPLEMENT	Secreted Signaling	brain	ligand_tumour__receptor_immune	C3	ITGAM_ITGB2	C3	ITGAM;ITGB2	LB	TIME-B	exploratory	8	0.3333333333333334	0.3333333333333334	0.41975308641975323	4	0.5				below_min_n (4 < 6)	C3:16/27	ITGAM:5/8;ITGB2:8/8	secreted	False	True	PMID: 16234578
98	LAMB1_ITGA6_ITGB1	LAMB1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMB1	ITGA6_ITGB1	LAMB1	ITGA6;ITGB1	L	TIME-L	exploratory	13	0.32967032967032966	0.32967032967032966	0.2713350545052358	4	0.3076923076923077				below_min_n (4 < 6)	LAMB1:15/30	ITGA6:12/15;ITGB1:15/15			True	KEGG: hsa04512
99	COL6A1_ITGA3_ITGB1	COL6A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A1	ITGA3_ITGB1	COL6A1	ITGA3;ITGB1	TIME-L	L	exploratory	13	0.32417582417582413	0.32417582417582413	0.27988186889314	13	1.0	0.32417582417582413	0.27988186889314	0.0	fitted	COL6A1:15/15	ITGA3:30/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
100	COL1A1_ITGA11_ITGB1	COL1A1 - (ITGA11+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A1	ITGA11_ITGB1	COL1A1	ITGA11;ITGB1	L	TIME-L	exploratory	13	0.3131868131868132	0.3131868131868132	0.29743842207102933	8	0.6153846153846154	0.3571428571428572	0.3851206435562562	0.04395604395604402	fitted	COL1A1:29/30	ITGA11:8/15;ITGB1:15/15	secreted	False	True	KEGG: hsa04512
101	MDK_ITGA6_ITGB1	MDK - (ITGA6+ITGB1)	MK	Secreted Signaling	brain	ligand_immune__receptor_tumour	MDK	ITGA6_ITGB1	MDK	ITGA6;ITGB1	TIME-B	LB	exploratory	8	0.30952380952380953	0.30952380952380953	0.4556448907375821	3	0.375				below_min_n (3 < 6)	MDK:8/8	ITGA6:15/27;ITGB1:26/27	growth factor	False	True	PMID: 28356350
102	LAMC3_ITGA3_ITGB1	LAMC3 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMC3	ITGA3_ITGB1	LAMC3	ITGA3;ITGB1	TIME-B	LB	exploratory	8	-0.30952380952380953	0.30952380952380953	0.4556448907375821	5	0.625				below_min_n (5 < 6)	LAMC3:5/8	ITGA3:26/27;ITGB1:26/27			True	KEGG: hsa04512
103	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMB1	ITGA2_ITGB1	LAMB1	ITGA2;ITGB1	TIME-L	L	exploratory	13	0.2967032967032967	0.2967032967032967	0.324921588485975	11	0.8461538461538461	0.28181818181818186	0.4011448979604784	-0.014885114885114847	fitted	LAMB1:15/15	ITGA2:25/30;ITGB1:30/30			True	KEGG: hsa04512
104	C3_ITGAX_ITGB2	C3 - (ITGAX+ITGB2)	COMPLEMENT	Secreted Signaling	brain	ligand_tumour__receptor_immune	C3	ITGAX_ITGB2	C3	ITGAX;ITGB2	LB	TIME-B	exploratory	8	0.28571428571428575	0.28571428571428575	0.49272624501695705	6	0.75	0.2	0.7040000000000001	-0.08571428571428574	fitted	C3:16/27	ITGAX:8/8;ITGB2:8/8	secreted	False	True	PMID: 16234578
105	LAMB2_ITGA6_ITGB1	LAMB2 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB2	ITGA6_ITGB1	LAMB2	ITGA6;ITGB1	TIME-B	LB	exploratory	8	0.28571428571428575	0.28571428571428575	0.49272624501695705	3	0.375				below_min_n (3 < 6)	LAMB2:8/8	ITGA6:15/27;ITGB1:26/27			True	KEGG: hsa04512
106	WNT3_FZD6_LRP6	WNT3 - (FZD6+LRP6)	WNT	Secreted Signaling	brain	ligand_immune__receptor_tumour	WNT3	FZD6_LRP6	WNT3	FZD6;LRP6	TIME-B	LB	exploratory	8	0.28571428571428575	0.28571428571428575	0.49272624501695705	5	0.625				below_min_n (5 < 6)	WNT3:5/8	FZD6:20/27;LRP6:21/27	cellsignal_wnt	False	True	KEGG: hsa04310; PMID: 23209147
107	LAMC1_ITGA6_ITGB1	LAMC1 - (ITGA6+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMC1	ITGA6_ITGB1	LAMC1	ITGA6;ITGB1	TIME-B	LB	exploratory	8	0.28571428571428575	0.28571428571428575	0.49272624501695705	3	0.375				below_min_n (3 < 6)	LAMC1:8/8	ITGA6:15/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
108	COL4A1_ITGA3_ITGB1	COL4A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	ITGA3_ITGB1	COL4A1	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.28571428571428575	0.28571428571428575	0.49272624501695705	4	0.5				below_min_n (4 < 6)	COL4A1:15/27	ITGA3:6/8;ITGB1:8/8	secreted	False	True	KEGG: hsa04512
109	IFNA14_IFNAR1_IFNAR2	IFNA14 - (IFNAR1+IFNAR2)	IFN-I	Secreted Signaling	brain	ligand_immune__receptor_tumour	IFNA14	IFNAR1_IFNAR2	IFNA14	IFNAR1;IFNAR2	TIME-B	LB	exploratory	8	-0.28571428571428575	0.28571428571428575	0.49272624501695705	4	0.5				below_min_n (4 < 6)	IFNA14:5/8	IFNAR1:23/27;IFNAR2:23/27	cytokine	False	True	KEGG: hsa04060
110	FN1_ITGA4_ITGB7	FN1 - (ITGA4+ITGB7)	FN1	ECM-Receptor	lung	ligand_tumour__receptor_immune	FN1	ITGA4_ITGB7	FN1	ITGA4;ITGB7	L	TIME-L	exploratory	13	0.2857142857142857	0.2857142857142857	0.34400021825866994	5	0.38461538461538464				below_min_n (5 < 6)	FN1:29/30	ITGA4:15/15;ITGB7:8/15	secreted	False	True	KEGG: hsa04512
111	LAMA4_ITGA2_ITGB1	LAMA4 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMA4	ITGA2_ITGB1	LAMA4	ITGA2;ITGB1	TIME-L	L	exploratory	13	0.2778544581797684	0.2778544581797684	0.35801229247800587	9	0.6923076923076923	0.2833333333333333	0.46003032896572005	0.005478875153564933	fitted	LAMA4:12/15	ITGA2:25/30;ITGB1:30/30			True	KEGG: hsa04512
112	SEMA3C_NRP1_PLXNA1	SEMA3C - (NRP1+PLXNA1)	SEMA3	Secreted Signaling	lung	ligand_tumour__receptor_immune	SEMA3C	NRP1_PLXNA1	SEMA3C	NRP1;PLXNA1	L	TIME-L	exploratory	13	-0.2692307692307692	0.2692307692307692	0.37373304228189164	4	0.3076923076923077				below_min_n (4 < 6)	SEMA3C:17/30	NRP1:15/15;PLXNA1:11/15	secreted	False	True	PMID: 27533782
113	COL1A1_ITGA2_ITGB1	COL1A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A1	ITGA2_ITGB1	COL1A1	ITGA2;ITGB1	TIME-L	L	exploratory	13	0.2692307692307692	0.2692307692307692	0.37373304228189164	11	0.8461538461538461	0.16363636363636366	0.6306852146425358	-0.10559440559440555	fitted	COL1A1:15/15	ITGA2:25/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
114	COL1A2_ITGA2_ITGB1	COL1A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A2	ITGA2_ITGB1	COL1A2	ITGA2;ITGB1	TIME-L	L	exploratory	13	0.26373626373626374	0.26373626373626374	0.3839365166506742	11	0.8461538461538461	0.13636363636363638	0.689309020586362	-0.12737262737262736	fitted	COL1A2:15/15	ITGA2:25/30;ITGB1:30/30	secreted	False	True	KEGG: hsa04512
115	LAMA4_ITGA6_ITGB4	LAMA4 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMA4	ITGA6_ITGB4	LAMA4	ITGA6;ITGB4	TIME-B	LB	exploratory	8	-0.26347777762091695	0.26347777762091695	0.5283664705769088	3	0.375				below_min_n (3 < 6)	LAMA4:7/8	ITGA6:15/27;ITGB4:22/27			True	KEGG: hsa04512
116	LAMC1_ITGA3_ITGB1	LAMC1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMC1	ITGA3_ITGB1	LAMC1	ITGA3;ITGB1	TIME-B	LB	exploratory	8	0.261904761904762	0.261904761904762	0.5309228615658009	8	1.0	0.261904761904762	0.5309228615658009	0.0	fitted	LAMC1:8/8	ITGA3:26/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
117	COL6A2_ITGA2_ITGB1	COL6A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A2	ITGA2_ITGB1	COL6A2	ITGA2;ITGB1	TIME-B	LB	exploratory	8	0.261904761904762	0.261904761904762	0.5309228615658009	4	0.5				below_min_n (4 < 6)	COL6A2:8/8	ITGA2:15/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
118	LAMC1_ITGA6_ITGB4	LAMC1 - (ITGA6+ITGB4)	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMC1	ITGA6_ITGB4	LAMC1	ITGA6;ITGB4	TIME-B	LB	exploratory	8	0.261904761904762	0.261904761904762	0.5309228615658009	3	0.375				below_min_n (3 < 6)	LAMC1:8/8	ITGA6:15/27;ITGB4:22/27	secreted	False	True	KEGG: hsa04512
119	POSTN_ITGAV_ITGB5	POSTN - (ITGAV+ITGB5)	PERIOSTIN	Secreted Signaling	brain	ligand_immune__receptor_tumour	POSTN	ITGAV_ITGB5	POSTN	ITGAV;ITGB5	TIME-B	LB	exploratory	8	0.261904761904762	0.261904761904762	0.5309228615658009	4	0.5				below_min_n (4 < 6)	POSTN:8/8	ITGAV:22/27;ITGB5:16/27			True	PMID: 26721738
120	COL1A2_ITGA3_ITGB1	COL1A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A2	ITGA3_ITGB1	COL1A2	ITGA3;ITGB1	TIME-B	LB	exploratory	8	0.261904761904762	0.261904761904762	0.5309228615658009	8	1.0	0.261904761904762	0.5309228615658009	0.0	fitted	COL1A2:8/8	ITGA3:26/27;ITGB1:26/27	secreted	False	True	KEGG: hsa04512
121	LAMA5_ITGA3_ITGB1	LAMA5 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMA5	ITGA3_ITGB1	LAMA5	ITGA3;ITGB1	LB	TIME-B	exploratory	8	0.261904761904762	0.261904761904762	0.5309228615658009	6	0.75	0.6	0.208	0.338095238095238	fitted	LAMA5:26/27	ITGA3:6/8;ITGB1:8/8			True	KEGG: hsa04512
