gene	alias	aoi_label	aoi_code	q3	quantum	implied_counts	counts_reliable	n_genes_sharing_value	negprobe_implied_counts	assessable_in_compartment
CTLA4	CTLA-4	L34	L	39.829999999999998	1.8999999999999915	20.963157894736934	True	697	19.636842105263248	False
HAVCR2	TIM-3	L34	L	49.310000000000002	1.8999999999999915	25.952631578947486	True	534	19.636842105263248	False
IDO1	IDO1	L34	L	51.210000000000001	1.8999999999999915	26.952631578947489	True	499	19.636842105263248	False
LAG3	LAG-3	L34	L	22.760000000000002	1.8999999999999915	11.978947368421107	True	155	19.636842105263248	False
PDCD1	PD-1	L34	L	60.700000000000003	1.8999999999999915	31.947368421052776	True	339	19.636842105263248	False
TIGIT	TIGIT	L34	L	32.240000000000002	1.8999999999999915	16.968421052631655	True	481	19.636842105263248	False
VSIR	VISTA	L34	L	68.280000000000001	1.8999999999999915	35.936842105263317	True	288	19.636842105263248	False
CD274	PD-L1	L35	L	77.390000000000001	4.5500000000000114	17.008791208791166	True	955	10.019780219780195	True
CD276	B7-H3	L35	L	127.45999999999999	4.5500000000000114	28.013186813186742	True	157	10.019780219780195	True
CTLA4	CTLA-4	L35	L	40.969999999999999	4.5500000000000114	9.0043956043955813	True	951	10.019780219780195	False
HAVCR2	TIM-3	L35	L	54.630000000000003	4.5500000000000114	12.006593406593376	True	1342	10.019780219780195	False
IDO1	IDO1	L35	L	154.77000000000001	4.5500000000000114	34.015384615384534	True	95	10.019780219780195	False
LAG3	LAG-3	L35	L	54.630000000000003	4.5500000000000114	12.006593406593376	True	1342	10.019780219780195	False
PDCD1	PD-1	L35	L	91.040000000000006	4.5500000000000114	20.008791208791159	True	607	10.019780219780195	False
TIGIT	TIGIT	L35	L	68.280000000000001	4.5500000000000114	15.006593406593369	True	1220	10.019780219780195	False
VSIR	VISTA	L35	L	77.390000000000001	4.5500000000000114	17.008791208791166	True	955	10.019780219780195	False
CD274	PD-L1	L37	L	78.260000000000005	0.53000000000000114	147.66037735849025	True	66	61.207547169811185	True
CD276	B7-H3	L37	L	168.77000000000001	0.53000000000000114	318.4339622641503	True	11	61.207547169811185	True
CTLA4	CTLA-4	L37	L	44.189999999999998	0.53000000000000114	83.377358490565854	True	211	61.207547169811185	False
HAVCR2	TIM-3	L37	L	41.530000000000001	0.53000000000000114	78.358490566037574	True	226	61.207547169811185	False
IDO1	IDO1	L37	L	36.740000000000002	0.53000000000000114	69.320754716980986	True	212	61.207547169811185	False
LAG3	LAG-3	L37	L	46.32	0.53000000000000114	87.396226415094148	True	186	61.207547169811185	False
PDCD1	PD-1	L37	L	79.329999999999998	0.53000000000000114	149.67924528301853	True	50	61.207547169811185	False
TIGIT	TIGIT	L37	L	35.670000000000002	0.53000000000000114	67.301886792452692	True	198	61.207547169811185	False
VSIR	VISTA	L37	L	42.590000000000003	0.53000000000000114	80.358490566037574	True	207	61.207547169811185	False
CD274	PD-L1	L40	L	88.069999999999993	0.99000000000000199	88.959595959595774	True	85	25.636363636363583	True
CD276	B7-H3	L40	L	79.170000000000002	0.99000000000000199	79.969696969696813	True	76	25.636363636363583	True
CTLA4	CTLA-4	L40	L	33.649999999999999	0.99000000000000199	33.989898989898919	True	347	25.636363636363583	False
HAVCR2	TIM-3	L40	L	36.609999999999999	0.99000000000000199	36.979797979797908	True	320	25.636363636363583	False
IDO1	IDO1	L40	L	35.630000000000003	0.99000000000000199	35.989898989898919	True	357	25.636363636363583	False
LAG3	LAG-3	L40	L	32.659999999999997	0.99000000000000199	32.989898989898919	True	360	25.636363636363583	False
PDCD1	PD-1	L40	L	75.209999999999994	0.99000000000000199	75.969696969696813	True	113	25.636363636363583	False
TIGIT	TIGIT	L40	L	32.659999999999997	0.99000000000000199	32.989898989898919	True	360	25.636363636363583	False
VSIR	VISTA	L40	L	58.390000000000001	0.99000000000000199	58.979797979797858	True	173	25.636363636363583	False
CD274	PD-L1	L43	L	134.40000000000001	2.1700000000000017	61.935483870967694	True	69	22.483870967741918	True
CD276	B7-H3	L43	L	127.89	2.1700000000000017	58.935483870967694	True	95	22.483870967741918	True
CTLA4	CTLA-4	L43	L	60.700000000000003	2.1700000000000017	27.972350230414726	True	738	22.483870967741918	False
HAVCR2	TIM-3	L43	L	49.859999999999999	2.1700000000000017	22.976958525345605	True	671	22.483870967741918	False
IDO1	IDO1	L43	L	62.859999999999999	2.1700000000000017	28.967741935483847	True	679	22.483870967741918	False
LAG3	LAG-3	L43	L	71.530000000000001	2.1700000000000017	32.963133640552968	True	541	22.483870967741918	False
PDCD1	PD-1	L43	L	65.030000000000001	2.1700000000000017	29.967741935483847	True	631	22.483870967741918	False
TIGIT	TIGIT	L43	L	73.700000000000003	2.1700000000000017	33.963133640552968	True	508	22.483870967741918	False
VSIR	VISTA	L43	L	49.859999999999999	2.1700000000000017	22.976958525345605	True	671	22.483870967741918	False
CD274	PD-L1	L44	L	72.079999999999998	1.8999999999999915	37.936842105263324	True	386	20.410526315789564	True
CD276	B7-H3	L44	L	208.63999999999999	1.8999999999999915	109.81052631578996	True	10	20.410526315789564	True
CTLA4	CTLA-4	L44	L	34.140000000000001	1.8999999999999915	17.968421052631658	True	313	20.410526315789564	False
HAVCR2	TIM-3	L44	L	51.210000000000001	1.8999999999999915	26.952631578947489	True	654	20.410526315789564	False
IDO1	IDO1	L44	L	26.550000000000001	1.8999999999999915	13.973684210526379	True	100	20.410526315789564	False
LAG3	LAG-3	L44	L	47.420000000000002	1.8999999999999915	24.957894736842217	True	561	20.410526315789564	False
PDCD1	PD-1	L44	L	68.280000000000001	1.8999999999999915	35.936842105263317	True	408	20.410526315789564	False
TIGIT	TIGIT	L44	L	70.180000000000007	1.8999999999999915	36.936842105263324	True	406	20.410526315789564	False
VSIR	VISTA	L44	L	75.870000000000005	1.8999999999999915	39.9315789473686	True	317	20.410526315789564	False
CD274	PD-L1	LB01	LB	151.37	1.0999999999999943	137.60909090909163	True	19	25.545454545454678	True
CD276	B7-H3	LB01	LB	204.02000000000001	1.0999999999999943	185.47272727272824	True	12	25.545454545454678	True
CTLA4	CTLA-4	LB01	LB	77.879999999999995	1.0999999999999943	70.800000000000367	True	153	25.545454545454678	False
HAVCR2	TIM-3	LB01	LB	132.72	1.0999999999999943	120.65454545454608	True	40	25.545454545454678	False
IDO1	IDO1	LB01	LB	360.88	1.0999999999999943	328.07272727272897	True	4	25.545454545454678	False
LAG3	LAG-3	LB01	LB	136.02000000000001	1.0999999999999943	123.65454545454611	True	41	25.545454545454678	False
PDCD1	PD-1	LB01	LB	81.170000000000002	1.0999999999999943	73.79090909090948	True	101	25.545454545454678	True
TIGIT	TIGIT	LB01	LB	62.520000000000003	1.0999999999999943	56.836363636363934	True	226	25.545454545454678	False
VSIR	VISTA	LB01	LB	100.91	1.0999999999999943	91.736363636364104	True	68	25.545454545454678	False
CD274	PD-L1	LB02	LB	41.140000000000001	0.43999999999999773	93.500000000000483	True	60	38.931818181818379	True
CD276	B7-H3	LB02	LB	238.99000000000001	0.43999999999999773	543.15909090909372	True	3	38.931818181818379	True
CTLA4	CTLA-4	LB02	LB	27.579999999999998	0.43999999999999773	62.6818181818185	True	145	38.931818181818379	False
HAVCR2	TIM-3	LB02	LB	36.770000000000003	0.43999999999999773	83.568181818182254	True	73	38.931818181818379	False
IDO1	IDO1	LB02	LB	20.57	0.43999999999999773	46.750000000000242	True	228	38.931818181818379	False
LAG3	LAG-3	LB02	LB	28.890000000000001	0.43999999999999773	65.659090909091248	True	107	38.931818181818379	False
PDCD1	PD-1	LB02	LB	30.640000000000001	0.43999999999999773	69.636363636363996	True	84	38.931818181818379	True
TIGIT	TIGIT	LB02	LB	19.699999999999999	0.43999999999999773	44.772727272727501	True	256	38.931818181818379	False
VSIR	VISTA	LB02	LB	114.23999999999999	0.43999999999999773	259.63636363636499	True	29	38.931818181818379	False
CD274	PD-L1	LB03	LB	70.260000000000005	0.99000000000000199	70.969696969696827	True	187	42.828282828282738	True
CD276	B7-H3	LB03	LB	123.7	0.99000000000000199	124.94949494949471	True	46	42.828282828282738	True
CTLA4	CTLA-4	LB03	LB	41.560000000000002	0.99000000000000199	41.979797979797901	True	255	42.828282828282738	False
HAVCR2	TIM-3	LB03	LB	58.390000000000001	0.99000000000000199	58.979797979797858	True	338	42.828282828282738	False
IDO1	IDO1	LB03	LB	32.659999999999997	0.99000000000000199	32.989898989898919	True	78	42.828282828282738	False
LAG3	LAG-3	LB03	LB	37.600000000000001	0.99000000000000199	37.979797979797908	True	179	42.828282828282738	False
PDCD1	PD-1	LB03	LB	72.239999999999995	0.99000000000000199	72.969696969696813	True	195	42.828282828282738	True
TIGIT	TIGIT	LB03	LB	40.57	0.99000000000000199	40.979797979797901	True	238	42.828282828282738	False
VSIR	VISTA	LB03	LB	73.230000000000004	0.99000000000000199	73.969696969696827	True	189	42.828282828282738	False
CD274	PD-L1	LB04	LB	194.41999999999999	0.2900000000000027	670.413793103442	True	5	95.965517241378407	True
CD276	B7-H3	LB04	LB	164.75999999999999	0.2900000000000027	568.13793103447745	True	10	95.965517241378407	True
CTLA4	CTLA-4	LB04	LB	27.309999999999999	0.2900000000000027	94.172413793102564	True	89	95.965517241378407	False
HAVCR2	TIM-3	LB04	LB	44.93	0.2900000000000027	154.93103448275718	True	58	95.965517241378407	False
IDO1	IDO1	LB04	LB	29.370000000000001	0.2900000000000027	101.27586206896457	True	118	95.965517241378407	False
LAG3	LAG-3	LB04	LB	32.600000000000001	0.2900000000000027	112.41379310344723	True	154	95.965517241378407	False
PDCD1	PD-1	LB04	LB	50.810000000000002	0.2900000000000027	175.20689655172251	True	53	95.965517241378407	True
TIGIT	TIGIT	LB04	LB	39.060000000000002	0.2900000000000027	134.68965517241256	True	100	95.965517241378407	False
VSIR	VISTA	LB04	LB	48.75	0.2900000000000027	168.1034482758605	True	53	95.965517241378407	False
CD274	PD-L1	LB05	LB	56.409999999999997	0.99000000000000199	56.979797979797858	True	148	26.939393939393888	True
CD276	B7-H3	LB05	LB	223.65000000000001	0.99000000000000199	225.90909090909045	True	9	26.939393939393888	True
CTLA4	CTLA-4	LB05	LB	32.659999999999997	0.99000000000000199	32.989898989898919	True	387	26.939393939393888	False
HAVCR2	TIM-3	LB05	LB	34.640000000000001	0.99000000000000199	34.989898989898919	True	366	26.939393939393888	False
IDO1	IDO1	LB05	LB	23.75	0.99000000000000199	23.989898989898943	True	240	26.939393939393888	False
LAG3	LAG-3	LB05	LB	45.520000000000003	0.99000000000000199	45.979797979797894	True	241	26.939393939393888	False
PDCD1	PD-1	LB05	LB	47.5	0.99000000000000199	47.979797979797887	True	198	26.939393939393888	True
TIGIT	TIGIT	LB05	LB	29.690000000000001	0.99000000000000199	29.989898989898929	True	361	26.939393939393888	False
VSIR	VISTA	LB05	LB	63.329999999999998	0.99000000000000199	63.969696969696841	True	132	26.939393939393888	False
CD274	PD-L1	LB06	LB	58.140000000000001	0.54999999999999716	105.70909090909146	True	71	48.618181818182066	True
CD276	B7-H3	LB06	LB	136.56	0.54999999999999716	248.29090909091039	True	17	48.618181818182066	True
CTLA4	CTLA-4	LB06	LB	37.289999999999999	0.54999999999999716	67.800000000000352	True	243	48.618181818182066	False
HAVCR2	TIM-3	LB06	LB	32.359999999999999	0.54999999999999716	58.836363636363942	True	266	48.618181818182066	False
IDO1	IDO1	LB06	LB	31.809999999999999	0.54999999999999716	57.836363636363934	True	307	48.618181818182066	False
LAG3	LAG-3	LB06	LB	29.620000000000001	0.54999999999999716	53.854545454545736	True	271	48.618181818182066	False
PDCD1	PD-1	LB06	LB	44.969999999999999	0.54999999999999716	81.763636363636778	True	116	48.618181818182066	True
TIGIT	TIGIT	LB06	LB	32.359999999999999	0.54999999999999716	58.836363636363942	True	266	48.618181818182066	False
VSIR	VISTA	LB06	LB	121.20999999999999	0.54999999999999716	220.38181818181931	True	19	48.618181818182066	False
CD274	PD-L1	LB07	LB	67.489999999999995	0.64000000000000057	105.4531249999999	True	66	38.281249999999964	True
CD276	B7-H3	LB07	LB	116.51000000000001	0.64000000000000057	182.04687499999986	True	31	38.281249999999964	True
CTLA4	CTLA-4	LB07	LB	25.469999999999999	0.64000000000000057	39.796874999999964	True	266	38.281249999999964	False
HAVCR2	TIM-3	LB07	LB	35.020000000000003	0.64000000000000057	54.718749999999957	True	219	38.281249999999964	False
IDO1	IDO1	LB07	LB	22.920000000000002	0.64000000000000057	35.812499999999972	True	251	38.281249999999964	False
LAG3	LAG-3	LB07	LB	29.289999999999999	0.64000000000000057	45.765624999999957	True	299	38.281249999999964	False
PDCD1	PD-1	LB07	LB	52.840000000000003	0.64000000000000057	82.562499999999929	True	82	38.281249999999964	True
TIGIT	TIGIT	LB07	LB	29.289999999999999	0.64000000000000057	45.765624999999957	True	299	38.281249999999964	False
VSIR	VISTA	LB07	LB	47.75	0.64000000000000057	74.609374999999929	True	68	38.281249999999964	False
CD274	PD-L1	LB08	LB	52.600000000000001	0.33999999999999986	154.70588235294125	True	47	76.529411764705912	True
CD276	B7-H3	LB08	LB	93.069999999999993	0.33999999999999986	273.73529411764713	True	22	76.529411764705912	True
CTLA4	CTLA-4	LB08	LB	26.300000000000001	0.33999999999999986	77.352941176470623	True	159	76.529411764705912	False
HAVCR2	TIM-3	LB08	LB	36.420000000000002	0.33999999999999986	107.11764705882358	True	114	76.529411764705912	False
IDO1	IDO1	LB08	LB	27.649999999999999	0.33999999999999986	81.323529411764738	True	158	76.529411764705912	False
LAG3	LAG-3	LB08	LB	39.450000000000003	0.33999999999999986	116.02941176470594	True	90	76.529411764705912	False
PDCD1	PD-1	LB08	LB	64.069999999999993	0.33999999999999986	188.44117647058829	True	36	76.529411764705912	True
TIGIT	TIGIT	LB08	LB	23.27	0.33999999999999986	68.44117647058826	True	95	76.529411764705912	False
VSIR	VISTA	LB08	LB	27.309999999999999	0.33999999999999986	80.323529411764738	True	149	76.529411764705912	False
CD274	PD-L1	LB09	LB	175.13	0.57999999999999829	301.94827586206986	True	9	53.620689655172576	True
CD276	B7-H3	LB09	LB	414.62	0.57999999999999829	714.86206896551937	True	2	53.620689655172576	True
CTLA4	CTLA-4	LB09	LB	27.25	0.57999999999999829	46.982758620689793	True	176	53.620689655172576	False
HAVCR2	TIM-3	LB09	LB	27.829999999999998	0.57999999999999829	47.982758620689793	True	210	53.620689655172576	False
IDO1	IDO1	LB09	LB	33.049999999999997	0.57999999999999829	56.982758620689815	True	266	53.620689655172576	False
LAG3	LAG-3	LB09	LB	30.149999999999999	0.57999999999999829	51.982758620689808	True	263	53.620689655172576	False
PDCD1	PD-1	LB09	LB	57.990000000000002	0.57999999999999829	99.98275862068995	True	83	53.620689655172576	True
TIGIT	TIGIT	LB09	LB	24.359999999999999	0.57999999999999829	42.000000000000121	True	120	53.620689655172576	False
VSIR	VISTA	LB09	LB	64.950000000000003	0.57999999999999829	111.98275862068999	True	74	53.620689655172576	False
CD274	PD-L1	LB10	LB	84.579999999999998	0.53999999999999915	156.62962962962987	True	47	36.9444444444445	True
CD276	B7-H3	LB10	LB	189.63	0.53999999999999915	351.1666666666672	True	12	36.9444444444445	True
CTLA4	CTLA-4	LB10	LB	27.469999999999999	0.53999999999999915	50.870370370370452	True	236	36.9444444444445	False
HAVCR2	TIM-3	LB10	LB	31.780000000000001	0.53999999999999915	58.851851851851947	True	202	36.9444444444445	False
IDO1	IDO1	LB10	LB	32.32	0.53999999999999915	59.851851851851947	True	242	36.9444444444445	False
LAG3	LAG-3	LB10	LB	39.859999999999999	0.53999999999999915	73.814814814814923	True	100	36.9444444444445	False
PDCD1	PD-1	LB10	LB	45.25	0.53999999999999915	83.796296296296433	True	87	36.9444444444445	True
TIGIT	TIGIT	LB10	LB	17.780000000000001	0.53999999999999915	32.925925925925981	True	77	36.9444444444445	False
VSIR	VISTA	LB10	LB	40.939999999999998	0.53999999999999915	75.814814814814923	True	111	36.9444444444445	False
CD274	PD-L1	LB12	LB	55.280000000000001	0.46000000000000796	120.17391304347619	True	85	59.49999999999897	True
CD276	B7-H3	LB12	LB	126.34	0.46000000000000796	274.65217391303872	True	27	59.49999999999897	True
CTLA4	CTLA-4	LB12	LB	44.590000000000003	0.46000000000000796	96.934782608693979	True	140	59.49999999999897	False
HAVCR2	TIM-3	LB12	LB	31.59	0.46000000000000796	68.673913043477071	True	178	59.49999999999897	False
IDO1	IDO1	LB12	LB	43.659999999999997	0.46000000000000796	94.913043478259226	True	133	59.49999999999897	False
LAG3	LAG-3	LB12	LB	41.810000000000002	0.46000000000000796	90.891304347824516	True	160	59.49999999999897	False
PDCD1	PD-1	LB12	LB	58.060000000000002	0.46000000000000796	126.21739130434565	True	83	59.49999999999897	True
TIGIT	TIGIT	LB12	LB	37.619999999999997	0.46000000000000796	81.782608695650751	True	188	59.49999999999897	False
VSIR	VISTA	LB12	LB	65.489999999999995	0.46000000000000796	142.36956521738884	True	72	59.49999999999897	False
CD274	PD-L1	LB13	LB	51.490000000000002	0.37000000000000455	139.16216216216046	True	110	106.70270270270139	True
CD276	B7-H3	LB13	LB	161.94	0.37000000000000455	437.67567567567028	True	10	106.70270270270139	True
CTLA4	CTLA-4	LB13	LB	42.909999999999997	0.37000000000000455	115.97297297297153	True	184	106.70270270270139	False
HAVCR2	TIM-3	LB13	LB	46.270000000000003	0.37000000000000455	125.05405405405253	True	161	106.70270270270139	False
IDO1	IDO1	LB13	LB	36.57	0.37000000000000455	98.837837837836631	True	121	106.70270270270139	False
LAG3	LAG-3	LB13	LB	42.539999999999999	0.37000000000000455	114.97297297297156	True	176	106.70270270270139	False
PDCD1	PD-1	LB13	LB	55.969999999999999	0.37000000000000455	151.27027027026841	True	67	106.70270270270139	True
TIGIT	TIGIT	LB13	LB	40.299999999999997	0.37000000000000455	108.91891891891757	True	190	106.70270270270139	False
VSIR	VISTA	LB13	LB	52.609999999999999	0.37000000000000455	142.18918918918743	True	113	106.70270270270139	False
CD274	PD-L1	LB14	LB	68.590000000000003	0.30999999999999872	221.25806451612996	True	42	98.193548387097181	True
CD276	B7-H3	LB14	LB	149.16999999999999	0.30999999999999872	481.1935483870987	True	8	98.193548387097181	True
CTLA4	CTLA-4	LB14	LB	34.450000000000003	0.30999999999999872	111.12903225806498	True	131	98.193548387097181	False
HAVCR2	TIM-3	LB14	LB	48.600000000000001	0.30999999999999872	156.77419354838776	True	93	98.193548387097181	False
IDO1	IDO1	LB14	LB	83.969999999999999	0.30999999999999872	270.87096774193662	True	33	98.193548387097181	False
LAG3	LAG-3	LB14	LB	33.219999999999999	0.30999999999999872	107.16129032258108	True	136	98.193548387097181	False
PDCD1	PD-1	LB14	LB	59.979999999999997	0.30999999999999872	193.48387096774272	True	55	98.193548387097181	True
TIGIT	TIGIT	LB14	LB	30.760000000000002	0.30999999999999872	99.225806451613323	True	95	98.193548387097181	False
VSIR	VISTA	LB14	LB	49.520000000000003	0.30999999999999872	159.74193548387163	True	67	98.193548387097181	False
CD274	PD-L1	LB15	LB	43.560000000000002	0.48999999999999844	88.897959183673763	True	161	67.693877551020634	True
CD276	B7-H3	LB15	LB	158.59	0.48999999999999844	323.65306122449084	True	16	67.693877551020634	True
CTLA4	CTLA-4	LB15	LB	31.329999999999998	0.48999999999999844	63.93877551020428	True	208	67.693877551020634	False
HAVCR2	TIM-3	LB15	LB	42.090000000000003	0.48999999999999844	85.897959183673748	True	191	67.693877551020634	False
IDO1	IDO1	LB15	LB	47.969999999999999	0.48999999999999844	97.897959183673777	True	140	67.693877551020634	False
LAG3	LAG-3	LB15	LB	32.310000000000002	0.48999999999999844	65.938775510204295	True	206	67.693877551020634	False
PDCD1	PD-1	LB15	LB	64.609999999999999	0.48999999999999844	131.85714285714329	True	62	67.693877551020634	True
TIGIT	TIGIT	LB15	LB	37.689999999999998	0.48999999999999844	76.918367346939021	True	247	67.693877551020634	False
VSIR	VISTA	LB15	LB	53.840000000000003	0.48999999999999844	109.87755102040852	True	84	67.693877551020634	False
CD274	PD-L1	LB16	LB	161.97	0.33999999999999986	476.38235294117669	True	10	90.352941176470623	True
CD276	B7-H3	LB16	LB	107.41	0.33999999999999986	315.91176470588249	True	17	90.352941176470623	True
CTLA4	CTLA-4	LB16	LB	32.049999999999997	0.33999999999999986	94.26470588235297	True	156	90.352941176470623	False
HAVCR2	TIM-3	LB16	LB	37.509999999999998	0.33999999999999986	110.32352941176475	True	178	90.352941176470623	False
IDO1	IDO1	LB16	LB	216.52000000000001	0.33999999999999986	636.82352941176498	True	2	90.352941176470623	False
LAG3	LAG-3	LB16	LB	40.579999999999998	0.33999999999999986	119.35294117647064	True	156	90.352941176470623	False
PDCD1	PD-1	LB16	LB	60.009999999999998	0.33999999999999986	176.50000000000006	True	47	90.352941176470623	True
TIGIT	TIGIT	LB16	LB	31.710000000000001	0.33999999999999986	93.264705882352985	True	139	90.352941176470623	False
VSIR	VISTA	LB16	LB	34.780000000000001	0.33999999999999986	102.29411764705887	True	150	90.352941176470623	False
CD274	PD-L1	LB17	LB	59.18	0.57000000000000028	103.82456140350872	True	139	74.22807017543856	True
CD276	B7-H3	LB17	LB	145.09999999999999	0.57000000000000028	254.5614035087718	True	10	74.22807017543856	True
CTLA4	CTLA-4	LB17	LB	46.659999999999997	0.57000000000000028	81.859649122806971	True	257	74.22807017543856	False
HAVCR2	TIM-3	LB17	LB	56.329999999999998	0.57000000000000028	98.824561403508724	True	170	74.22807017543856	False
IDO1	IDO1	LB17	LB	52.920000000000002	0.57000000000000028	92.842105263157848	True	203	74.22807017543856	False
LAG3	LAG-3	LB17	LB	37.560000000000002	0.57000000000000028	65.894736842105232	True	142	74.22807017543856	False
PDCD1	PD-1	LB17	LB	86.489999999999995	0.57000000000000028	151.73684210526307	True	52	74.22807017543856	True
TIGIT	TIGIT	LB17	LB	50.07	0.57000000000000028	87.842105263157848	True	214	74.22807017543856	False
VSIR	VISTA	LB17	LB	81.939999999999998	0.57000000000000028	143.75438596491222	True	76	74.22807017543856	False
CD274	PD-L1	LB18	LB	101.05	1	101.05	True	67	30.98	True
CD276	B7-H3	LB18	LB	130.06	1	130.06	True	46	30.98	True
CTLA4	CTLA-4	LB18	LB	31.010000000000002	1	31.010000000000002	True	164	30.98	False
HAVCR2	TIM-3	LB18	LB	48.020000000000003	1	48.020000000000003	True	373	30.98	False
IDO1	IDO1	LB18	LB	46.020000000000003	1	46.020000000000003	True	365	30.98	False
LAG3	LAG-3	LB18	LB	36.020000000000003	1	36.020000000000003	True	263	30.98	False
PDCD1	PD-1	LB18	LB	76.040000000000006	1	76.040000000000006	True	153	30.98	True
TIGIT	TIGIT	LB18	LB	42.020000000000003	1	42.020000000000003	True	356	30.98	False
VSIR	VISTA	LB18	LB	54.030000000000001	1	54.030000000000001	True	274	30.98	False
CD274	PD-L1	LB19	LB	56.57	0.33000000000001251	171.42424242423593	True	65	100.12121212120833	True
CD276	B7-H3	LB19	LB	102.09	0.33000000000001251	309.36363636362466	True	33	100.12121212120833	True
CTLA4	CTLA-4	LB19	LB	31.800000000000001	0.33000000000001251	96.363636363632708	True	139	100.12121212120833	False
HAVCR2	TIM-3	LB19	LB	43.509999999999998	0.33000000000001251	131.84848484847984	True	112	100.12121212120833	False
IDO1	IDO1	LB19	LB	43.850000000000001	0.33000000000001251	132.87878787878284	True	107	100.12121212120833	False
LAG3	LAG-3	LB19	LB	38.829999999999998	0.33000000000001251	117.66666666666221	True	156	100.12121212120833	False
PDCD1	PD-1	LB19	LB	81.340000000000003	0.33000000000001251	246.48484848483915	True	36	100.12121212120833	True
TIGIT	TIGIT	LB19	LB	36.82	0.33000000000001251	111.57575757575334	True	156	100.12121212120833	False
VSIR	VISTA	LB19	LB	54.560000000000002	0.33000000000001251	165.33333333332706	True	51	100.12121212120833	False
CD274	PD-L1	LB20	LB	138.72999999999999	1.0800000000000125	128.45370370370222	True	34	49.675925925925348	True
CD276	B7-H3	LB20	LB	105.13	1.0800000000000125	97.342592592591458	True	82	49.675925925925348	True
CTLA4	CTLA-4	LB20	LB	45.520000000000003	1.0800000000000125	42.148148148147662	True	293	49.675925925925348	False
HAVCR2	TIM-3	LB20	LB	47.689999999999998	1.0800000000000125	44.157407407406893	True	331	49.675925925925348	False
IDO1	IDO1	LB20	LB	46.609999999999999	1.0800000000000125	43.157407407406907	True	273	49.675925925925348	False
LAG3	LAG-3	LB20	LB	50.939999999999998	1.0800000000000125	47.166666666666117	True	384	49.675925925925348	False
PDCD1	PD-1	LB20	LB	105.13	1.0800000000000125	97.342592592591458	True	82	49.675925925925348	True
TIGIT	TIGIT	LB20	LB	55.280000000000001	1.0800000000000125	51.185185185184594	True	451	49.675925925925348	False
VSIR	VISTA	LB20	LB	63.950000000000003	1.0800000000000125	59.21296296296228	True	339	49.675925925925348	False
CD274	PD-L1	LB21	LB	29.48	0.25999999999999979	113.38461538461549	True	117	97.076923076923151	True
CD276	B7-H3	LB21	LB	146.09	0.25999999999999979	561.88461538461581	True	7	97.076923076923151	True
CTLA4	CTLA-4	LB21	LB	17.739999999999998	0.25999999999999979	68.230769230769283	True	37	97.076923076923151	False
HAVCR2	TIM-3	LB21	LB	36.520000000000003	0.25999999999999979	140.46153846153859	True	51	97.076923076923151	False
IDO1	IDO1	LB21	LB	22.699999999999999	0.25999999999999979	87.307692307692378	True	134	97.076923076923151	False
LAG3	LAG-3	LB21	LB	25.559999999999999	0.25999999999999979	98.307692307692378	True	157	97.076923076923151	False
PDCD1	PD-1	LB21	LB	50.869999999999997	0.25999999999999979	195.6538461538463	True	28	97.076923076923151	True
TIGIT	TIGIT	LB21	LB	24.52	0.25999999999999979	94.307692307692378	True	172	97.076923076923151	False
VSIR	VISTA	LB21	LB	76.430000000000007	0.25999999999999979	293.96153846153874	True	19	97.076923076923151	False
CD274	PD-L1	LB24	LB	169.08000000000001	1.8599999999999994	90.903225806451644	True	20	24.247311827956999	True
CD276	B7-H3	LB24	LB	146.78	1.8599999999999994	78.913978494623677	True	34	24.247311827956999	True
CTLA4	CTLA-4	LB24	LB	52.020000000000003	1.8599999999999994	27.967741935483883	True	486	24.247311827956999	False
HAVCR2	TIM-3	LB24	LB	68.75	1.8599999999999994	36.962365591397862	True	646	24.247311827956999	False
IDO1	IDO1	LB24	LB	76.180000000000007	1.8599999999999994	40.956989247311846	True	549	24.247311827956999	False
LAG3	LAG-3	LB24	LB	63.170000000000002	1.8599999999999994	33.962365591397862	True	598	24.247311827956999	False
PDCD1	PD-1	LB24	LB	94.760000000000005	1.8599999999999994	50.946236559139805	True	272	24.247311827956999	True
TIGIT	TIGIT	LB24	LB	66.890000000000001	1.8599999999999994	35.962365591397862	True	677	24.247311827956999	False
VSIR	VISTA	LB24	LB	59.460000000000001	1.8599999999999994	31.967741935483883	True	639	24.247311827956999	False
CD274	PD-L1	LB31	LB	61.399999999999999	2.1200000000000045	28.962264150943334	True	344	14.50943396226412	True
CD276	B7-H3	LB31	LB	175.72999999999999	2.1200000000000045	82.891509433962085	True	42	14.50943396226412	True
CTLA4	CTLA-4	LB31	LB	48.700000000000003	2.1200000000000045	22.971698113207498	True	534	14.50943396226412	False
HAVCR2	TIM-3	LB31	LB	46.579999999999998	2.1200000000000045	21.971698113207498	True	608	14.50943396226412	False
IDO1	IDO1	LB31	LB	31.760000000000002	2.1200000000000045	14.981132075471667	True	609	14.50943396226412	False
LAG3	LAG-3	LB31	LB	25.41	2.1200000000000045	11.985849056603747	True	382	14.50943396226412	False
PDCD1	PD-1	LB31	LB	80.459999999999994	2.1200000000000045	37.952830188679158	True	211	14.50943396226412	True
TIGIT	TIGIT	LB31	LB	40.229999999999997	2.1200000000000045	18.976415094339579	True	718	14.50943396226412	False
VSIR	VISTA	LB31	LB	40.229999999999997	2.1200000000000045	18.976415094339579	True	718	14.50943396226412	False
