rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence
148	CD55_ADGRE5	CD55 - ADGRE5	ADGRE	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	CD55	ADGRE5	CD55	ADGRE5	LB	TIME-B	primary	8	0.38095238095238104	0.38095238095238104	0.3518125531175649	7	0.875	0.07142857142857144	0.8790481931481541	-0.3095238095238096	fitted	CD55:25/27	ADGRE5:7/8	secreted	True	True	PMID: 31462748
149	COL1A1_GP6	COL1A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A1	GP6	COL1A1	GP6	LB	TIME-B	primary	8	0.38095238095238104	0.38095238095238104	0.3518125531175649	8	1.0	0.38095238095238104	0.3518125531175649	0.0	fitted	COL1A1:25/27	GP6:8/8	secreted	False		KEGG: hsa04512
150	SDC1_ADGRA2	SDC1 - ADGRA2	ADGRA	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	SDC1	ADGRA2	SDC1	ADGRA2	LB	TIME-B	primary	8	-0.38095238095238104	0.38095238095238104	0.3518125531175649	7	0.875	-0.42857142857142866	0.3373683110858241	-0.047619047619047616	fitted	SDC1:25/27	ADGRA2:7/8	secreted	True	True	PMID: 31462748
151	COL4A1_GP6	COL4A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL4A1	GP6	COL4A1	GP6	LB	TIME-B	primary	8	-0.38095238095238104	0.38095238095238104	0.3518125531175649	5	0.625				below_min_n (5 < 6)	COL4A1:15/27	GP6:8/8	secreted	False		KEGG: hsa04512
152	JAM3_F11R	JAM3 - F11R	JAM	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	JAM3	F11R	JAM3	F11R	TIME-B	LB	primary	8	0.38095238095238104	0.38095238095238104	0.3518125531175649	4	0.5				below_min_n (4 < 6)	JAM3:4/8	F11R:26/27	secreted	True	True	KEGG: hsa04514
153	CXCL12_CXCR4	CXCL12 - CXCR4	CXCL	Secreted Signaling	brain	ligand_immune__receptor_tumour	CXCL12	CXCR4	CXCL12	CXCR4	TIME-B	LB	primary	8	-0.38095238095238104	0.38095238095238104	0.3518125531175649	7	0.875	-0.07142857142857144	0.8790481931481541	0.3095238095238096	fitted	CXCL12:7/8	CXCR4:27/27	cytokine;growth factor	False	True	KEGG: hsa04060
154	PTPRC_CD22	PTPRC - CD22	CD45	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	PTPRC	CD22	PTPRC	CD22	TIME-B	LB	primary	8	-0.38095238095238104	0.38095238095238104	0.3518125531175649	7	0.875	-0.07142857142857144	0.8790481931481541	0.3095238095238096	fitted	PTPRC:7/8	CD22:26/27		True	True	PMID: 12115612
155	PLAU_PLAUR	PLAU - PLAUR	PLAU	Secreted Signaling	lung	ligand_tumour__receptor_immune	PLAU	PLAUR	PLAU	PLAUR	L	TIME-L	primary	13	0.37912087912087916	0.37912087912087916	0.20140608996104342	6	0.46153846153846156	0.4285714285714286	0.3965014577259473	0.04945054945054944	fitted	PLAU:21/30	PLAUR:11/15	secreted	False	True	uniprot
156	COL6A1_SDC1	COL6A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A1	SDC1	COL6A1	SDC1	TIME-L	L	primary	13	0.37912087912087916	0.37912087912087916	0.20140608996104342	13	1.0	0.37912087912087916	0.20140608996104342	0.0	fitted	COL6A1:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512
157	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A2	CD44	COL1A2	CD44	L	TIME-L	primary	13	-0.37912087912087916	0.37912087912087916	0.20140608996104342	13	1.0	-0.37912087912087916	0.20140608996104342	0.0	fitted	COL1A2:30/30	CD44:15/15	secreted	False	True	KEGG: hsa04512
158	COL6A2_SDC4	COL6A2 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A2	SDC4	COL6A2	SDC4	L	TIME-L	primary	13	-0.3736263736263736	0.3736263736263736	0.20855405979520913	10	0.7692307692307693	-0.1515151515151515	0.6760651759978539	0.22211122211122208	fitted	COL6A2:28/30	SDC4:13/15	secreted	False		KEGG: hsa04512
159	FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	lung	ligand_tumour__receptor_immune	FN1	CD44	FN1	CD44	L	TIME-L	primary	13	0.3736263736263736	0.3736263736263736	0.20855405979520913	12	0.9230769230769231	0.44055944055944063	0.1517350357167303	0.06693306693306705	fitted	FN1:29/30	CD44:15/15	secreted	False	True	KEGG: hsa04512
160	EFNA1_EPHA2	EFNA1 - EPHA2	EPHA	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	EFNA1	EPHA2	EFNA1	EPHA2	TIME-L	L	primary	13	-0.3736263736263736	0.3736263736263736	0.20855405979520913	6	0.46153846153846156	0.2571428571428572	0.6227871720116619	0.6307692307692307	fitted	EFNA1:12/15	EPHA2:20/30	secreted	True	True	PMID: 15114347
161	FN1_SDC4	FN1 - SDC4	FN1	ECM-Receptor	lung	ligand_tumour__receptor_immune	FN1	SDC4	FN1	SDC4	L	TIME-L	primary	13	-0.3681318681318681	0.3681318681318681	0.21585718064938142	10	0.7692307692307693	-0.5515151515151515	0.098401176669635	-0.1833832833832834	fitted	FN1:29/30	SDC4:13/15	secreted	False		KEGG: hsa04512
162	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	MPZL1	MPZL1	MPZL1	MPZL1	TIME-L	L	primary	13	0.3626373626373627	0.3626373626373627	0.22331572029248167	13	1.0	0.3626373626373627	0.22331572029248167	0.0	fitted	MPZL1:15/15	MPZL1:30/30		True	True	KEGG: hsa04514
163	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	MPZL1	MPZL1	MPZL1	MPZL1	L	TIME-L	primary	13	0.3626373626373627	0.3626373626373627	0.22331572029248167	13	1.0	0.3626373626373627	0.22331572029248167	0.0	fitted	MPZL1:30/30	MPZL1:15/15		True	True	KEGG: hsa04514
164	NEGR1_NEGR1	NEGR1 - NEGR1	NEGR	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	NEGR1	NEGR1	NEGR1	NEGR1	L	TIME-L	primary	13	0.3626373626373627	0.3626373626373627	0.22331572029248167	12	0.9230769230769231	0.18881118881118883	0.5567370561768314	-0.17382617382617385	fitted	NEGR1:29/30	NEGR1:14/15				KEGG: hsa04514
165	HLA-A_CD8A	HLA-A - CD8A	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-A	CD8A	HLA-A	CD8A	L	TIME-L	primary	13	-0.3626373626373627	0.3626373626373627	0.22331572029248167	10	0.7692307692307693	-0.5030303030303029	0.13833369839449194	-0.14039294039294026	fitted	HLA-A:30/30	CD8A:12/15		True	True	KEGG: hsa04514
166	NEGR1_NEGR1	NEGR1 - NEGR1	NEGR	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	NEGR1	NEGR1	NEGR1	NEGR1	TIME-L	L	primary	13	0.3626373626373627	0.3626373626373627	0.22331572029248167	12	0.9230769230769231	0.18881118881118883	0.5567370561768314	-0.17382617382617385	fitted	NEGR1:14/15	NEGR1:29/30				KEGG: hsa04514
167	COL1A1_GP6	COL1A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A1	GP6	COL1A1	GP6	TIME-B	LB	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	8	1.0	0.3571428571428572	0.3851206435562562	0.0	fitted	COL1A1:8/8	GP6:25/27	secreted	False		KEGG: hsa04512
168	ANGPTL4_SDC4	ANGPTL4 - SDC4	ANGPTL	Secreted Signaling	brain	ligand_tumour__receptor_immune	ANGPTL4	SDC4	ANGPTL4	SDC4	LB	TIME-B	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	4	0.5				below_min_n (4 < 6)	ANGPTL4:14/27	SDC4:5/8				PMID: 29017031
169	PPIA_BSG	PPIA - BSG	CypA	Secreted Signaling	brain	ligand_immune__receptor_tumour	PPIA	BSG	PPIA	BSG	TIME-B	LB	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	8	1.0	0.3571428571428572	0.3851206435562562	0.0	fitted	PPIA:8/8	BSG:27/27	secreted	False	True	PMID: 36012604
170	LRFN4_PTPRF	LRFN4 - PTPRF	PTPR	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	LRFN4	PTPRF	LRFN4	PTPRF	LB	TIME-B	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	4	0.5				below_min_n (4 < 6)	LRFN4:16/27	PTPRF:5/8		True	True	PMID: 29674953;PMID: 23916315
171	THBS2_SDC4	THBS2 - SDC4	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS2	SDC4	THBS2	SDC4	TIME-B	LB	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	7	0.875	0.642857142857143	0.11939237342741099	0.2857142857142858	fitted	THBS2:8/8	SDC4:26/27		False		KEGG: hsa04512
172	TGM2_ADGRG1	TGM2 - ADGRG1	ADGRG	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	TGM2	ADGRG1	TGM2	ADGRG1	LB	TIME-B	primary	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	3	0.375				below_min_n (3 < 6)	TGM2:19/27	ADGRG1:4/8	secreted	False	True	PMID: 31462748
173	PTN_SDC3	PTN - SDC3	PTN	Secreted Signaling	brain	ligand_immune__receptor_tumour	PTN	SDC3	PTN	SDC3	TIME-B	LB	primary	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	3	0.375				below_min_n (3 < 6)	PTN:5/8	SDC3:15/27	growth factor	False		PMID: 28356350; PMID: 25620911
174	COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A1	CD44	COL4A1	CD44	TIME-B	LB	primary	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	7	0.875	-0.21428571428571433	0.6445115810207203	0.14285714285714288	fitted	COL4A1:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512
175	JAG1_NOTCH2	JAG1 - NOTCH2	NOTCH	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	JAG1	NOTCH2	JAG1	NOTCH2	LB	TIME-B	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	3	0.375				below_min_n (3 < 6)	JAG1:16/27	NOTCH2:8/8		True	True	PMID: 22353464
176	THBS3_SDC1	THBS3 - SDC1	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS3	SDC1	THBS3	SDC1	TIME-B	LB	primary	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	4	0.5				below_min_n (4 < 6)	THBS3:4/8	SDC1:25/27			True	KEGG: hsa04512
177	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	SEMA4D	PLXNB2	SEMA4D	PLXNB2	TIME-B	LB	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	6	0.75	0.5428571428571429	0.26570262390670546	0.18571428571428572	fitted	SEMA4D:6/8	PLXNB2:27/27		True	True	PMID: 27533782
178	THBS3_CD47	THBS3 - CD47	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS3	CD47	THBS3	CD47	LB	TIME-B	primary	8	-0.3571428571428572	0.3571428571428572	0.3851206435562562	7	0.875	-0.39285714285714296	0.3833168704269725	-0.035714285714285754	fitted	THBS3:27/27	CD47:7/8			True	KEGG: hsa04512
179	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-DQB1	CD4	HLA-DQB1	CD4	LB	TIME-B	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	5	0.625				below_min_n (5 < 6)	HLA-DQB1:16/27	CD4:8/8				KEGG: hsa04514
180	COL6A3_GP6	COL6A3 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A3	GP6	COL6A3	GP6	TIME-B	LB	primary	8	0.3571428571428572	0.3571428571428572	0.3851206435562562	8	1.0	0.3571428571428572	0.3851206435562562	0.0	fitted	COL6A3:8/8	GP6:25/27	secreted	False		KEGG: hsa04512
181	COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL4A1	SDC1	COL4A1	SDC1	L	TIME-L	primary	13	-0.35714285714285715	0.35714285714285715	0.23092986230203388	3	0.23076923076923078				below_min_n (3 < 6)	COL4A1:18/30	SDC1:11/15	secreted	False	True	KEGG: hsa04512
182	TNC_SDC4	TNC - SDC4	TENASCIN	ECM-Receptor	lung	ligand_immune__receptor_tumour	TNC	SDC4	TNC	SDC4	TIME-L	L	primary	13	-0.35714285714285715	0.35714285714285715	0.23092986230203388	11	0.8461538461538461	-0.5545454545454546	0.0766523333397824	-0.1974025974025974	fitted	TNC:13/15	SDC4:30/30	secreted	False		KEGG: hsa04512
183	COL4A1_GP6	COL4A1 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A1	GP6	COL4A1	GP6	TIME-L	L	primary	13	-0.35714285714285715	0.35714285714285715	0.23092986230203388	12	0.9230769230769231	-0.18181818181818185	0.5717012385276553	0.1753246753246753	fitted	COL4A1:15/15	GP6:29/30	secreted	False		KEGG: hsa04512
184	COL1A1_SDC4	COL1A1 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A1	SDC4	COL1A1	SDC4	L	TIME-L	primary	13	-0.35714285714285715	0.35714285714285715	0.23092986230203388	10	0.7692307692307693	-0.12727272727272726	0.7260570147627894	0.2298701298701299	fitted	COL1A1:29/30	SDC4:13/15	secreted	False		KEGG: hsa04512
185	SEMA4C_PLXNB2	SEMA4C - PLXNB2	SEMA4	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	SEMA4C	PLXNB2	SEMA4C	PLXNB2	L	TIME-L	primary	13	-0.3516483516483516	0.3516483516483516	0.23869970534203375	9	0.6923076923076923	-0.2833333333333333	0.46003032896572005	0.0683150183150183	fitted	SEMA4C:24/30	PLXNB2:15/15		True	True	PMID: 27533782
186	HLA-F_KIR3DL1	HLA-F - KIR3DL1	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-F	KIR3DL1	HLA-F	KIR3DL1	L	TIME-L	primary	13	-0.3493813484042632	0.3493813484042632	0.241950880106297	10	0.7692307692307693	-0.04242424242424241	0.9073638178128159	0.3069571059800208	fitted	HLA-F:23/30	KIR3DL1:15/15		True	True	PMID: 28484462
187	COL6A1_GP6	COL6A1 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A1	GP6	COL6A1	GP6	TIME-L	L	primary	13	-0.34615384615384615	0.34615384615384615	0.24662526251007164	12	0.9230769230769231	-0.3636363636363637	0.24526500073077723	-0.017482517482517557	fitted	COL6A1:15/15	GP6:29/30	secreted	False		KEGG: hsa04512
188	COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A2	CD44	COL6A2	CD44	TIME-L	L	primary	13	0.34615384615384615	0.34615384615384615	0.24662526251007164	12	0.9230769230769231	0.16783216783216784	0.6020994277865379	-0.1783216783216783	fitted	COL6A2:15/15	CD44:29/30	secreted	False	True	KEGG: hsa04512
189	FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	lung	ligand_immune__receptor_tumour	FN1	SDC1	FN1	SDC1	TIME-L	L	primary	13	0.34615384615384615	0.34615384615384615	0.24662526251007164	13	1.0	0.34615384615384615	0.24662526251007164	0.0	fitted	FN1:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512
190	LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMB1	CD44	LAMB1	CD44	TIME-L	L	primary	13	0.34615384615384615	0.34615384615384615	0.24662526251007164	12	0.9230769230769231	0.16783216783216784	0.6020994277865379	-0.1783216783216783	fitted	LAMB1:15/15	CD44:29/30			True	KEGG: hsa04512
191	HLA-E_KLRK1	HLA-E - KLRK1	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-E	KLRK1	HLA-E	KLRK1	L	TIME-L	primary	13	0.34615384615384615	0.34615384615384615	0.24662526251007164	8	0.6153846153846154	0.30952380952380953	0.4556448907375821	-0.03663003663003661	fitted	HLA-E:30/30	KLRK1:10/15		True	True	PMID: 28484462
192	TNFSF12_TNFRSF12A	TNFSF12 - TNFRSF12A	TWEAK	Secreted Signaling	lung	ligand_immune__receptor_tumour	TNFSF12	TNFRSF12A	TNFSF12	TNFRSF12A	TIME-L	L	primary	13	0.34112824568605227	0.34112824568605227	0.2540107344193662	8	0.6153846153846154	0.45509797952703834	0.2571920854587725	0.11396973384098608	fitted	TNFSF12:10/15	TNFRSF12A:28/30	cytokine	True	True	KEGG: hsa04060
193	CD99_PILRB	Cd99 - Pilrb	CD99	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CD99	PILRB	CD99	PILRB	TIME-L	L	primary	13	0.34065934065934067	0.34065934065934067	0.25470646075412506	10	0.7692307692307693	0.5393939393939393	0.1075931877824148	0.19873459873459864	fitted	CD99:15/15	PILRB:27/30		True	True	uniprot;PMID:18234675
194	PVR_TIGIT	PVR - TIGIT	PVR	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	PVR	TIGIT	PVR	TIGIT	L	TIME-L	primary	13	0.33516483516483514	0.33516483516483514	0.2629431403593601	5	0.38461538461538464				below_min_n (5 < 6)	PVR:25/30	TIGIT:8/15	secreted	True	True	KEGG: hsa04514
195	ANXA1_FPR1	ANXA1 - FPR1	ANNEXIN	Secreted Signaling	brain	ligand_tumour__receptor_immune	ANXA1	FPR1	ANXA1	FPR1	LB	TIME-B	primary	8	-0.3333333333333334	0.3333333333333334	0.41975308641975323	6	0.75	-0.3714285714285715	0.4684781341107872	-0.03809523809523807	fitted	ANXA1:25/27	FPR1:6/8	secreted	False	True	PMID: 23230437
196	BTC_EGFR	BTC - EGFR	EGF	Secreted Signaling	brain	ligand_immune__receptor_tumour	BTC	EGFR	BTC	EGFR	TIME-B	LB	primary	8	-0.3333333333333334	0.3333333333333334	0.41975308641975323	3	0.375				below_min_n (3 < 6)	BTC:6/8	EGFR:19/27	growth factor	True	True	KEGG: hsa04012
197	IGFBP3_TMEM219	IGFBP3 - TMEM219	IGFBP	Secreted Signaling	lung	ligand_tumour__receptor_immune	IGFBP3	TMEM219	IGFBP3	TMEM219	L	TIME-L	primary	13	0.32967032967032966	0.32967032967032966	0.2713350545052358	9	0.6923076923076923	-0.16666666666666669	0.668231040071504	-0.49633699633699635	fitted	IGFBP3:20/30	TMEM219:15/15	secreted	False	True	PMID:20353938
198	GAS6_TYRO3	GAS6 - TYRO3	GAS	Secreted Signaling	lung	ligand_immune__receptor_tumour	GAS6	TYRO3	GAS6	TYRO3	TIME-L	L	primary	13	0.327373074489034	0.327373074489034	0.27488966062773984	4	0.3076923076923077				below_min_n (4 < 6)	GAS6:15/15	TYRO3:15/30	secreted	False	True	PMID: 27801848
199	COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A1	SDC1	COL1A1	SDC1	L	TIME-L	primary	13	0.32417582417582413	0.32417582417582413	0.27988186889314	10	0.7692307692307693	0.3696969696969697	0.29305007529282234	0.045521145521145556	fitted	COL1A1:29/30	SDC1:11/15	secreted	False	True	KEGG: hsa04512
200	LAMA3_CD44	LAMA3 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMA3	CD44	LAMA3	CD44	L	TIME-L	primary	13	-0.3186813186813187	0.3186813186813187	0.2885831614447202	5	0.38461538461538464				below_min_n (5 < 6)	LAMA3:18/30	CD44:15/15	secreted	False	True	KEGG: hsa04512
201	CD99_CD99L2	CD99 - CD99L2	CD99	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CD99	CD99L2	CD99	CD99L2	TIME-L	L	primary	13	-0.3131868131868132	0.3131868131868132	0.29743842207102933	6	0.46153846153846156	-0.7714285714285715	0.07239650145772594	-0.4582417582417583	fitted	CD99:15/15	CD99L2:18/30		True		KEGG: hsa04514
202	HLA-G_LILRB2	HLA-G - LILRB2	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-G	LILRB2	HLA-G	LILRB2	L	TIME-L	primary	13	0.3131868131868132	0.3131868131868132	0.29743842207102933	6	0.46153846153846156	-0.2	0.7040000000000001	-0.5131868131868131	fitted	HLA-G:15/30	LILRB2:14/15		True	True	PMID: 28484462
203	PRNP_ADGRG6	PRNP - ADGRG6	ADGRG	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	PRNP	ADGRG6	PRNP	ADGRG6	TIME-L	L	primary	13	0.3108668690526121	0.3108668690526121	0.3012234648563529	8	0.6153846153846154	-0.1666666666666667	0.6932388117283949	-0.4775335357192788	fitted	PRNP:14/15	ADGRG6:19/30		False	True	PMID: 31462748
204	HLA-A_KIR3DL1	HLA-A - KIR3DL1	MHC-I	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-A	KIR3DL1	HLA-A	KIR3DL1	LB	TIME-B	primary	8	0.30952380952380953	0.30952380952380953	0.4556448907375821	7	0.875	0.03571428571428572	0.9394082054712856	-0.27380952380952384	fitted	HLA-A:27/27	KIR3DL1:7/8		True	True	PMID: 28484462
205	LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMC1	CD44	LAMC1	CD44	TIME-B	LB	primary	8	0.30952380952380953	0.30952380952380953	0.4556448907375821	7	0.875	0.5714285714285715	0.18020198891152753	0.261904761904762	fitted	LAMC1:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512
206	TGM2_ADGRG1	TGM2 - ADGRG1	ADGRG	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	TGM2	ADGRG1	TGM2	ADGRG1	TIME-B	LB	primary	8	-0.30952380952380953	0.30952380952380953	0.4556448907375821	6	0.75	0.3714285714285715	0.4684781341107872	0.680952380952381	fitted	TGM2:6/8	ADGRG1:23/27	secreted	False	True	PMID: 31462748
207	COL6A1_GP6	COL6A1 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL6A1	GP6	COL6A1	GP6	LB	TIME-B	primary	8	0.30952380952380953	0.30952380952380953	0.4556448907375821	8	1.0	0.30952380952380953	0.4556448907375821	0.0	fitted	COL6A1:27/27	GP6:8/8	secreted	False		KEGG: hsa04512
208	APP_TNFRSF21	APP - TNFRSF21	APP	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	APP	TNFRSF21	APP	TNFRSF21	LB	TIME-B	primary	8	-0.30952380952380953	0.30952380952380953	0.4556448907375821	8	1.0	-0.30952380952380953	0.4556448907375821	0.0	fitted	APP:26/27	TNFRSF21:8/8		True	True	PMID: 33075465
209	LAMB2_DAG1	LAMB2 - DAG1	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMB2	DAG1	LAMB2	DAG1	TIME-L	L	primary	13	0.30769230769230765	0.30769230769230765	0.30644705251252874	10	0.7692307692307693	0.35757575757575755	0.3103760917056803	0.04988344988344989	fitted	LAMB2:14/15	DAG1:28/30			True	KEGG: hsa04512
210	FN1_CD44	FN1 - CD44	FN1	ECM-Receptor	lung	ligand_immune__receptor_tumour	FN1	CD44	FN1	CD44	TIME-L	L	primary	13	0.30769230769230765	0.30769230769230765	0.30644705251252874	12	0.9230769230769231	0.2867132867132868	0.36625146058358227	-0.02097902097902088	fitted	FN1:15/15	CD44:29/30	secreted	False	True	KEGG: hsa04512
211	GDF15_TGFBR2	GDF15 - TGFBR2	GDF	Secreted Signaling	lung	ligand_tumour__receptor_immune	GDF15	TGFBR2	GDF15	TGFBR2	L	TIME-L	primary	13	-0.30769230769230765	0.30769230769230765	0.30644705251252874	11	0.8461538461538461	-0.19090909090909092	0.5739131682855215	0.11678321678321674	fitted	GDF15:22/30	TGFBR2:15/15			True	KEGG: hsa04350
212	LAMC2_CD44	LAMC2 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMC2	CD44	LAMC2	CD44	L	TIME-L	primary	13	0.3026137663344012	0.3026137663344012	0.3149094795743657	11	0.8461538461538461	0.2369026647406667	0.4830654080776246	-0.06571110159373447	fitted	LAMC2:27/30	CD44:15/15			True	KEGG: hsa04512
213	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	PTPRM	PTPRM	PTPRM	PTPRM	L	TIME-L	primary	13	0.3021978021978022	0.3021978021978022	0.31560836624995475	4	0.3076923076923077				below_min_n (4 < 6)	PTPRM:18/30	PTPRM:11/15				KEGG: hsa04514
214	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	PTPRM	PTPRM	PTPRM	PTPRM	TIME-L	L	primary	13	0.3021978021978022	0.3021978021978022	0.31560836624995475	4	0.3076923076923077				below_min_n (4 < 6)	PTPRM:11/15	PTPRM:18/30				KEGG: hsa04514
215	THBS3_SDC4	THBS3 - SDC4	THBS	ECM-Receptor	lung	ligand_tumour__receptor_immune	THBS3	SDC4	THBS3	SDC4	L	TIME-L	primary	13	0.3021978021978022	0.3021978021978022	0.31560836624995475	10	0.7692307692307693	-0.06666666666666665	0.8548130882487427	-0.36886446886446883	fitted	THBS3:27/30	SDC4:13/15				KEGG: hsa04512
216	ICAM1_SPN	ICAM1 - SPN	ICAM	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	ICAM1	SPN	ICAM1	SPN	TIME-L	L	primary	13	-0.3021978021978022	0.3021978021978022	0.31560836624995475	8	0.6153846153846154	-0.523809523809524	0.18272075053971482	-0.22161172161172177	fitted	ICAM1:15/15	SPN:21/30		True	True	PMID: 1683685
217	PTPRC_MRC1	PTPRC - MRC1	CD45	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	PTPRC	MRC1	PTPRC	MRC1	L	TIME-L	primary	13	0.2967032967032967	0.2967032967032967	0.324921588485975	6	0.46153846153846156	0.3142857142857143	0.5440932944606415	0.017582417582417575	fitted	PTPRC:17/30	MRC1:11/15		True	True	PMID: 27601670; PMID: 10575006
218	COL1A1_SDC1	COL1A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A1	SDC1	COL1A1	SDC1	TIME-L	L	primary	13	0.2967032967032967	0.2967032967032967	0.324921588485975	13	1.0	0.2967032967032967	0.324921588485975	0.0	fitted	COL1A1:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512
219	LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMC1	CD44	LAMC1	CD44	TIME-L	L	primary	13	-0.2916096293767866	0.2916096293767866	0.33369032627489575	11	0.8461538461538461	-0.36363636363636365	0.2716375409938225	-0.07202673425957706	fitted	LAMC1:14/15	CD44:29/30	secreted	False	True	KEGG: hsa04512
