rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence
466	COL1A2_SDC4	COL1A2 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A2	SDC4	COL1A2	SDC4	TIME-B	LB	primary	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	7	0.875	0.3214285714285715	0.4820720382996776	0.3690476190476191	fitted	COL1A2:8/8	SDC4:26/27	secreted	False		KEGG: hsa04512
467	THBS1_CD47	THBS1 - CD47	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS1	CD47	THBS1	CD47	LB	TIME-B	primary	8	0.04761904761904763	0.04761904761904763	0.9108491685195836	5	0.625				below_min_n (5 < 6)	THBS1:18/27	CD47:7/8		False	True	KEGG: hsa04512
468	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	MPZL1	MPZL1	MPZL1	MPZL1	LB	TIME-B	primary	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	8	1.0	-0.04761904761904763	0.9108491685195836	0.0	fitted	MPZL1:26/27	MPZL1:8/8		True	True	KEGG: hsa04514
469	MPZL1_MPZL1	MPZL1 - MPZL1	MPZ	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	MPZL1	MPZL1	MPZL1	MPZL1	TIME-B	LB	primary	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	8	1.0	-0.04761904761904763	0.9108491685195836	0.0	fitted	MPZL1:8/8	MPZL1:26/27		True	True	KEGG: hsa04514
470	F11R_F11R	F11R - F11R	JAM	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	F11R	F11R	F11R	F11R	LB	TIME-B	primary	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	5	0.625				below_min_n (5 < 6)	F11R:26/27	F11R:5/8		True	True	KEGG: hsa04514
471	THBS3_CD47	THBS3 - CD47	THBS	ECM-Receptor	brain	ligand_immune__receptor_tumour	THBS3	CD47	THBS3	CD47	TIME-B	LB	primary	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	4	0.5				below_min_n (4 < 6)	THBS3:4/8	CD47:24/27			True	KEGG: hsa04512
472	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CD46	JAG1	CD46	JAG1	TIME-B	LB	primary	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	3	0.375				below_min_n (3 < 6)	CD46:8/8	JAG1:16/27		True	True	PMID: 23086448
473	COL9A2_SDC1	COL9A2 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL9A2	SDC1	COL9A2	SDC1	LB	TIME-B	primary	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	5	0.625				below_min_n (5 < 6)	COL9A2:17/27	SDC1:5/8	secreted	False	True	KEGG: hsa04512
474	COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL4A1	SDC1	COL4A1	SDC1	TIME-B	LB	primary	8	0.04761904761904763	0.04761904761904763	0.9108491685195836	8	1.0	0.04761904761904763	0.9108491685195836	0.0	fitted	COL4A1:8/8	SDC1:25/27	secreted	False	True	KEGG: hsa04512
475	COL9A2_SDC4	COL9A2 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL9A2	SDC4	COL9A2	SDC4	LB	TIME-B	primary	8	-0.04761904761904763	0.04761904761904763	0.9108491685195836	5	0.625				below_min_n (5 < 6)	COL9A2:17/27	SDC4:5/8	secreted	False		KEGG: hsa04512
476	COMP_SDC4	COMP - SDC4	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	COMP	SDC4	COMP	SDC4	TIME-L	L	primary	13	0.04395604395604395	0.04395604395604395	0.8866190227890784	7	0.5384615384615384	-0.39285714285714296	0.3833168704269725	-0.4368131868131869	fitted	COMP:8/15	SDC4:30/30				KEGG: hsa04512
477	THBS1_CD47	THBS1 - CD47	THBS	ECM-Receptor	lung	ligand_tumour__receptor_immune	THBS1	CD47	THBS1	CD47	L	TIME-L	primary	13	-0.03846153846153846	0.03846153846153846	0.9007243023389339	10	0.7692307692307693	0.19999999999999998	0.5795840000000001	0.23846153846153845	fitted	THBS1:25/30	CD47:14/15		False	True	KEGG: hsa04512
478	JAG1_NOTCH2	JAG1 - NOTCH2	NOTCH	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	JAG1	NOTCH2	JAG1	NOTCH2	L	TIME-L	primary	13	0.03846153846153846	0.03846153846153846	0.9007243023389339	5	0.38461538461538464				below_min_n (5 < 6)	JAG1:16/30	NOTCH2:14/15		True	True	PMID: 22353464
479	DLL3_NOTCH1	DLL3 - NOTCH1	NOTCH	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	DLL3	NOTCH1	DLL3	NOTCH1	L	TIME-L	primary	13	0.03846153846153846	0.03846153846153846	0.9007243023389339	5	0.38461538461538464				below_min_n (5 < 6)	DLL3:20/30	NOTCH1:12/15		True	True	PMID: 22353464
480	JAG2_NOTCH1	JAG2 - NOTCH1	NOTCH	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	JAG2	NOTCH1	JAG2	NOTCH1	TIME-L	L	primary	13	-0.03846153846153846	0.03846153846153846	0.9007243023389339	2	0.15384615384615385				below_min_n (2 < 6)	JAG2:9/15	NOTCH1:15/30		True	True	PMID: 22353464
481	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A3	SDC4	COL6A3	SDC4	TIME-L	L	primary	13	0.03846153846153846	0.03846153846153846	0.9007243023389339	13	1.0	0.03846153846153846	0.9007243023389339	0.0	fitted	COL6A3:15/15	SDC4:30/30	secreted	False		KEGG: hsa04512
482	CD8A_CEACAM5	CD8A - CEACAM5	CEACAM	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CD8A	CEACAM5	CD8A	CEACAM5	TIME-L	L	primary	13	-0.03576344511224741	0.03576344511224741	0.907660823485676	8	0.6153846153846154	-0.07142857142857144	0.8665262706759087	-0.03566512631632403	fitted	CD8A:12/15	CEACAM5:21/30	secreted	True	True	PMID: 24104458
483	COL9A2_SDC1	COL9A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL9A2	SDC1	COL9A2	SDC1	TIME-L	L	primary	13	-0.03296703296703297	0.03296703296703297	0.9148564744875124	6	0.46153846153846156	-0.028571428571428574	0.9571545189504373	0.004395604395604394	fitted	COL9A2:8/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512
484	HLA-DQA2_CD4	HLA-DQA2 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-DQA2	CD4	HLA-DQA2	CD4	TIME-L	L	primary	13	-0.03296703296703297	0.03296703296703297	0.9148564744875124	5	0.38461538461538464				below_min_n (5 < 6)	HLA-DQA2:11/15	CD4:18/30				KEGG: hsa04514
485	COL6A3_GP6	COL6A3 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL6A3	GP6	COL6A3	GP6	TIME-L	L	primary	13	-0.03296703296703297	0.03296703296703297	0.9148564744875124	12	0.9230769230769231	0.23076923076923078	0.470531995381542	0.26373626373626374	fitted	COL6A3:15/15	GP6:29/30	secreted	False		KEGG: hsa04512
486	ICOSL_CTLA4	ICOSL - CTLA4	ICOS	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	ICOSLG	CTLA4	ICOSLG	CTLA4	L	TIME-L	primary	13	0.03296703296703297	0.03296703296703297	0.9148564744875124	3	0.23076923076923078				below_min_n (3 < 6)	ICOSLG:18/30	CTLA4:10/15		True	True	KEGG: hsa04514
487	ANXA1_FPR3	ANXA1 - FPR3	ANNEXIN	Secreted Signaling	lung	ligand_tumour__receptor_immune	ANXA1	FPR3	ANXA1	FPR3	L	TIME-L	primary	13	-0.027472527472527472	0.027472527472527472	0.929011729160351	8	0.6153846153846154	-0.19047619047619052	0.6514014957024813	-0.16300366300366304	fitted	ANXA1:30/30	FPR3:10/15	secreted	False	True	PMID: 33082511
488	JAG1_NOTCH3	JAG1 - NOTCH3	NOTCH	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	JAG1	NOTCH3	JAG1	NOTCH3	TIME-L	L	primary	13	-0.027472527472527472	0.027472527472527472	0.929011729160351	10	0.7692307692307693	-0.2727272727272727	0.4458383415427514	-0.24525474525474522	fitted	JAG1:14/15	NOTCH3:28/30		True	True	PMID: 22353464
489	ICAM1_ITGAL	ICAM1 - ITGAL	ICAM	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	ICAM1	ITGAL	ICAM1	ITGAL	L	TIME-L	primary	13	-0.027472527472527472	0.027472527472527472	0.929011729160351	12	0.9230769230769231	-0.14685314685314685	0.6487957097846665	-0.11938061938061938	fitted	ICAM1:29/30	ITGAL:14/15		True	True	PMID: 23602662
490	GRN_SORT1	GRN - SORT1	GRN	Secreted Signaling	brain	ligand_tumour__receptor_immune	GRN	SORT1	GRN	SORT1	LB	TIME-B	primary	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	6	0.75	-0.3142857142857143	0.5440932944606415	-0.3380952380952381	fitted	GRN:26/27	SORT1:6/8			True	PMID: 29555433
491	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	brain	ligand_tumour__receptor_immune	HLA-DMB	CD4	HLA-DMB	CD4	LB	TIME-B	primary	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	8	1.0	-0.023809523809523815	0.9553740118158806	0.0	fitted	HLA-DMB:26/27	CD4:8/8				KEGG: hsa04514
492	MDK_SDC2	MDK - SDC2	MK	Secreted Signaling	brain	ligand_tumour__receptor_immune	MDK	SDC2	MDK	SDC2	LB	TIME-B	primary	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	4	0.5				below_min_n (4 < 6)	MDK:22/27	SDC2:4/8	growth factor	False	True	PMID: 28356350
493	CD6_ALCAM	CD6 - ALCAM	CD6	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CD6	ALCAM	CD6	ALCAM	TIME-B	LB	primary	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	4	0.5				below_min_n (4 < 6)	CD6:4/8	ALCAM:25/27	secreted	True	True	PMID: 23602662
494	CD99_CD99L2	CD99 - CD99L2	CD99	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	CD99	CD99L2	CD99	CD99L2	TIME-B	LB	primary	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	5	0.625				below_min_n (5 < 6)	CD99:8/8	CD99L2:17/27		True		KEGG: hsa04514
495	SLURP1_CHRNB4	SLURP1 - CHRNB4	SLURP	Secreted Signaling	brain	ligand_tumour__receptor_immune	SLURP1	CHRNB4	SLURP1	CHRNB4	LB	TIME-B	primary	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	6	0.75	0.48571428571428577	0.3287230320699708	0.46190476190476193	fitted	SLURP1:27/27	CHRNB4:6/8			True	KEGG: hsa04080
496	COL9A2_GP6	COL9A2 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL9A2	GP6	COL9A2	GP6	LB	TIME-B	primary	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	6	0.75	-0.4285714285714286	0.3965014577259473	-0.45238095238095244	fitted	COL9A2:17/27	GP6:8/8	secreted	False		KEGG: hsa04512
497	THBS1_SDC1	THBS1 - SDC1	THBS	ECM-Receptor	brain	ligand_tumour__receptor_immune	THBS1	SDC1	THBS1	SDC1	LB	TIME-B	primary	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	4	0.5				below_min_n (4 < 6)	THBS1:18/27	SDC1:5/8		False	True	KEGG: hsa04512
498	JAG1_NOTCH3	JAG1 - NOTCH3	NOTCH	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	JAG1	NOTCH3	JAG1	NOTCH3	TIME-B	LB	primary	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	8	1.0	-0.023809523809523815	0.9553740118158806	0.0	fitted	JAG1:8/8	NOTCH3:25/27		True	True	PMID: 22353464
499	COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL6A2	CD44	COL6A2	CD44	TIME-B	LB	primary	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	7	0.875	0.4642857142857144	0.29393410760025185	0.48809523809523825	fitted	COL6A2:8/8	CD44:25/27	secreted	False	True	KEGG: hsa04512
500	COL1A2_SDC4	COL1A2 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_tumour__receptor_immune	COL1A2	SDC4	COL1A2	SDC4	LB	TIME-B	primary	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	5	0.625				below_min_n (5 < 6)	COL1A2:27/27	SDC4:5/8	secreted	False		KEGG: hsa04512
501	COL3A1_ADGRG1	COL3A1 - ADGRG1	ADGRG	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	COL3A1	ADGRG1	COL3A1	ADGRG1	TIME-B	LB	primary	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	8	1.0	0.023809523809523815	0.9553740118158806	0.0	fitted	COL3A1:8/8	ADGRG1:23/27	secreted	False	True	PMID: 31462748;UniProtKB
502	LAMB1_CD44	LAMB1 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB1	CD44	LAMB1	CD44	TIME-B	LB	primary	8	0.023809523809523815	0.023809523809523815	0.9553740118158806	7	0.875	0.10714285714285716	0.8191508555699912	0.08333333333333334	fitted	LAMB1:8/8	CD44:25/27			True	KEGG: hsa04512
503	COL1A2_GP6	COL1A2 - GP6	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL1A2	GP6	COL1A2	GP6	TIME-B	LB	primary	8	-0.023809523809523815	0.023809523809523815	0.9553740118158806	8	1.0	-0.023809523809523815	0.9553740118158806	0.0	fitted	COL1A2:8/8	GP6:25/27	secreted	False		KEGG: hsa04512
504	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-E	KLRC2	HLA-E	KLRC2	L	TIME-L	primary	13	-0.021978021978021976	0.021978021978021976	0.9431862416608072	9	0.6923076923076923	0.08333333333333334	0.831214097710308	0.10531135531135533	fitted	HLA-E:30/30	KLRC2:11/15		True	True	PMID: 26697006
505	COL6A2_CD44	COL6A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A2	CD44	COL6A2	CD44	L	TIME-L	primary	13	0.021978021978021976	0.021978021978021976	0.9431862416608072	11	0.8461538461538461	-0.02727272727272728	0.9365584481926121	-0.04925074925074925	fitted	COL6A2:28/30	CD44:15/15	secreted	False	True	KEGG: hsa04512
506	THBS3_CD47	THBS3 - CD47	THBS	ECM-Receptor	lung	ligand_tumour__receptor_immune	THBS3	CD47	THBS3	CD47	L	TIME-L	primary	13	-0.021978021978021976	0.021978021978021976	0.9431862416608072	11	0.8461538461538461	-0.23636363636363636	0.48409116222539667	-0.21438561438561438	fitted	THBS3:27/30	CD47:14/15			True	KEGG: hsa04512
507	THBS2_CD47	THBS2 - CD47	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	THBS2	CD47	THBS2	CD47	TIME-L	L	primary	13	0.016483516483516484	0.016483516483516484	0.9573761750901848	11	0.8461538461538461	-0.05454545454545456	0.873446577523315	-0.07102897102897104	fitted	THBS2:14/15	CD47:29/30		False	True	KEGG: hsa04512
508	THBS1_SDC4	THBS1 - SDC4	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	THBS1	SDC4	THBS1	SDC4	TIME-L	L	primary	13	-0.016483516483516484	0.016483516483516484	0.9573761750901848	13	1.0	-0.016483516483516484	0.9573761750901848	0.0	fitted	THBS1:15/15	SDC4:30/30		False		KEGG: hsa04512
509	HLA-DRA_CD4	HLA-DRA - CD4	MHC-II	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-DRA	CD4	HLA-DRA	CD4	TIME-L	L	primary	13	0.016483516483516484	0.016483516483516484	0.9573761750901848	8	0.6153846153846154	-0.023809523809523815	0.9553740118158806	-0.0402930402930403	fitted	HLA-DRA:15/15	CD4:18/30				KEGG: hsa04514
510	CD99_PILRB	Cd99 - Pilrb	CD99	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	CD99	PILRB	CD99	PILRB	L	TIME-L	primary	13	0.016483516483516484	0.016483516483516484	0.9573761750901848	13	1.0	0.016483516483516484	0.9573761750901848	0.0	fitted	CD99:30/30	PILRB:15/15		True	True	uniprot;PMID:18234675
511	HLA-DPA1_CD4	HLA-DPA1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-DPA1	CD4	HLA-DPA1	CD4	TIME-L	L	primary	13	-0.016483516483516484	0.016483516483516484	0.9573761750901848	8	0.6153846153846154	-0.09523809523809526	0.8225054302036114	-0.07875457875457878	fitted	HLA-DPA1:15/15	CD4:18/30				KEGG: hsa04514
512	COL4A1_SDC1	COL4A1 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A1	SDC1	COL4A1	SDC1	TIME-L	L	primary	13	0.010989010989010988	0.010989010989010988	0.971577682777073	13	1.0	0.010989010989010988	0.971577682777073	0.0	fitted	COL4A1:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512
513	CD99_PILRA	CD99 - PILRA	CD99	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	CD99	PILRA	CD99	PILRA	L	TIME-L	primary	13	0.005494505494505494	0.005494505494505494	0.9857869107140622	7	0.5384615384615384	0.5357142857142858	0.21521745567801284	0.5302197802197803	fitted	CD99:30/30	PILRA:9/15		True	True	PMID: 18234675
514	CD96_NECTIN1	CD96 - NECTIN1	CD96	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CD96	NECTIN1	CD96	NECTIN1	TIME-L	L	primary	13	0.005494505494505494	0.005494505494505494	0.9857869107140622	3	0.23076923076923078				below_min_n (3 < 6)	CD96:9/15	NECTIN1:21/30		True	True	PMID: 17971293
515	COL9A2_SDC1	COL9A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL9A2	SDC1	COL9A2	SDC1	L	TIME-L	primary	13	-0.005494505494505494	0.005494505494505494	0.9857869107140622	7	0.5384615384615384	-0.5	0.25316999510032256	-0.4945054945054945	fitted	COL9A2:25/30	SDC1:11/15	secreted	False	True	KEGG: hsa04512
516	SEMA4D_PLXNB3	SEMA4D - PLXNB3	SEMA4	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	SEMA4D	PLXNB3	SEMA4D	PLXNB3	TIME-L	L	primary	13	0.005494505494505494	0.005494505494505494	0.9857869107140622	6	0.46153846153846156	0.08571428571428573	0.8717434402332361	0.08021978021978024	fitted	SEMA4D:14/15	PLXNB3:16/30		True	True	PMID: 27533782
517	COL6A2_GP6	COL6A2 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A2	GP6	COL6A2	GP6	L	TIME-L	primary	13	-0.005494505494505494	0.005494505494505494	0.9857869107140622	10	0.7692307692307693	-0.01818181818181818	0.9602404181286242	-0.012687312687312687	fitted	COL6A2:28/30	GP6:14/15	secreted	False		KEGG: hsa04512
518	JAG1_NOTCH2	JAG1 - NOTCH2	NOTCH	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	JAG1	NOTCH2	JAG1	NOTCH2	TIME-L	L	primary	13	0.005494505494505494	0.005494505494505494	0.9857869107140622	9	0.6923076923076923	-0.19999999999999998	0.6059012741795534	-0.20549450549450549	fitted	JAG1:14/15	NOTCH2:26/30		True	True	PMID: 22353464
519	COL1A1_CD44	COL1A1 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A1	CD44	COL1A1	CD44	TIME-L	L	primary	13	0.005494505494505494	0.005494505494505494	0.9857869107140622	12	0.9230769230769231	0.013986013986013986	0.9655902689187796	0.008491508491508492	fitted	COL1A1:15/15	CD44:29/30	secreted	False	True	KEGG: hsa04512
520	COL4A2_SDC1	COL4A2 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A2	SDC1	COL4A2	SDC1	TIME-L	L	primary	13	-0.005494505494505494	0.005494505494505494	0.9857869107140622	13	1.0	-0.005494505494505494	0.9857869107140622	0.0	fitted	COL4A2:15/15	SDC1:29/30	secreted	False	True	KEGG: hsa04512
521	PROS1_MERTK	PROS1 - MERTK	PROS	Secreted Signaling	brain	ligand_tumour__receptor_immune	PROS1	MERTK	PROS1	MERTK	LB	TIME-B	primary	8	0.0	0.0	1.0	6	0.75	-0.6	0.208	-0.6	fitted	PROS1:17/27	MERTK:7/8			True	PMID: 34631419
522	DSC3_DSG2	DSC3 - DSG2	DESMOSOME	Cell-Cell Contact	brain	ligand_immune__receptor_tumour	DSC3	DSG2	DSC3	DSG2	TIME-B	LB	primary	8	0.0	0.0	1.0	8	1.0	0.0	1.0	0.0	fitted	DSC3:8/8	DSG2:25/27		True	True	PMID: 27298358
523	LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB2	CD44	LAMB2	CD44	TIME-B	LB	primary	8	0.0	0.0	1.0	7	0.875	0.28571428571428575	0.5345092286010408	0.28571428571428575	fitted	LAMB2:8/8	CD44:25/27			True	KEGG: hsa04512
524	SEMA4D_PLXNB1	SEMA4D - PLXNB1	SEMA4	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	SEMA4D	PLXNB1	SEMA4D	PLXNB1	TIME-L	L	primary	13	0.0	0.0	1.0	10	0.7692307692307693	0.09090909090909088	0.8027717312071619	0.09090909090909088	fitted	SEMA4D:14/15	PLXNB1:27/30		True	True	PMID: 27533782
525	ANGPTL4_SDC4	ANGPTL4 - SDC4	ANGPTL	Secreted Signaling	brain	ligand_immune__receptor_tumour	ANGPTL4	SDC4	ANGPTL4	SDC4	TIME-B	LB	primary	8	0.0	0.0	1.0	4	0.5				below_min_n (4 < 6)	ANGPTL4:4/8	SDC4:26/27				PMID: 29017031
526	LAMB1_DAG1	LAMB1 - DAG1	LAMININ	ECM-Receptor	brain	ligand_immune__receptor_tumour	LAMB1	DAG1	LAMB1	DAG1	TIME-B	LB	primary	8	0.0	0.0	1.0	7	0.875	0.5	0.25316999510032256	0.5	fitted	LAMB1:8/8	DAG1:24/27			True	KEGG: hsa04512
527	COL9A2_SDC4	COL9A2 - SDC4	COLLAGEN	ECM-Receptor	brain	ligand_immune__receptor_tumour	COL9A2	SDC4	COL9A2	SDC4	TIME-B	LB	primary	8	0.0	0.0	1.0	5	0.625				below_min_n (5 < 6)	COL9A2:5/8	SDC4:26/27	secreted	False		KEGG: hsa04512
528	LAMB2_DAG1	LAMB2 - DAG1	LAMININ	ECM-Receptor	brain	ligand_tumour__receptor_immune	LAMB2	DAG1	LAMB2	DAG1	LB	TIME-B	primary	8	0.0	0.0	1.0	4	0.5				below_min_n (4 < 6)	LAMB2:22/27	DAG1:4/8			True	KEGG: hsa04512
