rank	interaction_name	interaction_name_2	pathway_name	annotation	site	direction	ligand	receptor	ligand_subunits	receptor_subunits	ligand_aoi_code	receptor_aoi_code	table	n	rho	abs_rho	p_raw	n_detected_both	frac_detected_both	rho_detected_only	p_detected_only	delta_vs_primary	sensitivity_status	ligand_detection	receptor_detection	ligand_secreted_type	ligand_transmembrane	receptor_transmembrane	evidence	empirical_fdr	null_a_n_permutations	abundance_matched_p	abundance_decile_tumour	abundance_decile_immune	clears_empirical_fdr	clears_abundance_matched
303	NECTIN1_NECTIN4	NECTIN1 - NECTIN4	NECTIN	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	NECTIN1	NECTIN4	NECTIN1	NECTIN4	L	TIME-L	primary	13	0.2087912087912088	0.2087912087912088	0.49362181935688504	7	0.5384615384615384	0.25	0.5887244480896834	0.0412087912087912	fitted	NECTIN1:21/30	NECTIN4:14/15	secreted	True	True	PMID: 23027581	0.8738193548387098	10000	0.49075092490750927	3	5	False	False
304	COL6A1_GP6	COL6A1 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A1	GP6	COL6A1	GP6	L	TIME-L	primary	13	-0.2087912087912088	0.20879120879120883	0.49362181935688504	12	0.9230769230769231	-0.15384615384615385	0.6330906812462617	0.054945054945054944	fitted	COL6A1:30/30	GP6:14/15	secreted	False		KEGG: hsa04512	0.8738193548387098	10000	0.5232476752324767	6	6	False	False
305	HLA-E_KLRC2	HLA-E - KLRC2	MHC-I	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-E	KLRC2	HLA-E	KLRC2	TIME-L	L	primary	13	0.2035765337158699	0.20357653371586984	0.5047162255899914	8	0.6153846153846154	0.09523809523809526	0.8225054302036114	-0.10833843847777463	fitted	HLA-E:15/15	KLRC2:19/30		True	True	PMID: 26697006	0.8738193548387098	10000	0.5309469053094691	3	9	False	False
306	COL4A1_ADGRG6	COL4A1 - ADGRG6	ADGRG	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	COL4A1	ADGRG6	COL4A1	ADGRG6	TIME-L	L	primary	13	-0.2035765337158699	0.20357653371586984	0.5047162255899914	8	0.6153846153846154	0.5000000000000001	0.20703124999999997	0.70357653371587	fitted	COL4A1:15/15	ADGRG6:19/30	secreted	False	True	PMID: 31462748	0.8738193548387098	10000	0.49795020497950204	5	9	False	False
307	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	SEMA4A	PLXNB2	SEMA4A	PLXNB2	TIME-L	L	primary	13	-0.2035765337158699	0.20357653371586995	0.5047162255899914	11	0.8461538461538461	-0.23636363636363636	0.48409116222539667	-0.032787102647766464	fitted	SEMA4A:13/15	PLXNB2:30/30		True	True	PMID: 27533782	0.8738193548387098	10000	0.5447455254474552	8	5	False	False
308	PTPRC_CD22	PTPRC - CD22	CD45	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	PTPRC	CD22	PTPRC	CD22	TIME-L	L	primary	13	-0.20329670329670327	0.20329670329670327	0.5053147342962486	13	1.0	-0.20329670329670327	0.5053147342962486	0.0	fitted	PTPRC:15/15	CD22:30/30		True	True	PMID: 12115612	0.8738193548387098	10000	0.5808419158084192	7	8	False	False
309	JAM3_F11R	JAM3 - F11R	JAM	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	JAM3	F11R	JAM3	F11R	TIME-L	L	primary	13	0.20329670329670327	0.2032967032967033	0.5053147342962486	8	0.6153846153846154	-0.07142857142857144	0.8665262706759087	-0.2747252747252747	fitted	JAM3:10/15	F11R:30/30	secreted	True	True	KEGG: hsa04514	0.8738193548387098	10000	0.5208479152084792	8	3	False	False
310	COL6A3_CD44	COL6A3 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A3	CD44	COL6A3	CD44	L	TIME-L	primary	13	-0.20329670329670327	0.20329670329670332	0.5053147342962486	6	0.46153846153846156	0.14285714285714288	0.7871720116618076	0.34615384615384615	fitted	COL6A3:19/30	CD44:15/15	secreted	False	True	KEGG: hsa04512	0.8738193548387098	10000	0.6062393760623938	4	8	False	False
311	COL4A2_ADGRG6	COL4A2 - ADGRG6	ADGRG	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	COL4A2	ADGRG6	COL4A2	ADGRG6	TIME-L	L	primary	13	-0.19807446523706262	0.19807446523706257	0.5165425215524555	8	0.6153846153846154	0.5000000000000001	0.20703124999999997	0.6980744652370627	fitted	COL4A2:15/15	ADGRG6:19/30	secreted	False	True	PMID: 31462748	0.8738193548387098	10000	0.5106489351064893	5	9	False	False
312	SEMA3C_PLXND1	SEMA3C - PLXND1	SEMA3	Secreted Signaling	lung	ligand_tumour__receptor_immune	SEMA3C	PLXND1	SEMA3C	PLXND1	L	TIME-L	primary	13	0.19780219780219782	0.19780219780219782	0.51713091148483	5	0.38461538461538464				below_min_n (5 < 6)	SEMA3C:17/30	PLXND1:15/15	secreted	False	True	PMID: 27533782	0.8776698717948719	10000	0.5978402159784022	4	7	False	False
313	JAG1_NOTCH1	JAG1 - NOTCH1	NOTCH	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	JAG1	NOTCH1	JAG1	NOTCH1	L	TIME-L	primary	13	-0.19780219780219782	0.1978021978021978	0.51713091148483	4	0.3076923076923077				below_min_n (4 < 6)	JAG1:16/30	NOTCH1:12/15		True	True	PMID: 22353464	0.8796299363057325	10000	0.5304469553044695	3	4	False	False
314	SEMA4A_PLXNB2	SEMA4A - PLXNB2	SEMA4	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	SEMA4A	PLXNB2	SEMA4A	PLXNB2	L	TIME-L	primary	13	0.19230769230769232	0.19230769230769235	0.5290679872349875	7	0.5384615384615384	0.28571428571428575	0.5345092286010408	0.09340659340659344	fitted	SEMA4A:16/30	PLXNB2:15/15		True	True	PMID: 27533782	0.8820455696202532	10000	0.6027397260273972	4	7	False	False
315	TNC_SDC4	TNC - SDC4	TENASCIN	ECM-Receptor	lung	ligand_tumour__receptor_immune	TNC	SDC4	TNC	SDC4	L	TIME-L	primary	13	-0.19230769230769232	0.19230769230769232	0.5290679872349875	8	0.6153846153846154	-0.09523809523809526	0.8225054302036114	0.09706959706959706	fitted	TNC:22/30	SDC4:13/15	secreted	False		KEGG: hsa04512	0.8867213836477987	10000	0.5843415658434157	7	5	False	False
326	APP_CD74	APP - CD74	APP	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	APP	CD74	APP	CD74	L	TIME-L	primary	13	0.1868131868131868	0.18681318681318684	0.541123523509894	13	1.0	0.1868131868131868	0.541123523509894	0.0	fitted	APP:30/30	CD74:15/15		True	True	PMID: 19849849	0.8882098159509202	10000	0.5884411558844116	9	9	False	False
327	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-DQB1	CD4	HLA-DQB1	CD4	TIME-L	L	primary	13	0.1868131868131868	0.18681318681318676	0.541123523509894	8	0.6153846153846154	0.09523809523809526	0.8225054302036114	-0.09157509157509153	fitted	HLA-DQB1:15/15	CD4:18/30				KEGG: hsa04514	0.8882098159509202	10000	0.5846415358464153	3	9	False	False
328	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-DRB1	CD4	HLA-DRB1	CD4	L	TIME-L	primary	13	0.1868131868131868	0.1868131868131868	0.541123523509894	13	1.0	0.1868131868131868	0.541123523509894	0.0	fitted	HLA-DRB1:30/30	CD4:15/15				KEGG: hsa04514	0.8882098159509202	10000	0.5753424657534246	9	8	False	False
329	LAMC1_CD44	LAMC1 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMC1	CD44	LAMC1	CD44	L	TIME-L	primary	13	-0.18431929404004435	0.1843192940400444	0.5466338038018768	12	0.9230769230769231	-0.14010529366766927	0.6640757694429807	0.04421400037237508	fitted	LAMC1:28/30	CD44:15/15	secreted	False	True	KEGG: hsa04512	0.8882098159509202	10000	0.6147385261473852	7	8	False	False
330	RAET1L_KLRK1	RAET1L - KLRK1	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	RAET1L	KLRK1	RAET1L	KLRK1	L	TIME-L	primary	13	0.18131868131868134	0.18131868131868129	0.5532950092839335	5	0.38461538461538464				below_min_n (5 < 6)	RAET1L:16/30	KLRK1:10/15		True	True	PMID: 24223577	0.8987715151515152	10000	0.5144485551444855	2	3	False	False
331	LAMA4_CD44	LAMA4 - CD44	LAMININ	ECM-Receptor	lung	ligand_immune__receptor_tumour	LAMA4	CD44	LAMA4	CD44	TIME-L	L	primary	13	0.17606619132183343	0.1760661913218335	0.5650364026691793	10	0.7692307692307693	-0.17575757575757575	0.6271883447764844	-0.3518237670794092	fitted	LAMA4:12/15	CD44:29/30			True	KEGG: hsa04512	0.8987715151515152	10000	0.5907409259074092	7	4	False	False
332	COL1A1_GP6	COL1A1 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A1	GP6	COL1A1	GP6	L	TIME-L	primary	13	0.1758241758241758	0.17582417582417584	0.5655798619595344	11	0.8461538461538461	0.3727272727272728	0.258925873684222	0.19690309690309699	fitted	COL1A1:29/30	GP6:14/15	secreted	False		KEGG: hsa04512	0.9008373493975903	10000	0.5556444355564444	8	6	False	False
333	JAG2_NOTCH2	JAG2 - NOTCH2	NOTCH	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	JAG2	NOTCH2	JAG2	NOTCH2	L	TIME-L	primary	13	-0.17032967032967034	0.17032967032967034	0.5779754288392673	8	0.6153846153846154	-0.38095238095238104	0.3518125531175649	-0.2106227106227107	fitted	JAG2:24/30	NOTCH2:14/15		True	True	PMID: 22353464	0.9211760479041916	10000	0.6623337666233376	4	6	False	False
341	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL6A3	SDC1	COL6A3	SDC1	L	TIME-L	primary	13	0.15934065934065936	0.15934065934065936	0.6030877531318972	5	0.38461538461538464				below_min_n (5 < 6)	COL6A3:19/30	SDC1:11/15	secreted	False	True	KEGG: hsa04512	0.9374245714285714	10000	0.6794320567943206	4	6	False	False
342	GRN_SORT1	GRN - SORT1	GRN	Secreted Signaling	lung	ligand_immune__receptor_tumour	GRN	SORT1	GRN	SORT1	TIME-L	L	primary	13	0.15934065934065936	0.15934065934065939	0.6030877531318972	8	0.6153846153846154	0.5714285714285715	0.13895995716070678	0.4120879120879122	fitted	GRN:15/15	SORT1:20/30			True	PMID: 29555433	0.9374245714285714	10000	0.6127387261273872	5	8	False	False
343	SEMA4A_PLXNB1	SEMA4A - PLXNB1	SEMA4	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	SEMA4A	PLXNB1	SEMA4A	PLXNB1	TIME-L	L	primary	13	-0.15384615384615383	0.15384615384615385	0.6157988686488813	9	0.6923076923076923	0.16666666666666669	0.668231040071504	0.3205128205128205	fitted	SEMA4A:13/15	PLXNB1:27/30		True	True	PMID: 27533782	0.9374245714285714	10000	0.6774322567743226	6	5	False	False
344	CXCL1_CXCR2	CXCL1 - CXCR2	CXCL	Secreted Signaling	lung	ligand_tumour__receptor_immune	CXCL1	CXCR2	CXCL1	CXCR2	L	TIME-L	primary	13	0.15384615384615383	0.15384615384615385	0.6157988686488813	6	0.46153846153846156	0.5428571428571429	0.26570262390670546	0.38901098901098907	fitted	CXCL1:15/30	CXCR2:11/15	cytokine;growth factor	False	True	KEGG: hsa04060	0.9374245714285714	10000	0.6365363463653635	5	2	False	False
345	MDK_LRP1	MDK - LRP1	MK	Secreted Signaling	lung	ligand_immune__receptor_tumour	MDK	LRP1	MDK	LRP1	TIME-L	L	primary	13	0.15384615384615383	0.15384615384615388	0.6157988686488813	11	0.8461538461538461	-0.1272727272727273	0.709214625773305	-0.2811188811188811	fitted	MDK:15/15	LRP1:27/30	growth factor	False		PMID: 28356350	0.9374245714285714	10000	0.6671332866713329	6	7	False	False
346	CD55_ADGRE5	CD55 - ADGRE5	ADGRE	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CD55	ADGRE5	CD55	ADGRE5	TIME-L	L	primary	13	-0.15384615384615383	0.15384615384615388	0.6157988686488813	11	0.8461538461538461	-0.4090909090909091	0.211545010342096	-0.2552447552447553	fitted	CD55:14/15	ADGRE5:28/30	secreted	True	True	PMID: 31462748	0.9374245714285714	10000	0.639036096390361	6	6	False	False
347	CD6_ALCAM	CD6 - ALCAM	CD6	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CD6	ALCAM	CD6	ALCAM	TIME-L	L	primary	13	-0.15384615384615383	0.1538461538461538	0.6157988686488813	7	0.5384615384615384	-0.42857142857142866	0.3373683110858241	-0.27472527472527486	fitted	CD6:10/15	ALCAM:29/30	secreted	True	True	PMID: 23602662	0.9374505681818182	10000	0.6333366663333667	8	3	False	False
348	FN1_SDC1	FN1 - SDC1	FN1	ECM-Receptor	lung	ligand_tumour__receptor_immune	FN1	SDC1	FN1	SDC1	L	TIME-L	primary	13	0.15384615384615383	0.15384615384615385	0.6157988686488813	9	0.6923076923076923	0.75	0.01994212613199253	0.5961538461538461	fitted	FN1:29/30	SDC1:11/15	secreted	False	True	KEGG: hsa04512	0.9374245714285714	10000	0.6557344265573443	9	6	False	False
349	COL1A2_GP6	COL1A2 - GP6	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL1A2	GP6	COL1A2	GP6	L	TIME-L	primary	13	0.15384615384615383	0.15384615384615388	0.6157988686488813	12	0.9230769230769231	0.16783216783216784	0.6020994277865379	0.013986013986014012	fitted	COL1A2:30/30	GP6:14/15	secreted	False		KEGG: hsa04512	0.9374245714285714	10000	0.646935306469353	9	6	False	False
350	MDK_NCL	MDK - NCL	MK	Secreted Signaling	lung	ligand_tumour__receptor_immune	MDK	NCL	MDK	NCL	L	TIME-L	primary	13	-0.14835164835164835	0.14835164835164835	0.6286094178894163	13	1.0	-0.14835164835164835	0.6286094178894163	0.0	fitted	MDK:30/30	NCL:15/15	growth factor	False		PMID: 28356350	0.9404888268156424	10000	0.656934306569343	9	8	False	False
351	MDK_SDC4	MDK - SDC4	MK	Secreted Signaling	lung	ligand_tumour__receptor_immune	MDK	SDC4	MDK	SDC4	L	TIME-L	primary	13	0.14835164835164835	0.14835164835164832	0.6286094178894163	11	0.8461538461538461	-0.4090909090909091	0.211545010342096	-0.5574425574425574	fitted	MDK:30/30	SDC4:13/15	growth factor	False		PMID: 28356350	0.9404888268156424	10000	0.6994300569943006	9	5	False	False
352	LAMB2_CD44	LAMB2 - CD44	LAMININ	ECM-Receptor	lung	ligand_tumour__receptor_immune	LAMB2	CD44	LAMB2	CD44	L	TIME-L	primary	13	0.14835164835164835	0.14835164835164832	0.6286094178894163	10	0.7692307692307693	0.41818181818181815	0.22911284098281895	0.26983016983016983	fitted	LAMB2:24/30	CD44:15/15			True	KEGG: hsa04512	0.9404888268156424	10000	0.7211278872112789	6	8	False	False
365	SLURP1_CHRNE	SLURP1 - CHRNE	SLURP	Secreted Signaling	lung	ligand_tumour__receptor_immune	SLURP1	CHRNE	SLURP1	CHRNE	L	TIME-L	primary	13	0.14285714285714285	0.14285714285714288	0.6415164215860882	8	0.6153846153846154	0.14285714285714288	0.7357648598798119	2.7755575615628914e-17	fitted	SLURP1:30/30	CHRNE:9/15			True	KEGG: hsa04080	0.9437883333333333	10000	0.6839316068393161	6	3	False	False
366	TNC_SDC1	TNC - SDC1	TENASCIN	ECM-Receptor	lung	ligand_tumour__receptor_immune	TNC	SDC1	TNC	SDC1	L	TIME-L	primary	13	-0.13736263736263735	0.13736263736263735	0.6545168402947128	8	0.6153846153846154	-0.3333333333333334	0.41975308641975323	-0.19597069597069608	fitted	TNC:22/30	SDC1:11/15	secreted	False	True	KEGG: hsa04512	0.9583417112299466	10000	0.6805319468053195	7	6	False	False
367	GJA1_GJA1	GJA1 - GJA1	GAP	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	GJA1	GJA1	GJA1	GJA1	L	TIME-L	primary	13	0.13186813186813187	0.13186813186813187	0.6676075762175147	8	0.6153846153846154	0.2142857142857143	0.6103444156452668	0.08241758241758243	fitted	GJA1:19/30	GJA1:15/15		True	True	PMID: 32532966;PMID: 15094344	0.9583417112299466	10000	0.6716328367163283	5	5	False	False
368	HLA-DQB1_CD4	HLA-DQB1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-DQB1	CD4	HLA-DQB1	CD4	L	TIME-L	primary	13	0.13186813186813187	0.13186813186813187	0.6676075762175147	11	0.8461538461538461	0.28181818181818186	0.4011448979604784	0.14995004995004999	fitted	HLA-DQB1:22/30	CD4:15/15				KEGG: hsa04514	0.9583417112299466	10000	0.6907309269073093	8	8	False	False
369	CD96_PVR	CD96 - PVR	CD96	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	CD96	PVR	CD96	PVR	TIME-L	L	primary	13	0.13186813186813187	0.1318681318681319	0.6676075762175147	5	0.38461538461538464				below_min_n (5 < 6)	CD96:9/15	PVR:25/30		True	True	PMID: 15034010	0.9583417112299466	10000	0.7112288771122888	5	3	False	False
370	GJA1_GJA1	GJA1 - GJA1	GAP	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	GJA1	GJA1	GJA1	GJA1	TIME-L	L	primary	13	0.13186813186813187	0.13186813186813187	0.6676075762175147	8	0.6153846153846154	0.2142857142857143	0.6103444156452668	0.08241758241758243	fitted	GJA1:15/15	GJA1:19/30		True	True	PMID: 32532966;PMID: 15094344	0.9583417112299466	10000	0.6716328367163283	5	5	False	False
371	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	SEMA4D	PLXNB2	SEMA4D	PLXNB2	TIME-L	L	primary	13	-0.12929860925197142	0.12929860925197142	0.6737596060710332	12	0.9230769230769231	-0.1258741258741259	0.696683109395766	0.0034244833778455386	fitted	SEMA4D:14/15	PLXNB2:30/30		True	True	PMID: 27533782	0.9583417112299466	10000	0.6919308069193081	8	6	False	False
372	HLA-C_KIR2DS1	HLA-C - KIR2DS1	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-C	KIR2DS1	HLA-C	KIR2DS1	L	TIME-L	primary	13	-0.12929860925197142	0.12929860925197142	0.6737596060710332	10	0.7692307692307693	-0.4666666666666666	0.17393859716506654	-0.3373680574146952	fitted	HLA-C:30/30	KIR2DS1:12/15		True		PMID: 28484462	0.9583417112299466	10000	0.7421257874212579	9	5	False	False
373	CCL3_CCR1	CCL3 - CCR1	CCL	Secreted Signaling	lung	ligand_tumour__receptor_immune	CCL3	CCR1	CCL3	CCR1	L	TIME-L	primary	13	0.12637362637362637	0.12637362637362637	0.6807854750709491	10	0.7692307692307693	-0.07878787878787878	0.8287173946974605	-0.20516150516150516	fitted	CCL3:28/30	CCR1:12/15	cytokine	False	True	KEGG: hsa04060	0.9674606382978723	10000	0.7344265573442655	5	3	False	False
384	COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A1	CD44	COL4A1	CD44	TIME-L	L	primary	13	0.11538461538461539	0.11538461538461539	0.7073898735142603	12	0.9230769230769231	-0.013986013986013986	0.9655902689187796	-0.12937062937062938	fitted	COL4A1:15/15	CD44:29/30	secreted	False	True	KEGG: hsa04512	0.9800488584474886	10000	0.7724227577242275	7	9	False	False
385	HLA-E_CD8A	HLA-E - CD8A	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-E	CD8A	HLA-E	CD8A	L	TIME-L	primary	13	-0.11538461538461539	0.11538461538461535	0.7073898735142603	10	0.7692307692307693	-0.11515151515151514	0.7514196523258484	0.0002331002331002474	fitted	HLA-E:30/30	CD8A:12/15		True	True	KEGG: hsa04514	0.9800488584474886	10000	0.7227277272272773	9	4	False	False
386	HLA-F_CD8A	HLA-F - CD8A	MHC-I	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-F	CD8A	HLA-F	CD8A	L	TIME-L	primary	13	-0.1045393010973386	0.10453930109733862	0.7339499266784841	9	0.6923076923076923	-0.6333333333333333	0.06708578689234572	-0.5287940322359947	fitted	HLA-F:23/30	CD8A:12/15		True	True	KEGG: hsa04514	0.9800488584474886	10000	0.7390260973902609	7	4	False	False
387	SCT_SCTR	SCT - SCTR	SCT	Secreted Signaling	lung	ligand_immune__receptor_tumour	SCT	SCTR	SCT	SCTR	TIME-L	L	primary	13	0.1043956043956044	0.10439560439560444	0.7343037452877025	4	0.3076923076923077				below_min_n (4 < 6)	SCT:9/15	SCTR:20/30	hormone	False	True	KEGG: hsa04080	0.9800488584474886	10000	0.7550244975502449	5	2	False	False
388	SLURP1_CHRNB4	SLURP1 - CHRNB4	SLURP	Secreted Signaling	lung	ligand_immune__receptor_tumour	SLURP1	CHRNB4	SLURP1	CHRNB4	TIME-L	L	primary	13	-0.1043956043956044	0.1043956043956044	0.7343037452877025	9	0.6923076923076923	-0.03333333333333333	0.9321567355405039	0.07106227106227106	fitted	SLURP1:14/15	CHRNB4:22/30			True	KEGG: hsa04080	0.9800488584474886	10000	0.7196280371962803	3	6	False	False
389	HLA-DMB_CD4	HLA-DMB - CD4	MHC-II	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	HLA-DMB	CD4	HLA-DMB	CD4	L	TIME-L	primary	13	-0.1043956043956044	0.10439560439560444	0.7343037452877025	13	1.0	-0.1043956043956044	0.7343037452877025	0.0	fitted	HLA-DMB:29/30	CD4:15/15				KEGG: hsa04514	0.9800488584474886	10000	0.7733226677332267	7	8	False	False
390	THBS2_SDC4	THBS2 - SDC4	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	THBS2	SDC4	THBS2	SDC4	TIME-L	L	primary	13	-0.1043956043956044	0.1043956043956044	0.7343037452877025	12	0.9230769230769231	-0.04895104895104895	0.8799185788786748	0.05544455544455545	fitted	THBS2:14/15	SDC4:30/30		False		KEGG: hsa04512	0.9800488584474886	10000	0.754024597540246	9	8	False	False
391	COL1A2_CD44	COL1A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL1A2	CD44	COL1A2	CD44	TIME-L	L	primary	13	0.1043956043956044	0.10439560439560441	0.7343037452877025	12	0.9230769230769231	0.14685314685314685	0.6487957097846665	0.04245754245754245	fitted	COL1A2:15/15	CD44:29/30	secreted	False	True	KEGG: hsa04512	0.9800488584474886	10000	0.8041195880411959	7	9	False	False
392	THBS3_SDC1	THBS3 - SDC1	THBS	ECM-Receptor	lung	ligand_tumour__receptor_immune	THBS3	SDC1	THBS3	SDC1	L	TIME-L	primary	13	0.1043956043956044	0.1043956043956044	0.7343037452877025	9	0.6923076923076923	-0.5166666666666667	0.15439012098622507	-0.6210622710622711	fitted	THBS3:27/30	SDC1:11/15			True	KEGG: hsa04512	0.9800488584474886	10000	0.7744225577442255	5	6	False	False
393	COL4A2_CD44	COL4A2 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_immune__receptor_tumour	COL4A2	CD44	COL4A2	CD44	TIME-L	L	primary	13	0.1043956043956044	0.10439560439560444	0.7343037452877025	12	0.9230769230769231	-0.027972027972027972	0.9312343512018807	-0.13236763236763238	fitted	COL4A2:15/15	CD44:29/30	secreted	False	True	KEGG: hsa04512	0.9800488584474886	10000	0.7964203579642036	7	9	False	False
394	FGF21_FGFR1	FGF21 - FGFR1	FGF	Secreted Signaling	lung	ligand_tumour__receptor_immune	FGF21	FGFR1	FGF21	FGFR1	L	TIME-L	primary	13	-0.09890109890109891	0.0989010989010989	0.7478683035983906	7	0.5384615384615384	-0.10714285714285716	0.8191508555699912	-0.008241758241758254	fitted	FGF21:28/30	FGFR1:11/15	growth factor	False	True	PMC: 4393358	0.9800488584474886	10000	0.7832216778322167	6	4	False	False
395	JAG2_NOTCH2	JAG2 - NOTCH2	NOTCH	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	JAG2	NOTCH2	JAG2	NOTCH2	TIME-L	L	primary	13	-0.09890109890109891	0.0989010989010989	0.7478683035983906	6	0.46153846153846156	-0.6571428571428573	0.1561749271137024	-0.5582417582417584	fitted	JAG2:9/15	NOTCH2:26/30		True	True	PMID: 22353464	0.9800488584474886	10000	0.7817218278172183	5	2	False	False
396	SEMA4D_PLXNB2	SEMA4D - PLXNB2	SEMA4	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	SEMA4D	PLXNB2	SEMA4D	PLXNB2	L	TIME-L	primary	13	0.09890109890109891	0.09890109890109892	0.7478683035983906	11	0.8461538461538461	0.009090909090909092	0.9788365001441937	-0.08981018981018982	fitted	SEMA4D:22/30	PLXNB2:15/15		True	True	PMID: 27533782	0.9800488584474886	10000	0.7582241775822418	4	7	False	False
397	PROS1_TYRO3	PROS1 - TYRO3	PROS	Secreted Signaling	lung	ligand_immune__receptor_tumour	PROS1	TYRO3	PROS1	TYRO3	TIME-L	L	primary	13	0.09628619837912766	0.09628619837912768	0.7543476386857775	3	0.23076923076923078				below_min_n (3 < 6)	PROS1:14/15	TYRO3:15/30			True	PMID: 30501104	0.9800488584474886	10000	0.7430256974302569	2	3	False	False
415	HLA-DRB1_CD4	HLA-DRB1 - CD4	MHC-II	Cell-Cell Contact	lung	ligand_immune__receptor_tumour	HLA-DRB1	CD4	HLA-DRB1	CD4	TIME-L	L	primary	13	0.0934065934065934	0.09340659340659338	0.7615000227827018	8	0.6153846153846154	-0.023809523809523815	0.9553740118158806	-0.11721611721611722	fitted	HLA-DRB1:15/15	CD4:18/30				KEGG: hsa04514	0.9800488584474886	10000	0.7946205379462054	3	9	False	False
416	COMP_CD47	COMP - CD47	THBS	ECM-Receptor	lung	ligand_immune__receptor_tumour	COMP	CD47	COMP	CD47	TIME-L	L	primary	13	-0.0934065934065934	0.09340659340659342	0.7615000227827018	6	0.46153846153846156	-0.3142857142857143	0.5440932944606415	-0.22087912087912087	fitted	COMP:8/15	CD47:29/30			True	KEGG: hsa04512	0.9800488584474886	10000	0.7992200779922007	8	5	False	False
417	THBS1_SDC1	THBS1 - SDC1	THBS	ECM-Receptor	lung	ligand_tumour__receptor_immune	THBS1	SDC1	THBS1	SDC1	L	TIME-L	primary	13	0.0934065934065934	0.09340659340659338	0.7615000227827018	8	0.6153846153846154	0.4285714285714286	0.2894032248467902	0.3351648351648352	fitted	THBS1:25/30	SDC1:11/15		False	True	KEGG: hsa04512	0.9800488584474886	10000	0.7963203679632037	5	6	False	False
418	COL4A1_CD44	COL4A1 - CD44	COLLAGEN	ECM-Receptor	lung	ligand_tumour__receptor_immune	COL4A1	CD44	COL4A1	CD44	L	TIME-L	primary	13	0.0934065934065934	0.09340659340659342	0.7615000227827018	4	0.3076923076923077				below_min_n (4 < 6)	COL4A1:18/30	CD44:15/15	secreted	False	True	KEGG: hsa04512	0.9800488584474886	10000	0.7459254074592541	2	8	False	False
419	PTPRC_CD22	PTPRC - CD22	CD45	Cell-Cell Contact	lung	ligand_tumour__receptor_immune	PTPRC	CD22	PTPRC	CD22	L	TIME-L	primary	13	0.0879120879120879	0.08791208791208795	0.775195408889122	7	0.5384615384615384	-0.07142857142857144	0.8790481931481541	-0.15934065934065933	fitted	PTPRC:17/30	CD22:15/15		True	True	PMID: 12115612	0.9800488584474886	10000	0.7414258574142586	3	7	False	False
